,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0154335068048149,0.48662914797571,0,0,0,0,0,0,0.143746815813708,0.15471482961912,0,0,0.2277689670316,-0.0139633436629252,0,0.056872659704789,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558082200891837,0,0,0,0,0.0217746466691425,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0347658443825478,0.0933178118865469,0.283179230112362,0,0,0,0,0,0,0.0588473838424328,0.337681739421577,0.0881665180311752,0,0,0,0.0655462856538685,0,0,0,0.0186999226547243,0,0,0,-0.0405584151988881,0,0,0,0.00117727478023032,0,0,0,0,0.0623919472179284,0,0,0,0.00109605483995694,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.205806749485371,0,0,0.475094752816091,0.0283401565762963,0.0860577516447597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155099459476245,0,-0.0308116359802621,0,0,0,0.0293915939861784,0,0,0,0,0,0,0,0,0,0,0,0,0.0166685177107473,0,0,0.018186227761896,0
X601288.CH.EQUITY,0,0,0.273643128954909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176080996135321,0,0,0.0523677409939752,0,0,0.00692356097073699,0,0,0,0,0,0,0,0,0,0.0135180592641602,0.278940444214896,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.074091197326601,0,0,0.196377045448168,0,0.238569457593169,0,0,0,0,0.272878195848948,0,0,0,0,0.116464707802979,0.0533250208218389,0.0109595935565452,0,-0.264710141312809,0,0,0,0.202607988976854,0,0,-0.172738932960978,0,0,0,0,0,0.135126718742827,0,0,0,0,0,0,0,0,0,0,0,0.104481361201767,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.211573422780302,0,0,0.0472378629476273,0,0.205051186050092,0,0,0,0.209736059519773,0,0,0,0,0,0,0,0,0,0,0.248486540140661,0.016988819516663,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102681714537223,0,0,0.266554356962522,0,0,0,-0.0170977511820977,0,0,0.0127391202511515,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0125280303832103,0,0,0,0,0,-0.0340230076891769,0,0,0,0,0,0,0,0,0,0.720967041529128,-0.017523121740348,0,0.0697938507369267,0,0,0.108200689109664,0,0,0,0,0,0,0,0,0,0,0.106039092280542,0,0.0576655168753943,0,0,0,-0.0137883879311732,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.251711127414885,0,0,0,0,0,0,0,0,0.0940795604477514,0,0,0,0,0,0.0431615054096086,0,0,0,0,0,0,0.0499492767550893,0,0.0833192620020481,0,0.0243901994758794,0.301016956754564,0,0,0.170819632984809,0,0,0,0,0,0,-0.0443999451818277,0,-0.0462029575437089,0,0.0800164519170359,0,0,0,0,0
X601628.CH.EQUITY,0,0.151839572531144,0,0.0399914639466444,0,0,0,0,0,0,0,0,0,0,0,0,0.0648912648724906,0,0,0,0,0,0,0,0.146327288844857,0,0,0,0,0,0,0,0,0,0,0,0,0.370628492219477,0,0,0.129700763379638,0.0606064142120996,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.238738628383881,0,0,0,0,0,0.0267691550113775,0,0,0,0,0,0.314116451773917,0,0,0,0,0,0,0,0,0,0.365627758633945,0,0,0,0,0,0,0,0,0,0,0.015853218532689,-0.00187888676527259,0,0,-1.0842021724855e-19,0,0,0,0.0643121871101774,0,0,0,0,0.0824624639132139,0,0,0,-0.0117223049413093
X601166.CH.EQUITY,0.246576007584711,0,0,0,0,0,0.0905292225563494,0,0,0,0,0,0.286035465533253,0,0,0.0185354840935817,-0.0330629689737524,0.0159375550280305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859776856022502,0,0,0,0,0,0,0,0,0.0662415504812927,0,0,0,0,0,0,0.0315137816559587,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.363073865414485,0,0,0,0,0.309192930764128,0,0,0,0,0,0.16944447200424,0,0,0,0,0.0683213708020133,0,0,0,0,-0.134782886369216,0,0,0,0.493172120874267,0,0,0,0.295714669538642,0,0,0,0,-0.15464555515572,0,-0.135158188419583,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0606316416321475,0,0.291909420775437,0,0,0,0.285191009833515,0,0,0.0809240261408284,0,0,0,0.11073645177732,0.0228710177976811,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154488752688518,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.272619284216198,0,0,0,-0.161487157571322,0,0,0,0,0,0,0.171076087114362,0,0.435444043318824,0,0,0,0,0,0,0.0619414905243847,0,0,0.208684639071343,0.334080842054648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168777148868403,0.0151759165956939,0.00659749480848595,0.0562279882642994,0,0,0.108760600345582
X16.HK.EQUITY,0,-0.0866530645825873,0,0,0,0,0,0,0,0,0,-0.0375522592188801,0,0.136751929811883,0,0,-0.278709235761971,0,0,0,0,0,0,0,0,-0.103048888359082,0.176359040176674,0,0.17540835007047,0.274805244357703,0.354988946380725,0,0,0.209651377117034,0.30194345816499,0,0,0,0,0,0,0,0,0,0,0.102427709180526,-0.14847131813632,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.000157488365144718,0,0.00638568801205512,0,0,0,0,-0.0449296614161987,0,0,0,0,0,0,0,0,0,0,0.0248385619537902,0,0,0,0,0.0363643571338094,0,0,0,0.0556357523039094,0.731671631108263,0,0,0,0,0,0.0637017858879896,0,0,0,0.0437582753559903,0,0,0,0,0,-6.93889390390723e-18,-0.0522794855574207
X601601.CH.EQUITY,0.00525633454569103,0.154836689731432,0,0,0,0,0.0278999241242868,0,0,0,0,0,0,0,0,0,0,0,0,0.0699591823647948,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468003940696634,0.0907961967292892,0,0,0,0.227059826889276,0,0.0436322881225168,0,0,0,0,0,0.0125587258844116,0,0,0.0734503099139465,0.047509436254092,0
X2388.HK.EQUITY,0,0,0,0,0.351179357051699,-0.364036217297834,0,0.000607687186685889,0,0,0,-0.195921225024485,0,0,0,0,0,0,0,0.333881220832015,0,0,0,0,0,0.298413182786517,0.195838477870877,0,0,-0.201268534484274,0,-0.0790415274653214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106112682190028,0,0
X267.HK.EQUITY,0,0,0,0,0,0,-0.148739675417722,0,0,0,0,0,0,0,0.0884028210508425,0,-0.31423953276185,0,0,0.286526235623944,0,0,0,0,0,0.177948849859114,0,0,0.110864440926509,0.145181389106314,0,0,0,0,0.287612847736246,0,0,0,0.267760760672799,0,0.0771968328586568,0,0,-0.096586839503719,0,0.18740318957754,0,-0.117294090507996,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.239917500590573,0,0,0,0,0.273766818138181,0,0,0,0.165552293349368,0.125036956570739,0,0,0,0,0,0,0,0.186194488769159,0.0720485395801684,0,0,0.0557673131288153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689363599935353,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.115449119482419,0,0,0,0,0,0.211714361968836,0,0,0.120192787697653,0,0,0,0.100944054793889,0,0,0,0,0,0,0,0.0538364319140487,0,0,0.0839076470342544,0,0,0,0,0,0,0,0,0,0,0.199385822345815,0,0.0518530363113755,0.0593268986057618,0.0333837974525383,0,0,0,0,0,0,-0.0226023493493096,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0475235839382455,0,0,0,0,0,0,0,0,0,0,0.110660821452419,0,0,0,0,0,0,0,0.352543347695228,0,0,0,-0.148048926601907,0,0,0.112767462439263,0,0,0,0,0,0,0,0,0.177066333839496,-0.047437485675595,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.107683378321404,0.0170584683097278,0,0,0,0,0,0.416190548048986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604825281793421,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.261015893502327,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0422205397814877,0,0,0,0.0979608762388781,0,0,0.0662642646050152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678572106043247,6.93889390390723e-18,0,0,0.0607983830059676,0,0,-0.0360857147595526,0,0.0769967152190863,0,0.043750104707167,0.0162533659959533,0,0,0
X000001.CH.EQUITY,0,0.017983392720841,0,0.0410411151449172,0,0.0629575317689104,0,0,0.139137350229449,0,0,0,0,0,0,0,0.0988071721129398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162282425762104,0,0,0,0,0.0695320905455105,0.00700199837893368,0,0,0,0.0355610619195362,0.164978620689084,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0.0611084157065905,0,0,0,0,0,0,-0.0238784495256753,0,0.0976365651995666,0,0,0,0,0,0,0,0,0,0,0,0,0.303120685157524,0,0.0525357011053139,0.0274580055652243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102490248658089,0,0.116590399723192,0,-0.0984439634647347,0.372736132946744,0,0
