,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.31916400368963,0,0,0.0893523835170837,0,0,0,0,0,0,0,0,0.0245403050208426,0,0,0,0,-0.0808397554824043,0,0,0.00550426842997886,0,0,0,0,0,1.73472347597681e-18,-0.0278416012615811,0,0,0,0.159265787412327,0,0,0,0.00861085675362323,0,0,0,0,0,0,0,0,0.258021258214916,0,0,-0.0555333401828808,0
X601318.CH.EQUITY,0,0,0,0,0.0270378404790059,0.0770944460915432,0,0.0700956768105213,0.101933232290998,0,0.0256940068150871,0,0.135914776761333,0,0,0,0,0,0.085753463527965,0.357989189130839,0,0,0,0,0,0,0,-0.0747809756153386,0,0,0,0.140563511227317,0,0,0,0,0,0.0548801853727574,0,0,0,0,0,0,0.100033029972113,0,0,0,0.0882781190298555,0,0,0
X601939.CH.EQUITY,0,0,0,0.302947173275292,0,-0.118458817318582,0.0232915984668699,0,0,0,0.0225859731873046,0,0,0,0,0,0,0,0,0,0.0013813279408489,0,0.748766746462089,0,-0.243642109431199,-0.128291057813017,0,0,0,0,0,0.0659007243258669,0,0,0,0,0,0,0,-0.120026402376755,0,0,0,0,0,0,0,0,0,0,0,-0.0888019447838542
X601288.CH.EQUITY,0.213020896213404,0,0.0323235523084837,0,0.0558575816694011,0,0.342893621787033,-0.0974611663685245,0,0,0.0488943189199635,0,0,0,0,0.0670805167298956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1628313455093,0,0,0,0,0,0,-0.107573959167764
X601628.CH.EQUITY,0.0536224822226384,0,0,0.0302943745651644,0,0.017949192002868,0.0844042130890691,0,0,0,0,0,0,0,0,0,0,0.255570828840215,0,0,0,0,0,0,0.136414581693767,-0.216578109322631,0,0,0,0,0,0.0344708970949773,0,0.380190919768359,0.254391571052886,0,0,0,-0.0655048968351685,0.100626577841991,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.194756577998934,0,0,0.104015676749442,0,0.0817587756130646,0,0,0,0,0,0.227369037829442,0,0,0,0,0,0,0,0,0,0,0.307409553545915,0,0,0,0,0,0,0.137364868985788,0,0,0,0,0,0,0,0.0528621403507924,0,0,0,0,0,0,0,0.0207397821689667,0,-0.0624233548242559,0,0,-0.0100023318781161
X601988.CH.EQUITY,0,0,0,0,0,0.33044660806798,0,0,0,0,0,0,0,0,0,0.50506775235164,0,0,3.46944695195361e-18,0,0.0388699172432811,0,0,0,0,0,0,0,0,0,0.0101245117666868,0.142845756139231,0,-0.0682034850978248,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0140510984707011,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0258001774939159,0,0,0,0.323155512884945,0,0,0,0,0,0,0.0795368630418472,0,0,0,-0.0139678150858512,0,0,0,0,0,0.128444658838379,0.0402932446997568,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0410836215471084,0,0.127531871959952,0,0.118998951678647,0,-0.0794753371892145,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456817099235243,0,0,0,0,0,0.0945579755061628,0,0,0,0,0.595419966624204,0.0500558363152959,0,0,0.0604152294116186,0.0526906521188099,0,0,0,0,0,0,0,0,0.180982323712897,0,-0.106702655262041,0.0979100068579713,0.0519497877994324,0,0,0.120291294556165,0,0.171296592556318,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153672060738266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00835359761758926,0.468490865138438,0.0744008844657103,0,0,0,0,0.124421678328435,0,0,0.218282137317598,0,0,0,0.0887011667510273,0,0.0462015035790013,0,0,0,-0.207487634992412,0,0.0789706213274313,0.121004835694293,0,0,0,0.0734533537841849,0
X601658.CH.Equity,0.253719238454185,0.124974362219235,0,0,0,0,0,0,0,0,0,0,0.142520220650266,0,0,0.239496678644413,0,0,0,0,0,0,0.00286771127998088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580460979302095,0,0,0,-0.0373000430212984,0.110107116701725,0,0.0387183447170081,0,0,0.0533324109243874,0,0,0
X601166.CH.EQUITY,0,0,0.0248604080978142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641124006831323,0,0,0,0,0,0,0.0783449079511136,0,0,0.00956948599291211,0.339491038279233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25198210524974,0,0.185910415833427,0,0,0,0,0.0078884166670789,0
X000001.CH.EQUITY,0,0,0.109504355739906,0,0.0213580205876531,0.490984188419864,0.0049450353459663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179602944654487,0,0.0874193147644719,0,0.0372589573797815,0.198831428708172,0,0,-0.251049552108453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300580507931611,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556301507393185,0,0,0.215491034744196,-0.104401078693806,0,0,0,0.189531265533204,0,0,0,0,0,0,-0.0351354640460737,0,0,0,3.46944695195361e-18,0.0520097120964534,-0.000788271674895136,0.0916974377214356,0.0490623314102987,0,-0.00100640719201709,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,3.46944695195361e-18,-0.379520417703612,0.145011098970142,0,0,0.174494510206562,0,0,0.07963456553203,0,0,0,0,0,0,0,0,0,0,0,-0.0312529682185093,0,0,0,0,0,0,0,0.116281749694384,0,0,0,0.229626268950288,-0.157498051386853,0,4.33680868994202e-19,0.0780806732870458,0,0,-0.0223213843577913,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.111001474819779,0,0.0742183522452004,0,0,0.0941363785189719,0,0,0,0.0357270419587336,0,0,0,0,0,0,3.46944695195361e-18,0.26102458724472,0,0,0.0818227311166557,0,0,0,0,0,0,0,0.164863713837204,0,0,0,0,0,0,0.105952008271908,0,0,0,0,0,0,0,0,0,-0.0116801430992524,0.0728351825437134,0,0,0,-0.0319387530529096
