,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-0.21347724386762,0,0,0,0,0,0,-0.0562859288360904,0.165917133613475,0,0,0,0,0,0,0,0,0,0,0,0,-0.209964140589313,0,0,0,0,-0.170273685508355,0,0,0,0,-0.237409140312073,0,0,0.0560409263325715,0,0.7340947958792,0,0.330796827581522,0,0,0,0,0,0,-0.0182583321505949,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0472563901664297,0,0.169108227858024,0.0261529834409013,0,0.0473155371451748,0,0.237981582599547,0,0,0,0,0,0,0,0,0,0.116686454885672,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.128787648346588,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410447251585681,-0.0866797604534321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302908957004756,0,0,0,0,0,0,0,0,0,0,0,0.0863916178623087,0,0,0,0,-0.238917745804389,-0.143366234783884,0,0,0.532471348520099,0,0,0,-0.0275895271055725,0.13109450475886,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.000150015842611134,0,-0.197383975268433,0.112001342655831,0.0065493683928534,0.371288363572893,0.128280735324666,0,0,0.145867154898962,0,0,0,0,0,-0.0751248416866198,0,0,0,0,0,0,0,0,0,-0.553986327357248,0,0,0,0,0,0,0,0,0,0,0.137214904913261,0,0,0,0,0.266446826261035,0,0,0,-0.114748952318582
X5.HK.EQUITY,-0.154883203705572,-0.104884023306523,0,0,0,-0.046378837747721,0,0,0,0,0,0,0,0,0,0.304266805025422,0,0,0,0.294370733039241,0.0470910581755173,0,0,0,0.417771920176164,0,0,0,0,0,0,0,-0.0248006530782744,0,-3.46944695195361e-18,0,0,0,0,0,-0.172812457658358,0,0.183114081867067,0,0,0,-0.0188793932378359,0,0,0,0
X601988.CH.EQUITY,0.0733705527581202,0,0.106242482032425,0.397831359968359,0,0,0.0525208281266248,0,0,0,0.175519977256705,0,0,0,0,0,0.125046990435935,0.138027095176192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931334096439133,0,0,0,0,0.0630494153266638,0.176825665506155,0,0,0,0,0,-0.0411909516437138
X600036.CH.EQUITY,0,0.242178258731199,-0.0113778478416956,0,0,0,0,0,-0.110796128598598,0.0614754197123888,0,0,0.534842706991648,0,0,0,0,0.0198793113716889,0,0,0.294764233388246,0,-0.105981093168204,0,0,0,0,0.0976419043937467,0,0,0,0,0.328903556759751,0,-0.155755629729621,0,0,0,0,0,0,0,0.107030230796676,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0923707030548985,0.0139373793957844,0,0,0,0,0,0.0248187401876479,0,0,0,0,0.144020538568636,0.2224674927777,0,0,0,0,0,0,0,0,0,0,0.0237283469083796,-0.00253456544393426,0,0,0.0207257229173486,0,0.304971060916664,0,0,0,0,0,0,0,-0.104679765885139,0,0,0,0,0,0,0.0778046538305419,0,0,0,0
X601628.CH.EQUITY,0,0.0323358555590362,0.00606449407554483,0.0454368189971841,0,0,0,0,0,0,0.0157649148058405,0,0,0.326611689239132,0,0,0,0,0,0,0,0,0.0763799539433719,0.00738595718204103,0,0,0,0,0,0,0,0,-0.0460560681369373,0,0,0,0.055639512135431,0.230348773121596,0,0,0,0,0,0,0,0.131478992701159,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.608271647760927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279065640199596,0,0,0,0,0.0522904505383318,0,0,0,0,0,0,0,-0.0361387389479669,0,0,0,0,0,-0.0559089854140297,0,0,0,0,0.04283462252083,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.230478034080451,0,0,0,0,0,0,0,0,0,0.549866046266411,0,0,0,0,0,-0.0919528880361478,0,0,0,0,0,0,0,-0.0213766183973919,0,0,0,0,0,0,0,0,0,0,0.177494480870851,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184415870121562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134120729014609,0,0.284006068676369,0,0,0,0,0.0331977759679131,0,0,-0.118969496050722,0
X600000.CH.EQUITY,0.0132506222091811,0,0,0,0,0,0.544323187708898,0,0,0.0126110688346303,0,0,0,0,0,0,0,0,0,0,0,0.0144097842191409,0,0,0,0.340052782996592,0,0,0.125526175987942,-0.0297110327765948,0,0,0.0471033819818879,0,0,0,-0.147542284679898,0,0,0.0564869912290084,0,0,-0.365556829097855,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.289171244354614,0,0,0.420629726477853,0,0.0610435555430826,0,0.0583433580862842,0,0,0.19632220320309,0,0.193322797244704,0,-0.0362605526067792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170355261697686,0,0,0,0,0.161862368876859,0,0,0,0,0,0,0,0,0.16572953254739,0,-0.0318153193900488,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.147047804068062,0,0.00143509410844669,0,0,0,0,0,0,0,0,0,0,0.0345461468964518,0,0,0,0,0.173814425329801,0,0,0,0.15449894983324,0,0.18027955901948,0.0660466511445294,0,0.0546736113034483,0,0,0,0,0,0.331325441537719,0,0,0,0,0.0661365065425029,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0192568635219228,0.142489847498499,0,0,0,0,0,0,0,0,0.310106303544001,0,0,0,0,0,0,-0.119317449583776,0,0,0.0672306591673497,0,0,0.409775053101297,0,0,-0.408037344029523,0,0,0.357841481335294,0,0,0,0,0,0,0,0,0,0.138581083808227,0,0,-0.0736310244988081,0,0,0,0.211408329123184,-0.179255073350835
X11.HK.EQUITY,0.167940570829664,0,0,0,0.107750252048336,0.0791954196772983,0,0,0,0,0,-0.0140241363054157,0,0,0,0,0,0,0,0.179219486142566,0,0,0,0,0,0,0.000299489645766946,0,0,0.0908938810704538,0,0.132949033968361,0.213319607523102,-0.0539881134926913,0,0,0,0,0,0,6.93889390390723e-18,0,-0.00545491561500024,0,0,0,0,0,-0.0761686338966754,0,0
X388.HK.EQUITY,0,0.147303635642752,0,0,0.309104745654679,0,0,0,-0.0941237819714582,0.00650321830244156,0,0,0,0,0,0,0,0,0,0.301839682733707,0,0,0,0,0.0495622232953597,0.16047939151737,0,0.0191093679448299,0,0,0,0,0.00192504278353039,-0.261607636765063,0,0,0,0,0,0,0,-0.0495472084691542,0,0,0,0,0,0.194682969493703,0,0,0
X600030.CH.EQUITY,0.0503633812130116,0.0270498216468647,0,0,0,0.209352691859067,0,0,0,0,0,0,0,0,0,0,0,0.0713109759298619,0,0,0,0,0,0.0516240606748391,0,0,0,0,0,0,0,0,0,0,0,0,0.354241138462204,0.0300674643635139,0,0.0773860636987875,0,0,0,0,0,0,0,0.107116432373709,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0845079272214324,0,0,0,0,0,0,0,0,0.107154848275473,0,0,0.240740157085966,0.225292507076089,0,0,0,0,0,0,0,0.0344232571956352,0.259675277790572,0,0.0857594035501829,0.228635891898059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
