,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.426789048761443,0,0,0,0,1.73472347597681e-18,0.00331991357970774,0,0,0,0,0.365234731678599,0,0,0,0,-0.0458190317243961,0,0,0,0,0,0,0,0,0,0.0758137905322759,0,0,-1.38777878078145e-17,0,0,0,0.000823090818025661,0,0,0,0,0,0,0,0,0.00468422396389383,0,0.111274603179351,0,0,0,0
X601939.CH.EQUITY,0.143633440768327,0,0,0,0,0,0,0,0,0,0,0.0262543931618876,0,0.263075589402879,0.297092998573961,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116492503459206,0,0,0,0,0,0,0,0,0,0,0,0.13232995333809,0,0,0,0,0
X601318.CH.EQUITY,0,0.0852644646054619,0,0.0884246193312928,0,0,0,0,0,0,0,0,0,0,0.239884551192559,0.0598377556819693,0.0274971888241719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100208632429558,0,0.0360338286561363,0,0,0,0,0.236609432155239,0,0,0.0701228235533663,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377903960783649,0.0839750923337999,0,0,0.31323099736533,0,0,0,0,0,0.111489873696864,0,0,0,0,0.0478378518833372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153619698073656,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X601988.CH.EQUITY,0,0,0,0.184622997763312,0,0,0,0,0,0,0.186098541350481,0,0,0.0606051617492338,0,0,0,0,0,0,0,0.0322820806456386,0,0,0,0.136921604183892,0,0,0.0167079568698257,0,0,0,0,0,0,0.0652022423588906,0,0,0,0.120334268964198,0,0,0,0,0,0.119228914514804,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.225546591531848,0,0,0.178170052212419,0,0,0,0.621723939859652,0.0704610284539159,0,0,0,0.038314453211117,0.54166076481337,-0.681367645407427,0,0,0.200717289645694,0,0.0919786134977493,0,0,0,0,-0.0884971658162023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215980887823649
X600036.CH.EQUITY,0.120643167232439,0,0,0.0407680047472239,0,0,0,0.00317506656391537,0,0,0,0.0713624513221965,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0931302961218201,0,0,0,0,0,0,0,0,0,0.08820693737326,0.0908868475417657,0,0.21164836014808,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0766688693455447,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0643968004681469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174506324522805,0,0,0.100669260394101,0,0,0.0777835391456282,0.0785066690975185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364340630315197,0,0
X601628.CH.EQUITY,0,0.416319992506277,0,0.0410992735356901,0.179353007695219,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.113932271357279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489436110818247,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.257975350676344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497476183089745,0,0,0,-0.129411711876919,0.21671689413223,0,0,0,0,0.418895160321693,0,0,0,0,0,0,0.944805564166228,0,0,-0.576004150067195,0,0
