,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.392278675622106,0.0432146046665819,0.0703586880833165,0,0,0,0,0,0,0.201474927650416,0,0,0,0,0,0,0,0,0,0,0.0492704071034808,0.0627311150040354,-0.0219142140143796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00794644673437741,0,0,0,0.0177350397072712,0,0,0,0,0,0.0436664588219003,0.0624200204484841,-0.0991641626223865
X601939.CH.EQUITY,0.311346310587097,0,0,0.203525658724679,0,0,0,0,-0.0517371179317063,-5.42101086242752e-20,0.132689238713532,0,0,0.0710789082997673,-0.0880313876296789,0,0,0,0,0,0,0,0.19177312295811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02557878590568,0,0,0,0.123761918778095,2.16840434497101e-19,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360878539077515,0,0,0,0.332877634385132,0,0,0,0,0,0.0231285253195132,0,0,0,0,0,0,0,0,0.0744651778739201,0.030809583735093,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0439487878358412,0,0.0879843635042097,0,0,0,0,0.0418546554209106,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.50081466750281,0,0,0,0,0,0.236311439150511,0,0,0,0,0,0.225098117876795,0.0664267643714697,0,0,0,0.0441301890354557,0,0,0,0,0,0.0870809209696028,0,0,0,0,0,0,0,0,-0.583413640159423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0244715446533406,0,0,0,0,0,0,0,0,0,0.208002371882666,-0.0262666646761203,0,0,0,0.109713874739306,0,0,0,0,0.139009381697522,0,0,0,0,0,0,0,0,0,0.262411731054233,0,0,0,0,0,0,0,0,0.126446557109157,0,0.118007885218894,0.116427281855986,0,0,0,0,0,0,-0.0201373937126869,0
X1299.HK.EQUITY,0,0,0,0,0.03498015923816,0,0,0,0,0,0,0,0,0.157355109530721,0,0,0.050269583951937,0.502673074576089,0,0,0,0,0,0.135508263191777,0,0,0,0,0,0,0.0884246643471575,-0.0257276129374067,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0777331869402269,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0319674375662908,0,0,0,0,0,0,0,0,0,-0.139855916778729,0,-0.121962217022816,0,0,0,0,0,0,0.389221804190096,-0.15274801566278,0,0,0.734656967374733,0,0,0,0,0,0,0,0,0,0.367315900152775,0,0,0,0,0,0,-0.242174954353401,0,0,-8.67361737988404e-19,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,-0.0141166230595189,0,0,0,0,-0.171289946741316,0,0,0,0,0.108914386322234,0,0,0,0.314539452347106,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0618481667928913,0,0,0,0,0,0.262671727735653,0.0160338886944708,0,0,0,0,0,0.148863448946505,0,0,0.0790838671059256,0
X601658.CH.Equity,0,0,0,0.146160685695313,0.145245719840189,0,0,0,0,0,0,0,0,0.109443311627242,0,0,0,0,0,0,0,0,0,0,0,0,0.0632669934640569,0,0.100489125025685,0,0,0,0,0,0,0,0,0.256576863734724,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.380151985802044,0,0,0.0477851404365088
