,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.216795591975127,0.0229905160742744,0,0,0.401132557735697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197227097250433,0,0.0560595471079623,0,0,0.0445198796119249,0,0,0.0640898218796514,0.0251538915929005,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838678430941828,0.0497419262428663,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431025,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,-0.00870765467018783,0,0.163521455155111,0,0,0,0,0,0,0.111183296960755,0,0.069936875509586,0,0,0,0,0,0,0,0,0,0.0743430374095867,0.182848444045395,0,0,0.0745108888934241,0,0,0,0,0,0,0,0,-0.12781947805691,0,0,0,0,-0.0808244486093869,0,0,0,0,0,0,0.23400863502753,-0.0330595672180234,-0.0624690331346003
X601939.CH.EQUITY,0.62326904524951,0.0188836105601367,0,0,0,0,0,0,0.104845573322216,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184375403257434,0,0,0,0,0,0,0,0,0.148483154607243,0,0,0,0,0,0,0,0,0,0,0,0.129077357756218,0,0
X601288.CH.EQUITY,0,0,0,0.0799685237724317,0,0,0,0.404839659700353,0,0,0.049727159418923,0,0.0192601499948155,0,0,0,0,0,0.0736739172330431,0,0,0,0.0262307806298504,0,0.168602520943578,0,0,0,0.0356549494892039,0,0,0,0.176041498967623,0,0,-0.0120491210578714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0104179120145717,0.107643012874849,0.244742687168904,0,8.67361737988404e-19,0,0,0,0.145155066986335,0,0,0,-0.195154765017284,0.0468487870213685,0,0,0,0,0,0,0.000257526351673008,0,0.0857549953450402,0.0608933432265179,0,0.0107204780745572,-1.0842021724855e-19,0,0,0,0.077878465114794,0,0,0.148043586901861,0,0.162003907700713,0,0,0,0,0.290826717804338,0,0,0,-0.057037867654371
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.145359525287695,0,0,0,0.415483683870455,0,0,0,-0.0151532580059987,0,0,0.0417249621093621,-0.0936786453104126,0,0,0,0,0.16790423412196,0,0.0585757417788196,0,0,0,0,0.0948763738606579,0,0,0,0,0,0,0,-0.187886927424864,0,0,0,0,0,0,0,0.0388434765909514,0,0,0,0,0,0,0,0.0786083808805873,0,0,0
X5.HK.EQUITY,0,0.19321455273911,0,0.0843438237193887,0,0,0,0,0,-0.145694451625901,0.0281225171957475,0.0542318897478246,0,0,0,0,0,0,0,0,0,0,0,0.166205502162097,0,0,0,0.142224514942823,0,0,0,0,0,0,0,0,0,0.282972253647523,0,0,0,0.0603594440462639,0,0,0,0,0.0199897918838214,0,0,0,0,-0.0688388051227646
X388.HK.EQUITY,0,0,0,0,0,0.0712500247527743,0,0,0,0,0,0,0,0,-0.042495671102372,-0.0995601573779339,0.353649247023087,0,0,0,0,0,0,-0.0504453117434754,0,0,0,0,0,0,0,0,-0.19824773753653,-0.0647848341225405,0,-0.164104646820021,0,0,0.167931798652315,0,0,0,0.0547725768846545,0,0.0682975124550458,0,0.134944471137108,0,0,0,0,-0.515498928016022
