,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.213684676134394,0,0,0.0118656406834087,0,0.405083245354942,0,0,0.0132578047347754,0,0,0.02397557304668,0,0,0,0,0,0,0,0,0,0,0.24676174283224,0,0,0,0,0,0,0,0,0.0671501317408406,0.0640832850149449,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912093849800589,0,0,0
X601318.CH.EQUITY,0,0,0.117930622497174,0,0,0,0,0,0.24557484950101,0,0,0,0.0332766070047702,0,0.266356960563415,0,0.041768901319832,0,0,0,0,0,0,0,0,0,0,0.217856984923836,0.179791353036346,0,0.0611488612380555,0,0,0,0,0,0,0,0,0.0173784656369719,0,0,0,0,-0.112688749997489,0,0.061396048072178,0.0208057327862849,0,0,0,0
X601939.CH.EQUITY,0.289895837550744,0.242697152103435,0,0,0,0,0,0.506261843719864,0.0814917924786496,0,0,0,0,0,0,0,0,0.0301239966832213,0,0,0,0,0,0,0,0,0,0,0,-0.0218852965704628,0,0,0,0.0606610494942139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182322237296953,0
X600036.CH.EQUITY,0,0,0,0,0,0.203345424968086,0,0,0.0199512336942001,-0.125537546647566,0,0,0.0353749784070773,0,0,0.118911369371934,0,0,0.0486618303168467,0,0,0,0,0,0,0.474694863833609,0,0.0385784816147088,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496269359670864,0,0,0,0,0,0,0,0,0,-0.0204615946874299,0
X601288.CH.EQUITY,0,0,0.00442463407519293,0,0,0,0,0.519094781697112,0,-0.0764416701145234,0,0.0306651107418711,0,0,0,0,0,0,0.0471164636113268,0,0,0,0.0639767517261546,0,0.161474009529045,0,0,0.103859548498045,0,0,0,0,0,0.0854412462209645,0,0,0,0,0,0,0,0,0,0,0,0,0.0307923092990113,0,0.000363741629664557,0,0.0504301083989682,0
X1299.HK.EQUITY,0,0,-0.0409403053647058,0,0,0,0,-0.0759637902393635,0,0.193802552295345,0,0,-0.0180394325025453,0,0,0,0,0,0,0,0,0,0.183505049102323,0,0,0,0,0,0,0,0,0,0,0.127004668293433,0.0599055461252322,8.67361737988404e-19,0,0,0,0.156776543611444,1.73472347597681e-18,0,0.177549770533446,0,0,0,0,0,0.219347048568753,0,-0.123882380354939,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963942852974127,0,0,0,0,0,0,0,0,0,-0.139818770426642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418877583876822,0.0698058100071795,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0165710627253008
X601988.CH.EQUITY,3.46944695195361e-18,0,0,0,0.523866556551244,0,0,0,-0.00784951536332428,0,0,0,0,0,0,0,0,0.283630306307453,0.0428485722650359,0.146062981508006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417832597518656,0,0,0,0,0,0,0,0,0,0,-0.098297961608357,0,0,0.00142226744916528,0,0,0,0
X5.HK.EQUITY,0,0,0.00889220499927059,0,0,0,0,0,0,0,0.166679916574218,0,0,0,0,0,0,0,0,0,0,0,0.241735781218696,0.0509290973313504,0,0,0.0778487067711877,0,0,0,0,0.0157891593396037,0,0.219572085696402,0,0,0,0,0,0,0.295636481675342,0,0.142819672299751,0,0,0,0.101026276626262,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0860928603822419,0,0,-0.112499211948973,0,-0.0902459424633211,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.197174832457269,0,0,0,0.115600314667405,0,0,0,0,0,0.488582301120436,0,0.0751256479451063,0,0,0.123930951141701,0,0.131391391383904,0
X601166.CH.EQUITY,0,0,0,0.0268431933035859,0,0,0,0,0,-0.0742296477158979,0,0,0.416623550598868,-0.0738377629337872,0,0,0,0,0,0,-0.139490759946346,0,-0.0246427759611778,0,0,0,0,0.277114913732953,-0.0166249736538939,0,0.131218807067225,0.0203066697593012,0,0.0968793283920656,0,0,0,0.101559402425282,0,0,0,0,0,0,0,-0.0654251746646131,0.0353569939124171,0,0,0,0,0
