,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00614636196405608,0,0,0,0,0,0,0,0,0.254597848999756,0,0,0,0,0.353444183639627,0,0,0,0,0,0,0,0,0,0,0,0.125472330242195,0,-0.240385309485065,0.49902434498772,0,0,0,0,0,0,0,0,-0.0256664601020296,0.112947117251275,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0219343663091964,0,0.171753468431318,0,0,0,0,0,0,0,0.0312584790998883,0,0.0695775308877363,0,0.0521739640992627,0,0,0,0,0.144564192337823,0,0.0612534604227967,0,0,0,0,0,0,0,0.207520427980809,0,0,0,0.147719949777408,0.0764494874417553,0,0,0,0.112082024133191,-0.0469693128730554,0,0,0,0,0
X601939.CH.EQUITY,0.206471861829949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519188647389797,0,0,-0.0097841689612043,-0.147728579973572,0,0,0,0,0,0,0,0,0,0,0,-0.0631835236441861,0,0.503714230963345,0,0,0.161465174709939,0,0,0,0,0,0.0116735567047696,0
X601288.CH.EQUITY,0,0,0,0,-0.243684704775983,0,-0.238345020295869,0,0,0,0.817839619165558,0,0,0,0.0469933535548253,-1.38777878078145e-17,0,0,0,-0.148657201480052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101242702959392,0,0,0.103413143924719,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135545614506336,0.403617671976166,0,0,0,0,0,0,0,0.182248036787379,0,0,0,0,0,0,0,0.0608181435705346,0,0,0,0.0351161073907638,-0.133451535877098,0,0,0,0,0,0,0,0,0,0.069252839547709,0,0.158511879292128,0,0,0,0,0,-0.171522594994122,0,0,0.118249010231282,0,0
X601988.CH.EQUITY,0,0,0,0,0.273238896946728,0,0.0429912715394493,0,0.0430439660412274,0,0.109115868199441,0,0,0,0.130670604339718,0,0,0.0968184522299557,0,-0.0307472307562419,0,0,0,0,0.0495670770993389,0,0,0,0,0,-0.27004378459166,0,0.107232372903222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880704690166714,0
X1299.HK.EQUITY,0,0,0,0,0.284810666220149,0,0,0,0,0,0,0,0,0,0,0,0,0.129016136862445,0,0,0.0602337791200145,0,0,0,0,0.0682670331808961,0,0.120641398108768,0,0.0946085485041955,0,0,0,0,0,0,0,0.311305539218167,0,0,0,0,0,-0.20251870876487,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.266598025173054,0,0,0,0,-0.00681468237524328,0,0,0.395462272814257,0,0,0,0,0,0.0701883741675696,0,0,0,0.295319049883078,0,0,0,0,0,0,0,0,0.154491044539825,0,0,0,0,-0.124290700917946,0,0,-0.181984249130212,-0.0577054854678178,0,-0.0441187758774523,0,0,0,0.21835281475899,0,-0.0281554731499139,0,0,0,0,0
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.755856217752398,0,0,0,0,0,0,0,0,0,0,0,0.147910054190978,0,0,0,-8.67361737988404e-19,0,0,0.0386985990939809,0,0,0,0,0,0,0,0,0,0,0,-0.00949251045117561,0,0,0.0207256874529538,0,0.0034326721621656,0,-0.204211069161017,0,0,0,0.0517789015193279,0
X601166.CH.EQUITY,0.135155995260477,0,0,0.262412873201855,0,0,0,0.0965556677551399,0.00217313463483387,0,0,0,0.307748513714224,0,0,0,0,0,0.0342366046886289,-0.0147959046817251,0.025342103803138,0,0,0,0.053255769258157,0,0,0,0,0,0,0,0.11709054027889,0,0,0,0,0,-0.164451603069182,0,0,0,0,0,0,0,0,0,0,0.0624846281618755,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1978017744029,0,0,0,0,0,0,0,-0.00612808487086029,0.00133509637521916,0,0,0,0,0,0,0,0.243501954312265,-0.0405650127919744,0,0,0,0,0,0.524312171043163,0,-0.0983917852747894,0.0332187091711579,0,0,0,0,0
X600000.CH.EQUITY,0.00958945411052802,0,0,0,0,0,0,0.0280822342764039,0,0.208810553437916,0.470353550558266,0,0,0,0,0,0,0,0,0,0.0405743765533363,0,0,0,0,0,0.332847781355534,0,0,0,0,0,0,0,-0.0776809022936816,0,-0.19551307443897,0,0,0,0,0,0,0,0,-0.0729010627335046,0,0,0,0,0
X16.HK.EQUITY,0,0,-0.0500985486585699,0,0,-0.08121584834427,0,0,0,0.0782712228985109,0,-0.0762853579171419,0,0,0,0.203884129450336,-0.197354348223516,0,-0.0756238594743708,0,0,0,0,0,0,0,0,0,0,0.35801675742321,0.166226507593466,0,0.195131091983185,0,0,-0.0138402855134976,0,0.521927353493424,0,0,0,0,0,0,0,0,0,0,-0.0636066722087507,0,0
X000002.CH.EQUITY,0,0,0,0,-0.108696447205271,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0902613721472392,0,0,0.108632663504499,0,0,0,0,0,0,0,0,0.233666881149585,0,0,0,0,0,0,0.283825989037195,0.422399502041291,0.00380742043684569,0,0,0,0,0,0,0,0,0.102766190873746,0.0735961151558528,0,0,0,0,0.122266654848257,0
X11.HK.EQUITY,0.0190872242669716,0,0,0,0.0548580357187081,0.131825300782871,0,0,0,0,0,0,0,0,0,0,0,0,0.312667472797846,0,0,0,0,0,0,0,0,0,0,0,0.579052532963594,0,0,0,0,0,0,0,-0.232978558928815,0.0484780402466287,0.0644005164061935,0,0.396477940745868,0,0,0,0.0144506668235416,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.104650783581694,0.157232643739842,0,0,0,0,0,0.110959868769819,0,0,0,0,-0.109719741626693,0,0,0,0,0,0.134770225779343,0.0841871538185162,0,0,0,0,0,0,0.120475811333209,0,0.0439070959124422,0,0,0,0,0,0,0,0,0,0,0,0,0.0629099824174306,0,0.00545372180169234
