,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0328486939993055,0.477131819933709,0.0149348129004381,0,0,0.0906802765602355,0,0,0.0828944437708633,0.0675300763820873,0,0,0.17454801682109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292916852747202,0,0,0,0,0,0,8.67361737988404e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.10205704016725,0.276404900783637,0,0,0,0,0,0,8.67361737988404e-19,0,0.333943584899782,0.0887338639383231,0,0.0795387155511229,0,0,0,0.0632030771340519,0,0,0,0,-0.035360546808835,0,0,0,0,0,0,0.0206449342964838,0,0,0.0499411941366387,0,0.000427957758132997,0,0,0,0,0,0.000936048617028537,0,0,0
X601939.CH.EQUITY,0.16281934095215,0,0,0.486799029891784,0.0638535673843296,0.093490526642942,0,0,0,0.0575013604823586,0,0,0,-0.0318918117764761,0,0,0,-0.0203528067395146,0,0,0,0,0,0,0,0,0,0.181126029146527,0,-0.00464595652699311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271443464666971,0,0
X601288.CH.EQUITY,0,0,0.212343586352191,0,0,0,0,0,0.0119673136199487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273366943415365,0,0.195450761875266,0,0,0,0.0476117442221686,0,0,0,0,0,0,0,0,0,0,0.0983526415950361,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0307248452592558,0,0,0.197210714711392,0,0.223567243403582,0,0,0,0,0.165115664360162,0,0,0,0,0,0.171252592307966,0,-0.238185592387058,0,0,0,0.0463536866213407,0,0,0,-0.0874699386316406,0,0,0,0,0,0.183421154407307,0,0,0,0,0.152263555542292,0,0,0,0,0,0,0,0,0.14612568028716,0,0
X601988.CH.EQUITY,0,0,0,0,0.263381103643399,0,0,0,0.10424008210213,0,0,0,0,0,0,0.00607546530883336,0.100716511579502,0,0,0,0,0,0,0,0,0.0850991661668239,0,0,0,-0.188564463234245,0,0.0801616788035161,0,0,0,0,0,0,0,0,0,0.092701437115488,0,0,0,0,0,0,0,0.152056004148844,0
X600036.CH.EQUITY,0,0,0,0,-0.0228458295788462,0,0,0,0,0,0,0.157550582011404,0,-0.0670037851580206,-0.0147985739412437,-0.0191756400137033,0.0907617551487327,0.014680560366521,-0.0959409922606459,0,0,0,0,0,-0.0332806732409724,0.598140518605054,0,0.0703984197831311,0,0,0.116686751838489,0,0,0,0,0,0,0,0,0,0,0,0.214151464773421,0,0.0350557695750812,0,0,0,0.0777517831447835,0,0
X1299.HK.EQUITY,0,0,0,0,0.274206918245077,0,0,0,0,0,0,0,0,0.0498292600637156,0,0,0.0874519087197631,0,0,0,0,0,0,0,0,0,0.0745793116688866,0,0.229165938128741,0,0.00035330788175052,0.260145885662974,0,0,0.0111569989796228,0,0,0,0,0,0,0,0,0,-0.0723038643485807,0.0191175470727589,0,0,0,0,0
X601628.CH.EQUITY,0,0.167835070991755,0,0.0165209786609976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110773784965361,0,0,0,0,0,0,0,0.139688807210297,0,0,0,0,0,0,0,0,0,0,0,0.394344655508493,0,0,0.173379279549804,0,0.0210408632568,0,0.0394793761042933,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.391965160398835,0,0,0,-1.35525271560688e-20,0,0,0,3.46944695195361e-18,0,0.400684756399541,0,0,0,0,0,0,0,0.00892807690466525,0.05707918921921,0.0849007808944938,0,0,0,0,0,0,0,-0.0114715275065597,0,0,0.0256087944651904,0,0,0,0,0,0.10400908265206,0,-0.0139636275693658,0.227255597021155,0,0,0,0,0,0.0693188306449879,0,0
