,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.00254177633815392,0,0.337311705944364,0.110492151627731,0,0.2076532789137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165039167851375,0,0,0,0,0,0.0158886588951778,0,0,0,0.0739986082520774,0,0,0,0,0,0.0457088663877109,0,0.0247987358941104,0,0,0,0,-0.0392371741547936,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0530015425312394,0,0,0,0,0.188881680909571,0,0,0,0.00443509194199419,0,0.102694109822787,0.0249824020338706,0,0.0456137961163399,0,0,0,0.142881183269233,0.0532669934566492,0,0,0,0,0,0,0.173255556588515,0,0,0.0745371285642346,0,0,0.10243631317519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.571019195819556,0,0,0,0,0,0,0,0.168804552559972,0.0778112226174374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602045672627017,0,0,0,0,0,0,0,0,0,0.0729638538241858,0.091284768508505,0,0,0,0,0,0,0,0,0,0,0.163196845884498,0.132734041387534,0.0586278227330304,0
X601288.CH.EQUITY,0,0,0,0.175645395765214,0,0,0.456223857711341,0,0,0.103380695700047,0,0,0,0,0,0,0.0586846196488086,0,0,0.0394482671503093,0,0,0,0.0352055577878098,0,0,0.0213073095269824,0,0,0,0,0.104089881809394,0,0,0,0,-0.025563220229868,0,0.0731104043311985,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0133727695160194,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0741120731117237,0,0.302704061892661,0,0,0.157465373151745,0,0,0,0,0,0,0.226501075002015,-0.173174917345095,0,0,0,0,0,0,0,-0.0323078110910852,0,0.0671128209784368,0,0,0,0,0,0,0,0,0.161809569777798,0.0275515197490427,0,0,0,0,0.0955394229422267,0,0.0224034277368286,0,0,-0.00291244250092073
X601988.CH.EQUITY,0,0,0,0,0.368043819722659,0,0,0.00492101740332982,0,0,0,0.0211322825921352,0,0,0,0,0,0,0.245139318797317,-0.0236186309891056,0,0,0,0.196702538729946,0,0,0,0,0,0,0,-0.262304479833514,0,0.0536784648062415,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.117615827535738,0,0,0,0,0,0,0.239917848873554,0,0,0.0345048097431161,0,0.0938248119487695,0,0,0,0,0,0.071998925264327,0,0,0,0,0.214944874145878,0,0.0950711097755435,0,0,0.240555893273443,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.172504677042272,0,0.142183893156342,0,0,0,0,0,0,-0.142112869514672,0.0694178407922199,0,0,0,0,0,0,0,0,0,0,0,0,0.102777382952737,0,0,0.155151771257043,0,0,0,0,0,0,0,0,0,0.281327889216395,0,0,0,0,0,0,0.0277622740354857,0,0,0,0,0,0,-0.068188388469134
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00953716067157489,0,-0.0711966485394605,0,0.268202099646216,0,0,0,0,0,0,0,-0.0784719030060529,0,0,0,0,-8.67361737988404e-19,0.313487283442878,0,0,-0.0734567876799394,0.0614348073643001,0.0809190883336141,0.0266171566523412,0,0,0,0.0887904604706151,0,0,0,0,0,0,0,0.0329639559365614,0,0,0,0.221753059595831,0,-0.0386590497339684,0
