,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.647276274870318,0,0,0,0,0,0,0.0133517500777989,0,0.0856790950029661,0,0,0,0,0,0.0569613400898728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835671901759467,0,0,0,0,0.0374305144431688,0,0,-0.0136634267186438,0,0,-0.0101135213041344
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0,0
X601939.CH.EQUITY,0.168609550162422,0,0,0.287448396465021,0,0.264812718746785,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865049727018588,0,-0.0112721622364004,0,0.0864612609878193,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0447387233179592,0,0,0,0
X601288.CH.EQUITY,0.313675084447424,0,0,0,-0.0491603637131708,0.0290060862837556,0,0,0,0.125176558437803,0,0,0,0,0,0,0,0.0563738889142951,0,0,0,0,0,0,0.0362466961567909,0.174422353065903,0.0708999083732293,0,0,0.0995278744995119,0,0,0,0,0,0,0,0,0,0,0,0.112995592424336,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.299623510993353,0,0,0.0548010167939518,0,0,0,0,0.164900146142505,0.107885014545483,0,0,0,0,0,0,0,0.0765268907116016,0,0,0,0,0.228303755998868,0,0,0,0,0,0,0,0,0,0,0,0.106411259129803,0,0,0,-0.476314548948885,0,-0.0674257462434312,0,0,-0.238648096338892
X601988.CH.EQUITY,0,0,0.108563841792431,0,0.0353248289462941,0,0,0,-6.93889390390723e-18,0,0,0.0629739818256648,0,0.0570116451969644,0,0,0,0.00590390502889782,0,0,0,0,0.608751832585833,0.0148829167058259,0,0,0,0,0,0.102333188358934,0,0,0,0,0,0,0,0,0,0.0453003638305724,0,0,0,0,0,0,0,0,0,0.0842612463020028,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.024287273534134,0,0,0,-0.0225468738457844,0,0,0,0,0.0745765090152359,0,0,0,0,0,0,-0.00766367095216658,0.695656575906253,0,0,0.0281924492495098,0.0934946925123404,0,0,0,0,0,0,0,0,0,0,0,0,0.0659413408072516,0,0.0494084002449218,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.042243495019329,0,0,0,0,0.257370633943444,0,0,0,0.168582803444183,0,0,0,0.0707235776408872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.162163860867174,0,0,0,0,0.0131833144990324,0,0,0,0,0,0,0,0,0,0,0.0328588036946422,-0.0160684484101692,0,0,0,0,0,0,0.147894901757246,0,0,0,0,0,0,0,0,0,0,0.359907524102674,0,0,0,0.215527026169048,0,0.0321906695377617,0,0.0195542717095791,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616374255624282,0,0,0,0.144689814841753,0,0,0,0,0,0,0.20322713139698,0,0,0,0,0,0,0,0.243316773025078,0,0,0,0,0,0,0.0778523833951427,0,0,0,0.0445790521108761,-0.00710929917718879,0,0,0.00777879609042421,0,0,0.239755087089815,0,0,0,0,0.0361774382142727,0,0,0,0.0161450917475151,0,0
