,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,3.46944695195361e-18,0.0503622386418108,0,0.0761128456015559,0.128654574694523,0,0.360575502188513,0,0,0,0,0.0013854123922581,0.100938445910503,0,0,0,0,0,0,0,0,0,0.0846124229171352,0,0.0130603315717644,0,0,0.152475887179971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.15638410610374,0,0,0,0,0,0,0,0.245529317877168,0,0,6.93889390390723e-18,0,0,0.0714184664274497,0.210526054154361,0,0,0.176403995493705,0,0,0,0,-1.38777878078145e-17,0,0,0.0297593605244074,0,0,0.0547805379105526,-0.107235982707998,0,0,0,0,0,0.09140301551147,0.0886949341003527,0,0,-0.0100700880163087,0,0,0,0,0,0.0291121901033405,0,0,0.00358400531776401,0,0
X601939.CH.EQUITY,0.309829304637169,0,0,0,0,0,0,0,0,0,0,0,0.262359345009578,0,0,0,0,0.0114165659448067,0,0,0,0,0,0,0,0,-0.0324402323336726,0,0,0,0,0,0,0,0,0,0.22089806089761,0,0.0921704075327731,0,0,0,0,0.0995506758473979,0,0,0.0463507795970558,0,0,0,0,0
X601288.CH.EQUITY,0.347200494315149,0,0.0266170291079837,0,0,0.489703685596429,0,0,0,0,0.00735248994562243,0,0,0,0.0358049912323518,0,0,0,-0.0256483144435916,0,0.00927230159739168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101064974687393,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.191692433624502,0,0.0554853238417765,0,0,0,0.322212617297837,0,0,0,0,0,0,0,0.0218408778387532,0.667877023569221,0,0,0,0.0464493826603271,0,0,0,0,0,0,0.0954274331636456,0,0,0,0,0,0,0,0,-0.221168675343802,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0769352309187167,0,0,0,0,0,0,0.151675282146101,0,0,0,0.181138957121229,0,0,0,0,0,0,0.119113398529555,0.133240987989878,0,6.93889390390723e-18,0.268999693770511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.06381559834458,0,0,0,0.437537468053745,0,0,0,0,0,0.167147173519614,0.132254261967213,0,0,0,0,0,0,0.288668720476336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440315713441492,0,0,0,0,0,0,0.22895098067511,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452723006519498,0,0,0,0.140168253799908,0,-0.0949216185196637,0,0.332462034520124,0,0,0,0,-0.0271422386172099,0,0.861797455239745,0,0,0,0,0,0.298306769426068,0,-0.235341130754863,0,0
