,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101756772645125,0,0,0,0,0.20030990846947,0,0,0,0.533309531437352,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182410364771331,0,0.49419756537276,0,0,0,0,0,0,0,-0.0305012762598375,0.109171313884329,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0215980835238639,0,0.176797854666661,0,0,1.73472347597681e-18,0,0,0,0,0.0311229650862911,0,0.0705901027135261,0.0498057524160976,0.00627405408979986,0,0,0,0,0.142728374018548,0,0.0613189844059553,0,0,0,0,0,0,0,0.20112242383668,0,0,0,0.0958775472704034,0.122986226926648,0,0,0.129018743720701,0,0,-0.0546404295929601,0,0,0,0
X601939.CH.EQUITY,0.259252081361425,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0657094519766586,0,0,-0.200814631455868,0,0,0,0,0,0,0,0,0,0,0,-0.0187472737822993,0.502592802352548,0,0,0,0,0.113009995372442,0,0,0,0,0.00409754655216256,0
X601288.CH.EQUITY,0,0,0,0,-0.099840641183722,0,0,0,0.133426259859495,0,0.264851456763078,0.362211410207084,0,0,0,-0.0788142973279842,0,0,0,0,-0.0906859598143294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127911668888151,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.125104649556523,0.380320509472919,0,0,0,0,0.179660555238298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038003765006579,0.00131966753198643,-0.138128631046161,0,0,0,0,0,0,0,0,0,0.0920188180326042,0,0,0.219067994267656,0,0,0,0,0,-0.140366869813262,0,0.0963332342411878,0,0
X601988.CH.EQUITY,0,0,0,0,0.269789087485943,0,0.0340188648362336,0,0.0355699066206289,0,0.0996531795957636,0.117185678180615,0,0,0,0,0,0.0767671001522245,0,0,0,0,0,0,0.0484599451057231,0,0,0,0,0,-0.264120507777047,0,0.136757954063208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831057673486872,0
X1299.HK.EQUITY,0,0,0,0,0.286759825478771,0,0,0,0,0,0,0,0,0,0,0,0,0.126954387572919,0,0.0637298356375593,0,0,0,0,0,0.0644745868176822,0,0.121510073900765,0,0.0944452771812666,0,0,0,0,0,0,0,0.30886659948775,0,0,0,0,0,-1.73472347597681e-18,-0.206360744924877,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.30744872904037,0,0,0,0,-0.0608518118814422,0,0,0.411082440516082,0,0,0,0,0,0.0555138398968369,0,0,0,0,0.292080563165404,0,0,0,0,0,0,0,0.148409865583831,0,0,0,0,-0.180657815950913,0,0,-0.158718998641586,0,0,0,0,0,0,0,0.230484534357585,0,-0.00798225929973437,0,0,0,0
X601628.CH.EQUITY,0,0.20157589776197,0.0310282205077511,0.0888181441371804,0,0,0,0,0,0,0,0,0,0,0,0,0.225186224385244,0,0,0,0,0,0,0,0.026227671301814,0,0,0,0,0,0,0,0,0,0.257915550718401,0.00537623550985151,0,0,0,0,0,0.0332638574604897,0,0.0835578019083802,0.0810405898990199,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00431616625275782,0,0,0,0,0.758351033452301,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.144290263631167,0,0,0,0,0,0.0370093135167126,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0070739557845522,0,0,0.0210068210329545,0,0,0,0,-0.203954453864768,0,0,0.0503341181634882,0
