,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.171779959311356,6.93889390390723e-18,0.0890249476860177,0,0,0,0,0,0,0,0.321133822614433,0.169028204446961,0,0,0,-0.157000263106026,0,0,0,0,0,0,0,0,0,0,0,0.0240100775872433,0,0,0,0,0,0,0.172754541540358,-0.0281852123601852,0,0,0,0,0,0,0.0968245237684922,0,0,0.0702631770637742,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.126575547524436,0,0,0,0.0550023056994379,-0.177634673639202,0.0747472997602508,0,0.0906057894481148,0,0,0,0,0,-0.012563873123054,0,0,0,0,0,0,0,0,0,0,0.189604857996797,0,0,0,0,0,-0.234829965351908,0,0.372609909692822,0.162157719733101,0.106884841513586,0,0,0,0,0.164201078998967,0,0,-0.0254299013529275
X601939.CH.EQUITY,0.250567933857554,0,0,0.232722299108072,0,0.137706971220994,0,-0.0333215193513228,0,0,0,0,0,0,0.0343757860549765,0,0,0,0,0,-0.00631010262125837,0,0.0664767671385504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476106124049453,-0.102211322038964,0,0.0236020219429899,0,0,-0.0427883271569961,0,0,0.0262729844917253,-0.0158807226675188,0,0
X601288.CH.EQUITY,0.561823971232095,0,0.168112107654272,0,0,0.0262906691020457,0,0,0.0127663786257067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243127592948064,0,0,0,0,0,0,0.107940542064371,0,0,0,0.0574772708067865,0.0961151250752275,0,0,0.0434530515637592,0,0,0,0,0,0,0.127547722788937,0,0
X5.HK.EQUITY,0,-0.112808238172843,0.0378816812916365,0.273808283323207,0,0,0,-0.2414319257647,0,0,0,0,0.147731653780707,0,0,0,0,0,0,0.62763085536408,0,0,0,0,0.302403010351779,0,0,-0.0241793878242625,0,0,0,0,0.0207472697776057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183099469052321,0,0,-0.0714666904567746,0,0
X601988.CH.EQUITY,0.18150233596766,4.33680868994202e-19,0.0605366563564896,0.0286421412492888,0.0401070490949483,0,0,0,0.0353207295335645,0,0.0500252036932339,0.0497820445935085,0,-0.427028729310498,0,0,0,0,0,0,0,0.57495988966961,0,0.0164570112149989,0,0,0,0.0881488529123595,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0552983694083534,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00768703602365234,0,0,0,0,0,0.11200694780982,0,0,0,0,0,0,0.274950032259446,0,0.176200298421532,0.00419328559144491,0,0.088072025511892,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.115652302330762,-0.00266516165365339,0,0,0,0,0,0,0,0,0.0942854697847646,0,0,0,0.129072410383367,0,0,0.0191303302867608,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0306921250971623,0.0391524636710897,0,0,0,0.189294954484448,0,0,0,-0.180973747031531,0,0,0,0.349270679039806,0.283280199675761,0,0,0,0.035698036403185,0,0,0,0.083837276403487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617086524325875,0,0,0,0,0
X601628.CH.EQUITY,0.54181195740902,0.231899523012827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393750748612559,0.0659101309440882,0,-0.0931749130833942,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.123782230291868,0,0,0,0,0.0928539719392778,-0.220811058030011,0,0,0,0,0,0,0,0.0166814889322419,0,-0.0782756166767153,0.0847883992507803,0,-0.140081074585676,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158808466078187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0335471072871879,0,0,0,0,0,0.510679247020655,0,0,0,0,0,0,0,0,0,0.141636524106518,0,0,0,0.098541443188394,0,0,0,0,0,0,0,0.0462796247332992,0,0,0,0,0,0,0,0,0,0.00726602910602006,0,0,0,0,0,0.175166459861349,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0348649449603943,0,0,0.0463687467791767,0,0,0,0,0,0,0.272256456383929,0,0,0,0,0,0,0,0,0.131684099003052,0.16977559767699,-0.112924167424113,0.170047268545562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438726076880531,0.156676437634603,0,0,0,0,0,0,0,0,-0.0443397774479855
