,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,-1.38777878078145e-17,0.294933394483451,0,0.0288337407498483,0,0,0.431674755388665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107786394932002,0,0.0237418824726682,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0889312634559228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.254060911651357,0,0.0798338581182499,0,0,0,0.0769863676717385,0,0,0,0,0,0,0.134546807571931,0,0,0,0,0.0381865205154957,0,0,0,0,0,0,0,0,0,0.182852395344116,0,0,0,0,0.0556481431833156,0.0107054197146034,0,0,0,0,0.0402323136686906,0,0,0,0,0.0278540151855183,0,0,0,0,-0.146331497721
X601939.CH.EQUITY,0.470079375799778,0.148901270309308,0,0,0,0,0,0.256199374242276,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17761753556068,0,0,0,0,0,0,-0.00285963119053705,0,0,0,0.116599444688541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137394262735286,0.195484567666146,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0233820176803629,0.493013226097257,0,-0.109844853404714,0,0.115074151860466,0,0,0,0,0,0,0,0,0,0,0.051325597947598,0,0.0356896459344155,0,0,0,0,0,0.0594196238381054,0,0.0646685577200148,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498338321861269,0,0,0,0,0
X600036.CH.EQUITY,0,0.109242732634418,0,0,0,0.0788611029183757,0,0.086551797622421,0,0,0,1.73472347597681e-18,0.112703890872673,0,0.00888573676376692,0,0,0.00703560667726387,0,0,0,0,0.0124145876343788,0,0.0899488402112496,0,0,0,0,0,0.0749609645190892,0,0,0,0,0,0,0.0403994985322867,0,0,0,0,0,0,0,0,0,0,0,0.344455888576057,-0.222511194047597,0
X1299.HK.EQUITY,0,0,-0.152800393760497,0,0,0,0,0,0,0.212495397502758,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0210996421920807,0,0,0,0,0,0,0,0,0,0.224115011903257,0,0,0,0,0.135375452334025,0,0.193773678530115,0,0,0,0.277539843140359,0,0,0,0.133921058468473,0,0,0,0
X601628.CH.EQUITY,0.150931307397923,0,0,0,0,0,0,0,0,0,0,0,-0.00293040209484696,0,-0.264824733188015,0,0,0,0,0,-0.0870206450645298,0.214308672949498,0,0.0301005911128645,0,0,-0.143132244600762,0,0,0,0,-1.73472347597681e-18,0,0,0.627426263699711,0,0,0,-1.73472347597681e-18,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0312173267984601,0,0,-0.00624999568216303
X601988.CH.EQUITY,0.0913893398792804,0,0.0941489376345837,0.336982013054705,0,0,0,0,0,0.0265684210527448,0,0,0.208249135948186,0,0,0,0.134689268642998,0,0,0,0,0,0.0133511656459731,0,0.0416368807923938,0,0,0,0,0.119854293856599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.221607606011671,0.110625337294701,0,0,0,0,0,0,-0.00735833326760554,0,0,-0.0853390665027319,0,0,0,0,0,0,0,0,-0.333908227681078,0.138341086405204,0,0,0.166303784570267,0.117834102167951,0,0,0,0,0,0.0684640619987986,0,0,0,0,0,0,0,0.172119484584152,0.0599695441266709,0,0,0,0,0,0,0,-0.0812969903046734,0.107003697500618,0
X388.HK.EQUITY,0,0,0,0,-0.125677069725353,0.257480904506188,0,0,0,0,0,0,0,0,0,-0.0859884432764322,0,0,0,-0.1401482261743,0,0.374567898192853,0.00862895144758229,0,0,0,0,0.109639088837981,0,0,0,0,-0.0448462777811358,0,0,0,0,0,0.128641347609199,0.0582246658483261,0,0,0,0,0.223039223425202,-0.13824007354399,0,0,-0.076271836991541,0,0.179199280552932,0
X601166.CH.EQUITY,0,0,0,0,0.00793701290995651,0,0,0,0,0,0,0.0571520727311281,0.15102720456394,0,0.122542548489147,0,0,0,0,0,0,0,0,0,0,0.02593989724792,0.18284843297732,0,0,0,0.391330565254571,0,0,0,0.0098200633950763,0,0.000554431531769653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.274636565827263,-0.167994830887698,0,0,0.153096780975328,0,0,0.324740627893474,0,0.0451603071778051,0,0.051856999918217,0,0.441970946019798,0,0,0,0,0.279243191342509,0,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.300440089076268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23034047460866,0,0
X000001.CH.EQUITY,0,0.160975209474638,0,0,0.114810524239558,0,0,0.221139248323066,0,0.0415122719617625,0.280631637575212,0,0,0,-0.0598537895959724,0,0,0,0,0,0,0,0.173839039575315,0,0,0,0.223105196106234,0,-0.0487571902367257,-0.0467990896188137,0,0,-0.273765947624853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123380913122449,0,0,0,-6.93889390390723e-18,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0413150205666066,0,0,0,-0.00851787211371972,0,0,0,0.17738417764465,0,0,0.18709984420296,0,0,0,0,0,0,0,0,0,0.0860277090517459,0,0.286129761926819,0.0720042721468239,0,0,0.0641474089460544,0,-0.0305477556129925,0,0,0,0,0.292102836477973,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,-0.0365366681366222,0,0,-0.0388430289916549,0,0.140571928396022,0,0,0,0,0,0,0,0,0,0,0.0485722075083438,-0.00926860876595298,0.321721101371082,0,0,0.282912219834343,0,0.0130818139259766,0,-0.105276160048293,0.0805956822657804,0,0,0,0,0,0,0,0,0,0,0,0.19448338661285,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.522910677078363,0.0228220563901901,0,0,0,0,0.155139503307659,1.73472347597681e-18,0,0,0,0.201139488005239,0,0,0,0,0,0,0,0.125123673809418,0,0,0,0,0,0,0,0,0,0,0.0390301844191998,0,0,0.0571064499894166,0,-0.142773754143306,0,-0.0604074471110013,0,0,0.0663695625546747,0,0,0,0,0,0,0,0,-0.00567202766418569,0
X601328.CH.EQUITY,0,0,0.00841075285731747,0,0,0,0.0030297476775691,0.0536755252823431,0,0,0,0.166689636658868,0,0,0,0,0,0.31322405064634,0,0,0,0,0,0.0989038748710114,0.0361507624437521,0,0,0,0,0,0,0,0,0,0,0.108480672619063,0,0.139380356260584,0,0,0,0,0,0,0,0,0,0,0,0,0.0443207173722136,0
