,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.24421230227885,0,0.133787374788416,0,0.0384485310740788,0,0,0.250280694650796,0.0714588873055935,-6.93889390390723e-18,0.107485432150793,0,0,0,0,0,0,0.0598125025754735,0,0,-0.0873064760023535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059047501420621,0,0,0,0,0,0,0,0,0,0.0518158592351935,0.0131525492783496,0,0,0,0,0
X601939.CH.EQUITY,0.462090958235365,0,0,0.0176005032465646,0.000405828126196018,0,-0.0311134164459562,0,0,0,0.192566338539258,0,0,0.226238372212213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858644622176379,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.372458269072721,1.73472347597681e-18,0,0,0.3715388975555,0,0,0,0,0,0.0702881653724583,0,0,0,0.0714233199293865,0,0,0,0.0609761112256482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174616435117193,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0524950974468742,0,0.318621971195749,0,0,0,0,0,0,0.181461731555104,0,0.0822060802207898,0,0,0,0,0,0.199314277391724,0,0,0,0,0,0,0.0400638459077709,0,-0.00843447285015778,0,0,0.0784703686784696,0,0,0,0,0,0,0,0,0.0645755986169882,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0197376607697508,0,0,0,0,0,0,0,3.46944695195361e-18,6.93889390390723e-18,0.0305254220555267,0,0.178042377950921,0.0698143227159695,0,0,0.092094879741444,0,0,0,0,0,0,0.130849816840261,0,0,0,0,0.237374545102414,0,0,0,0,0,0,0,0,0,0.0228320701168559,0,0,0,0.208596319383307,0,0,0,0
X5.HK.EQUITY,0,-0.190141382597608,0,-0.0923360883027864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22389462172455,0,-0.794753877246745,0,0,0,0.486606899912545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413210935407263,0,0,0,0,0,0,0,0,0,-0.104445677515397
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109519495559187,0,0,0,0,0,0,0,0,0.229454342362145,0,0.121077035644323,0,0.196902180332468,0,0,0,0.0816858011061058,0,0,0,0,0,0,0.0161813096345681,0,0,0,0,0,0,0,0,0,0,0.0460663309996185,0,0,0,0.0522849209618046,0
X601658.CH.Equity,0,0,-0.204297597312509,0.303523607284069,0,0,0,0.11632527599525,0.0410155643427773,0,0,0,0,0,-0.234331227213609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704652315702076,0,0,0,0,0,0,0,0.00479788001425835,0,0,0,0,-0.100637717857219,0,0,0,0.620960408024588,0.0463717557102203,0,0,-0.109170503492133,0,0
X601328.CH.EQUITY,0,0,0,0.312884017543877,0,0,0,0,0,0,0,0,0.061063859024801,0.411215579719759,0,0,0,0,0,0.115245009151642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299887444814503,0.0388527750862005,0,0,0.0471462146644678,0,0,0.0428326684170618,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0169019190645411
X601166.CH.EQUITY,0,0.0916042157589335,0,0.0161572128668928,0,0.158758609860199,0,0,0,0,0,0,0,0.0369741128284189,0,0,0,0,0.0245459033229793,0,0,0,0,0,0,0,0,0,0,0,0.310105384532907,0,0,0,0,0,0,0.0706639570202408,0,0,0,0,0,0,0,0.226353559076066,0,0,0,0.0848581671616043,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,-0.0796095698858066,0,0,0,0,0.0471770266818888,0,0,0.544218433554115,0,0.18695451437094,0,0.156128961367077,0,0,0.0366030033423612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
