,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.046781763463513,0.434366067243053,0,0,0,0,0,0,0.151716824363217,0.10586558127315,0,0.167517174714967,0,-0.0080827827885405,0,0.0777733070917861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147906989296068,0,0,0,0,0,0.0577254595402483,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0682202888316213,0,0.0401392046893057,0,0,0,0,0,0,0,0.301825814252081,0.0782772491126874,0,0,0.0202430851530106,0,0,0,0,0,0,0,0,-0.0499485830458282,0,8.67361737988404e-19,0,0.160938100121932,0,0,0,0,0.285668706934395,0,0,0,0,0,0.0308603298597857,0,0,0,0.0493065041252719,0,0
X601939.CH.EQUITY,0.165853192983398,0,0,0.609146554724597,0,0.0305393739912229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123684302750594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553205316799526,0
X601288.CH.EQUITY,0,0.0138329111750475,0.352072166466956,0,0,0,0,0,0,0.164226671509554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221421825266203,0,0,0.11313029742473,0,0,0,0.0199510371516109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.442429674098651,0,0,0,0,0,0,0,0,-0.0840332617335026,0.039941212985396,0,0.384155602308484,-0.33481258202669,0,0,0,0,0.225700275053834,0,0,-0.243898010794854,0,0,0,0,0,0.0182900158723429,0,0,0,0,0,0,0,0,0,0,0,0,0.161736715834473,0,0,0.0290262599336628
X601988.CH.EQUITY,0,0,0.057535317239198,0,0.0765995984618344,0,0,0,0.120956991095087,0,0,0,0,0.0101353738265375,0,0,0,0,0,0,0,0.542922282243168,0,0,0,0,0,0,0.0301201974744781,0,0,0,0,0,0,0,0,0.057261722280078,0.0184400753547814,0,0,0,0,0,-0.00403553986060618,0,0,0,-3.46944695195361e-18,0.0649960751434159,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136047270366754,0,0.0448199119961234,-0.0195007364043932,0,0,0,0,0,0,0.732747385682164,-0.00772763853618451,0,0.0561602244427892,0,0,0.0714149017213521,0,0,0,0,0,0,0,0,0,0,0,0.0999281475049798,0,0.0488568187534476,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263809500450266,0,0,0,0,0,0,0,0.0876167032457367,0,0,0,0,0,0.0679322914111909,0,0,0,0,0,0,0,0,0,0.152950321293139,0,0,0.311469215640684,0,0,0.109926747148165,0,0,0,0,0,0,0,0,0,-0.0633834438149038,0.0789334667166136,0,0,0,0,0
X601628.CH.EQUITY,0,0.153140893816332,0,0,0,0.000496542932282334,0.00552791530846987,0,0,0,0,0,0,0,0,0,0.0795967026785233,0,0,0,0,0,0,0,0.17157398220516,0,0,0,0,0,0,0,0,0,0,0.37503971960005,0,0,0,0.21114030082614,0,0,0.011305337632181,0,0.0313910787029424,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.185040866993619,0,0,0,0.0967921648586228,0,0,0,0,0,0,0.20045254838329,0,0,0,0,0,0,0,0,0.228510219435128,0,0,0,0,0.0568097751562758,0,0,0,0.0330324765430976,-0.01830719523627,0.0292906893129442,0,0,0,0,0.236564490086693,1.73472347597681e-18,0,0,0,0,0,-0.0221400898472888,0,0.0612660256819782,0,0,0
