,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.24816670875136,0,0.397476747776053,0,0,0,0,0.0848587389989824,0,0,0.139746321521027,0,0,0,0,0,0,0,0.0198160706982496,0,0,-0.0552655544567684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119162528094906,0,0.126575125731554,0
X601939.CH.EQUITY,0.353793624848563,0,0,0.28660440009435,0,0,-0.095947830263015,0,0,0,0.00278578509935137,0,0.140038553831276,0,-0.0647218103758433,0,0,0,0,0,0,0,0,0,0,0.0316003190989796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201202945108838,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0
X601288.CH.EQUITY,0.471870917279015,0,0,0,0.258430915196738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872365870375942,0,0,0,0,0,0,0,0,0,0,0.0273750071755371,0,0.0348773171791937,0,0,0,0,0,0,0,0.0708960628026309,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.204131330229129,0,0.243988574259892,0,0,0,0,0,0.25413337219151,0,0,0,0,0,0.359188790244513,0,0,0,-0.026793023531033,0,0,0,0,0,0,0,0,0,0.0317658055960888,0,0,0,0,0,0,-0.0977397056805807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0
X1299.HK.EQUITY,0,0,0,1.73472347597681e-18,0,0.084883020475237,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557398911420122,0.244770071791973,0,0,0.130178313314651,0,0,0,0.134188654165149,0,0,0,0,0,0,0,0,0,0,0,0.146694767650559,0.0443609621468726,0,0,0
X5.HK.EQUITY,0,-0.186366754529783,0,-0.0883498032383362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18774726112234,-0.770209367233429,0,0,0.493172841957858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43725526548338,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833302159674313
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0775117637360641,0,0,0,0,0,0.122869000957738,0,0.233778840106979,0,0.125537440840473,0,0,0,0.173419060894734,0,0,0.0575375306170165,0,0,0,0,0,0,0,0.0265601879148737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525717343721465,0
X601658.CH.Equity,0,0,0,0.0982040042579233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323484546797378,0,0,0,0,0,0,0.362659073070597,0,0,0,0.131780236722472,0.0591268940946018,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
