,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.287903491972489,0.0220214534390392,0.0336919157685157,0,0,0.435609681906757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101666775509772,0,0.0426303781796796,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0794924257705174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0978797822076778,0.0699113665836649,0,0.17175940047294,0,0,0.164916021313337,0,0,0,0.0921583771988575,0,0.109632834139815,0,0,-6.93889390390723e-18,0,0,0.267147867685928,0,0,0,0,-0.0107061440464935,0,0,0.124579254539868,0,0.113992909013238,0,0.0196596018299742,0,0,0,0,0,0,0,0,0.031640806206175,-0.149536946012065,0,0,0,0,0.0638055816313354,0,0,0,0
X601939.CH.EQUITY,0.454748689524623,0.131299878151896,0,0,0,0,0,0.243600628433744,0,0,0,0,0,0,0,0,0.0117090760656767,0,0,0,0,-0.13737518132055,0,0,0,0,0,0,0.159866417296108,0,0,0,0.117936206348304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117292295232315,0.159904263254891,0
X600036.CH.EQUITY,0,0,0,0,0,0.208739937108145,0,0.100493503776805,0,0,0,-0.0690371397588605,0.177439755672609,0,0,0.0770257558068196,0,0,0,0,0,0,0,0,0.0655357392793779,0,0.0898147117627623,0,0.0608249660987713,0.041762382342334,0,0,0,0,0,0,0,0.00552991401163745,0,0,0,0,0,0,0,0,0,0,0,0.38329795477127,-0.0489804941819427,0
X601288.CH.EQUITY,0,0,0.0631579107974675,0,0,0,0.0236976956795157,0.475560659061617,0,0,-0.0552792206522683,0.0695511185850431,0,0,0.0726599464686556,0,0,0,0,0,0,0,0.0697803223739674,0,0.00767563028342606,0,0,0,0.0922929103002535,0,0,0,0.0214082219499832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281771232593111,0.107287103104326,0,0,0
X1299.HK.EQUITY,0,0,-0.0796808758534741,0,0,0,0,0,0,0,0.120592876976109,0,0,0,0,0,0,0,0,0.175503035779593,0,0,0.17871029837725,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0183927663359353,0,0,0.183910353593669,0,0.080802896623246,0,0.178654724509554,0,0,0,0.143464487664266,0,0,0,0,0
X601628.CH.EQUITY,0.0495057253100997,0,0,-0.0131951676987482,0,0,0,0,0,0,0.00910149304320973,0,-0.0940698480592803,0,0,-0.227632498074382,0,0,0,0,0,0.186698933663057,0,0,0,0.137831961120811,-0.0653494891992656,0,0,0,0,0,0,0.0741631402941339,0.564299679340814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546773546783862
X601988.CH.EQUITY,0.049526235347035,0,0.0906607375194712,0,0.358121191759565,0,0,0,0,0,0,0,0.213188654507908,0,0,0,0.141739126838464,0,0.0199188351197063,0,0,0,0.011678275109357,0,0.0251599161035717,0,0,0,0,0,0.122662094775966,0,0,0,0,0,0,0,0,0,0,0,0.00843093816737824,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123334498858562,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00282646624354531,-0.0945360317054465,0,0,0,0,0,0,0.233920694831547,0,0.190217687479677,0.140200997194131,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0600492698927278,0,0,0,0,0,0.197807636211978,-0.0631879841271809,0.0621266178077415,6.93889390390723e-18,0.257894002679074,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.048028267942032,0.0604868398623981,0,0,0,0,0,0,0,0.0722331812782884,0.145929166822111,0,0,0.0806266440296338,0,0,0,0,0,0,0,0,0,0,0.15902477805064,0,0.384977498437825,0,0,0,0,0,0.0289264168748255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
