,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0503215615833366,0.463057478740909,0,0,0,1.73472347597681e-18,0,0,0.159179930318369,0.118910596788175,0,0,0.200504265187192,-0.00963176198861713,0,0.0816341448166619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171703286888043,0,0,0,0,0,0.058964669987082,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0368326415384139,0,0.0550096467450262,0,0,0,0,0,0,0,0.266480162974074,0.0935131069388847,0,0,0.0109524774497309,0,0,0,0.0975458550734547,0,0,0,0,0,0,0,0,0.108776093458385,0,0,0,0,0.248405459935745,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0704567984902464,0,0
X601939.CH.EQUITY,0.164292125001412,0,0,0.486336355257739,0,0.0877397776610793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158174678654976,0,0,0.15023441264823,0,-0.0186081904350751,0,0,0,0.0398795112972136,0,0,0,0,0,0,0,0,0,0,0,0,0.0285865797821287,0,0,0.0264625231567682,0
X601288.CH.EQUITY,0.102588392952824,0,0.306272473829958,0,-0.0240820641350147,0,0,0,0,0.1159717984613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198071522382831,0,0,0.181899140558704,0,0,0,0.0604675949660775,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.068660184972658,0,0,0.193834975281893,0,0.258557424834713,0,0,0,0,0.276147410460299,0,0,0,0,0.115305756682116,0.064101964591069,0.00244351434427506,-0.26291033710171,0,0,0,0,0.187939379549694,0,0,-0.185726646702673,0,0,0,0,0,0.129619762973322,0,0,0,0,0,0,0,0,0,0,0,0.0999839026902914,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.158547526040202,0,0,0.120946281887725,0.0245691618994706,0.157249575748763,0,0,0,0.144043269248485,0,0,0,0,0,0,0,0,0,0,0.136740831506128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291969906016849,0.0787742053973798,0,0,0,0,0,4.33680868994202e-19,0.0305615822430091,0
X600036.CH.EQUITY,0,0.0331190907150424,0,0,0,0,0,0,0.0176590811011038,0,0,0,0,0,-0.0285393176141281,0,0,-0.0132731560183897,0,0,0,0,0,0,0.732029717580899,-0.0302549941137095,0,0.0334560353414117,0,0,0.166572895274081,0,0,0,0,0,0,0,0,0,0,0,0.1005450883856,0.0817689276197049,0,0,0,-0.030224909679909,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.252639188399742,0,0,0,0,0,0,0,0,0.0595752148670879,0,0,0,0,0,0.0840499984534237,0,0,0,0,0,0,0.0583011344708324,0,0.114457382501269,0,0.0199475603618531,0.287088040206093,0.0307981421149076,0,0.160898776686267,0,0,0,0,0,0,0,-0.0666484768214485,-0.0607296246418114,0,0.0572350779180228,0,0,0,0,0
X601628.CH.EQUITY,0,0.158827505577581,0,0.0227138809494056,0,0,0,0,0,0,0,0,0,0,0,0,0.0748598809299044,0,0,0,0,0,0,0,0.150578650464277,0,0,0,0,0,0,0,0,0,0,0,0.363417501351152,0,0,0,0.138958823948124,0,0.0640018952480696,0.0102504067281501,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.121577575770845,0,0.0578898871228602,0.0815839359855018,0,0,0.0742347251981292,0,0,0,0,0,0.224954887532413,0,0,0,0,0,0,0,0,0,0.286798390047048,0,0,0,0,0,0,0,0,0,-0.0279006947245079,0.0139830760888461,0,0,0,0,0.15814077803219,0,0,0,0.00285648684755732,0,0,0,0.0878809910737059,0,0,0,0
X601166.CH.EQUITY,0.252673113194227,0,0,0,0,0,0.0890230653515272,0,0,8.67361737988404e-19,0,0,0.283657348483705,0,0,0.0163424654074883,-0.0281450454564951,0.0156368963677037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088120533335357,0,0,0,0,0,0,0,0.0707494474426354,0,0,0,0,0,0,0,0.0317758979919267,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.423890699328027,0,0,0,0,0.339888277374126,0,0,0,-0.109515227660994,0,0,0,0,0,0,0.287332931707369,0,0,0.205160418037196,0,-0.0638917375178953,0,0.115992020201347,0,0.439211754994947,0,0,0,0,0.153393697711194,0,0,0,0,-0.117281880999875,-0.0648675483879673,0,0,0,0,0,0.00575085583820693,0
X600000.CH.EQUITY,0,0,0,0,0.00947366781203953,0,0.26392656573929,0,0,0,0.304542062274966,0,0,0.0960553559013294,0,0,0,0.114824694873426,0.0734689501824366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167704678409751,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.256330293950426,0,0,0,-0.035858449218886,0,0,0,0,0,0,0.12144381269474,0,0.425901834905706,0,0,0,0,0,0,0.0227903286532056,0,0,0.265967854099541,0.290190646736692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205459392967681,0,0.0254631236860997,0.0625269627674609,0,0,0
X16.HK.EQUITY,0,-0.220215205875742,0,0,0,0,0,0,0,0,0,-0.136066074217146,0,0.0479227536836619,0,0,-0.168884839932228,0,0,0,0,0,0,0,0,0,0,0,0,0.234181081159617,0.3635181557226,0,0,0.202919162745502,0.335242069203629,0,0,0,0,0,0,0,0,0,0,0.337318001467733,-0.0510254616328806,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.00486553534730964,0,0,0,0,0,0,-0.0454514843354978,0,0,0,0,0,0,0,0,0,0,0.0276484271011764,0,0,0,0,0.0374254206886587,0,0,0,0.0542523903628804,0.732705843740471,0,0,0,0,0,0.0614348056763151,0,0,0,0.0356320134491108,0,0,0.0148256454935951,0,0,0,-0.0521648210975481
X601601.CH.EQUITY,0.0152928161279249,0.162366412755578,0,0,0,0,0.0263405033437548,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0058061696321865,0,0,0,0,0.109609596445122,0,0,0,0,0,0.0178531506881613,0.0627823968336707,0,0.0526202339092806,0,0,0,0,0,0,0,0,0,0,0,0.0301810245640494,0,0,0.113135822127736,0.0388158473625317,0
X2388.HK.EQUITY,0,0,0,0,0.324310896601267,-0.423487492926881,0,0,0,0,0,-0.182905770665318,0,0,0,0,0,0,0,0.323681792518051,0,0,0,0,0,0.276134321012598,0.22013127097095,0,0,-0.158952785030904,0,-0.046185165613105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135384223559441,0,0
X267.HK.EQUITY,0,0,0,0,0.154632053034642,0,-0.391398084467824,0,0,0,0,0,0,0,0,0,-0.116501100601396,0,0,0.214622619745383,0,0,0,0,0,0,0,0,0.10835304368101,0.191399650567607,0.0174489091284806,0,0,0,0.157284248579211,0,0,0,0.239728616426925,0,0.152424796830425,0,0,0,0,0.388384558337364,0,0,0,0,0
