,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.510611937396327,0,0.165492797960466,0.0968702627195885,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0587974915327183,0,0,0.0128610896473174,0,0,0,0,0,0,0,0,0,0,0,0,0.0424454276494925,0.110213289780797,0,0,0,0,0,0.0106965452995567,0,3.46944695195361e-18,0,0,0.137956950257095,0,0,0,-0.154218632571908,0.00650460823533759
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.163281331489345,0,1.0842021724855e-19,0,0,0.0445281389619165,0,0,0,0.0114044839039744,0.153210930981284,0,0.114137775720657,0,0,0.0259074381440322,0,-1.0842021724855e-19,0,0.116968498700166,0,0,0.0618625624831749,0,0,0,0,0.138650604311404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0328528463604908,0,0,0.428467398600846,0,0,0,0,0,0,0.169242555759478,0,0,0,0,0,0,0,0,0.0154969910615937,-0.178597166663993,-3.46944695195361e-18,0,0,0.255874793481941,0.332473555777744,-0.0859413070133455,0.0302285537123492,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676505047315293,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.171588650000585,0,0.0548589268796483,0,0,0.0755289471300864,-0.0658110884277821,0.299926630131079,0.0952811096385094,0,0,0,0,0,-0.0206874907233059,0.142733437246811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158162791583767,0,0,0,0,0,-0.11279327656142
X600036.CH.EQUITY,0,0.1907576089298,0,0,0,0.0475229825062593,0,0.106689661476021,0,0,0,0,0,0.202963396130338,0,0,0,0,0,0,0,0.0428605730709031,0,0,0,0,1.0842021724855e-19,0,0.303987320841778,0.0878795578964027,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0795337667119296,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0138028377434261,0.127356632984111,0,0,0,0,0,0.140078323993153,0,0,-0.0320562058411963,0,-0.103872127734471,0,0,0,0.213464842028157,0,0.0594677422192861,0,0,0.548479348654866,0,0,-0.031942053124007,0.0848556070599961,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.18943072749542,0,0,0,0,0,0,0.146057005452419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581234725641687,0,0,0.0151298554905115,0,0,0,0,0,0,0,0,0.0224970844740108,0,0.207228560452229,0.250039175427902,0.0819998610375047,0.194010122097892,0.101748903040357,0,0,0,0,0,0,0.0753955657753992
X601988.CH.EQUITY,0.0327471626423942,0.0196922739417845,0.0495883365097829,0.176948371453852,0.364512451477045,0,0,0,0,0,0,0,0,0,0,0.197892219081062,0,0,0,0,0,-0.008753788165447,0,0,0,0,0,0.076882111743349,0,0.0187929842103513,0,0,-0.118259468713484,0,0,0.295671667242245,0,0,-0.0757729461320293,0,0,0,0,0,0,0,0,0,0,0,0,0.045709819819498
X5.HK.EQUITY,0,0.0254059125847922,0,0,0,0,0,0.000319622925053057,0,0.0130902817926982,0,0,0,0.0824529351072649,0.0362907884891942,0,0,0,0,-3.46944695195361e-18,0,0,0.099016988524336,0,0,0,-1.0842021724855e-19,-0.0298776871708016,0,0,0,0,0,0,0,0,0,0,0.49161231003463,0,0,0.230750336354799,0,0.163626508542037,0,0,0,0,0,0,0,0.00376033506251761
X388.HK.EQUITY,0,0,-0.212470193638388,0,0,0,0.105299576863521,0,0,0,0,0,0.166052868038414,0.00332967391707436,0,0,0,0,0,-0.0894097752858164,0,0,0,0.209376840735945,0,0,0.201299079028779,0,0,0,0,0,0.145826842017124,0,0.142860175198211,0,0,0,0,0.153510892382167,0,0,0,0,0.0511589263972903,0,-0.14348927249414,0,0,0,0.165775270686816,0
