,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.466809517532598,0,0,0.416395614268477,0,0,0,0,0,0,0,0,0,-0.0622718247113676,0,0,-0.0584270760364648,0,0,0.0192333948969417,0,0,0,0,0,0,0,0,0,0,0,0,0.226618881241355,0,0,0,0,0,0,0,0,0,0,-0.0953673783295009,0,0,-0.191728042726337,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0158089847701414,0,0,0,0,0,0,0.167839217062617,0,0,0.263828180222233,0,0,0,0,0,0,0,0,0,0,0,0.0373808858072626,0.0195911997931973,0,0,0,0.0881508991962075,0,0,0,0,0,0.356325954567917,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.174656377420487,0,0,0,0,0,0,0,0,0,0.0452133855079164,0,0,0,0,0,0,0,0,0,0.115793053138032,0,0,0,0.0300445815406856,0.399110621383979,0,0,0,0,0,0,0,0,0,0.109629945063114,0,0,1.73472347597681e-18,0,0,0,0,0.0457929760422495,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0445738281825799,0,0,0,0,0.0757877356433957,0,0,0,0,0.0849570529832029,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0638511461199166,0,0,0,0,0.147989505850746,-0.041153555285754,0,0,0,0,0,-0.000292145849548967,0,0,0.0208620071753454,0,0.0108433855274501,0,0.262153713484096,0,0,0,0.237478029565304,0,0,0,0.0369604537678043,0,0,0
X5.HK.EQUITY,0,-0.0795421602571041,0,0,0,0,0,0,0,0,0,0,0,0,0.0628047374659972,0,0,0.071771876862399,0,0.306261494415797,0,0,0.470951620470344,0,0,0,0,-0.0352533037172857,-0.210294956383838,0,0,0,-0.0448965055509252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163692527236606,-0.0689562601198556,0.162107328464124,-0.0496785664081728
X601988.CH.EQUITY,0.332630958336079,0,0,0.428096025692746,0,0,0,0,0,0.073600195334822,0,-0.0165389606132048,0,0,0,0,0,0,0,0,0,0.126997569846455,0,-0.0724212178218719,0,-0.0578915808466385,0.174887186612037,0,0.0422896278730952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630326000752861,0
X600036.CH.EQUITY,0,0.303090610790705,0,0,0,0,0,0,0,0,0,0.142303105801859,0,0,0,0,0.0268126540877305,0,0.0172812253940069,0,0,0,0,0,0,0,-0.0276267797889213,0,0,0,0.033493882819468,0.165919578953149,0,0.110501170695336,0.034165030730691,-0.171928032258738,0,0,0,0.201544607887834,0,0,0,0,0,0,0,0,0,0.126971936151863,-0.0805012048243347
X1299.HK.EQUITY,0,0.150041466806007,0,0,0,0,0,0,0,-0.0912298854704379,0,0,0,-0.136339702351118,0,0.0374577228949268,0,0.222407747827432,0.228563946132509,0,0.272540632696679,-0.107925985180162,0.00726879782939178,0.211383387644023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10446584451112,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.184314334915109,0,0,0,0,0,0,0,0.0398297229671179,0,0,0,0,0,0,0.222050763916697,0,0,0,0.113898313531859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780769861136621,-0.0622188487819574,0.166061699343951,0,0.011527068658662,0,0,0,0,0,0,0,0,-0.0962146386593077
X601166.CH.EQUITY,0,0,0.192593018232483,0,0,0.217903122622593,0,0,0,0,0,0,0,0,0,0,0.322830436480997,0,0,0,0,0,-0.0156763690299295,0,0,0,0.110142917741252,0,0,0,0,0,-0.0437515414371494,0.360084617087968,0,0.152990414966403,0,0,0,0,0,0,-0.125586964976923,0,0,0,0,0,0,0,0
