,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.113835641844437,0,0.0858258519824161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412291224514015,0,0.499635238332916,0,0,0.15118578945331,0,0,0,0,-0.148869447233676,0,0,0,0,-0.166687121436775,0,0,0,0,-0.808346374735404,0,0,0,0,0,0,0.0905764221060658,0,0,0
X601939.CH.EQUITY,0,0,0,0.267961441638702,0,0,0,0,0.228638308749828,0,0,0,0,0.322154522708483,0,0,-0.0857582032788425,0,0,0.0136979071862045,-0.00417884910190429,0,0,0.00537795490442441,0,0,-0.0519466210705385,0,-0.108640847854076,0,0,0,0,0,-0.023757110349412,0,0,-0.119847192791305,0,0.0551880250025148,0,0,0,0,0,0.413931804197633,0,0,0,0,-0.0553698606053835,0
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.615316858163412,0,0,0,0,0,0,8.67361737988404e-19,0.0458842110667569,0,0.0138939801362965,0.125884360203378,0.0478993884451427,0,0,0,0,0,0,0,0.0360886720184056,0.1821481932367,0,0,0,0,0,0,0,0,0,0,-0.102760725029847,0,0,0,0,0,0,0,0,0,-0.0567028486226389,0,0,0,0,0,-0.0727545434096906,0,0
X601988.CH.EQUITY,0,0,6.93889390390723e-18,0.406528829279375,0,0,0,0,0,0,0.152987060521292,0,0,0,0,0.175041871879445,0.19647879878783,0,0,0.144908485190155,0,0,0,0,0,0.0743653094873805,0,0,0,0,0,0,0,0,0,0,0,-0.577420637438424,0,0,0,0,0,0.163995174396802,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.123221635099243,0.00878857893205208,0,0,0,0,0.121290619909023,0,0,0,0,0.0788919953186296,0,0,0,0,0,0.0358687433184643,0.0418555825927497,0.0841495827101809,0,0,0,0,0,0,0,0,0,0,0,0,0.361294407512531,0.103598942203836,0,0,0,0,0,0,0,0,-0.0614715288413715,0.0450777107087417,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0222602815956436,0,0,0,0,0,0,0,0,0,0.153296266698134,0,0,0.118440514396039,0,0,0,0.30235008674296,0,0,0,0,-0.114742956359562,0.0467210145891869,0,0,0,0,0.0397036670508526,0,0,0,0,0.0493459239773084,0,0,0,0,0.0261681796460339,0,0,0,0,0.337756030486106,0.0360896593787449,0,0,0,0.0345423730359495,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.310407140721032,3.46944695195361e-18,0,0,-0.112080988032843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295249638605674,0.0818711132074261,0,0.0366029399755163,0.111541618556089,0.179031041984907,0.110576169359163,0,0,0,0.100851619842176,0,0,0,-0.0625269109368272,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457183346869381,0,0,0,0,0,0,0.0419281970818931,0.53672308683091,-0.338879603003608,0,0.593085101032667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469996244085803,0,0.213740828416938,0,0
X388.HK.EQUITY,0,0,0.273887818290814,0.0279671415046101,0,0,0,0,-0.0291732520288038,0,0,0.010364183548325,0,0,0,0,0,0,0,0,0,0.196066555315264,0,0,0,0,0,0,0,0,0,0,0,0,0.142216207890836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
