,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.292284432909499,0.0283772304523983,0,0,0,0.4615085326218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100392818994837,0.0411600330334628,0,0,0,0,0,0,0,0,0,0,0.0789971270538704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.106895294503957,0.0464612334700961,0,0.172937000451427,0,0,0.169357069543618,0,0,0,0.0846640577467688,0,0.118207289904688,0,0,0,0,0,0.263653170526232,0,0,0,0,0,0,0,0.133801821939317,0,0.111251555413671,0,0.00196649695670763,0,0,0,0.00639689384624158,-1.73472347597681e-18,0,0,0.0430988506182292,0,-0.150748525664135,0,0,0.063823564224806,0,0,0,0,0,0
X601939.CH.EQUITY,0.463978307045253,0.109537474265131,0,0,0,0,0,0.172555404588246,0,0,0,0,0,0,0,0,0.0190186013651501,0,0,0,0,-0.14368129671189,0,0,0,0,0,0,0.1566683389915,0,0,0,0.139815611089556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198758649744285,0.141683856813096,0
X600036.CH.EQUITY,0,0.0127885497770719,0,0,0,0.0547900444556902,0,0.0192315283281869,0,0,0,-0.0936520931565512,0.158558874861959,0,0,0.11001362517623,0,0.0569388216060978,0,0,0,0,0,0,0,0.0361047559107607,0.142099610803919,0,0,0.0686018201864416,0,0,0,0,0,0,0,0.000654950369779465,0.160822096970804,0,0,0,0,0,0,0,0,0,0,0.365203214179405,-0.127407635286688,0
X601288.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,0,0.561123209775638,0,0,-0.0819225959366578,0.0376682442538435,0,0,0,0,0,0,0,0,0,0.0585193148200964,0.0757191629845697,0,0,0.105086053434275,0,0,0.113103860926209,0,0,0,0.055327010607571,0,0,0,0,0,0,0,0,0,0,0,0,0.0531859530197062,0,0,0,0,0.00577705892970415,0
X1299.HK.EQUITY,0,0,-0.209047954911925,0,0,0,0,0,0,0,0.107470257006295,0,0,0,0,0,0,0,0,0.0199486071910664,0,0,0.112247778655412,0,0,0,0,0,0,0,0,0,0.173980703604181,0,0,0,0,-5.42101086242752e-20,0.0957421512864957,0.163685126363085,0.0672181900120799,0,0.298367273686913,0,0,0,0.294920246646747,0,0,0,0,0
X601628.CH.EQUITY,0.079362314620212,0,0,0,0,0,0,0,0,0,0.0249518924192226,0,-0.0896175404230651,0,0,-0.234315508182472,0,0,0,0,-0.0129051872785517,0.174289500239494,0,0,0.115741616901883,0,-0.0804820695273937,0,0,0,0,0,0,0.577914070484674,0.0618610753358132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428296241487905
X601988.CH.EQUITY,0.0754878499967797,0,0.094499610579406,0,0.35570986489926,0,0,0,0,0,0,0,0.211353647854118,0,0,0,0.144144809387567,0,0.00641942556546739,0,0,0,0.0063755632152807,0,0,0.0196680572915131,0,0,0,1.73472347597681e-18,0.126951454889107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.12362499294393,0,0,0,0,0,0,0,0,0,0,0.00283865687242717,-0.0948071736680356,0,0,0,0,0,0,0.234294106360913,0,0.189715091670417,0.14059791940093,0,0,0,0,0,0,0,0,0.0603900874403566,0,0,0,0,0,0.198160767171263,0.0625821702929207,0,-0.0628344419830343,0.259273989166741,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0334245965350182,0,0,0,0,0,0,0.013925457391682,0.0841995359895312,0.209481121997787,0,0,0.124676320158341,0,0,0,0,0,0,0,0,0,0,0.184058236102905,0,0.326243553009596,0.039031273452885,0,0,0,0.0413346391315016,0,0,0,0,0,0.0164934430505554,0,0,0,0,0,0,-0.0222767423422024,-0.00148975004542471,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.118908407435568,0,0.276882564416112,0,0,0,0,0,0,0.0557991498930527,0,-0.0498738932151509,0,0,0,0,-0.120360795228657,0,0.456529860220486,0,0,0,0,0,0.0789069079518354,0,0,0,0,0,0,0,0,0,0,0,0.00742391257051517,-0.0732713658131313,0.154715595177898,0,0.138832052485065,-0.368743500912337,0.0627129709019445,0,-0.0377174238282648,0,0,0.180153095471738,0
X601658.CH.Equity,0,0,0,0,0.21880734800468,-0.0669417526683949,0,0.206303267900916,0,0.266424842024671,0,0,0.0828859295645539,0,0,0.0182121440076244,0.48501951667015,0,0,0,0,0.316243019840578,0,0,0,0,0,0,0,0,0,-0.320198998301695,0,0,0,0,0,0,0,0.00918091470869817,0,0,0,0,0,0,0,0,0,-0.352494917248206,0,0
X000001.CH.EQUITY,0,0.0242120695646824,0,0.0899899562222832,0,0,0,0.20325031608636,0,0.493713060556125,0.033203421681247,0,0,0,0,0,0,0,0,0,0.0304418301247966,0,0.111720436070678,0,0,0,0.385823192528483,0,0,0,0,0,-0.273173302625664,0,0,0,0,-0.050844971018586,0,0,0,0,0,0,0,-0.044997502681722,0,0,0,0,0.0119120802293604,0
