,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.215067308977115,0,0.108949205778948,0,0.0157571385734965,0,-0.0518205005303211,0,0,0,0.390270050452842,0.0434305915272737,0,0,-0.127174797230772,0,0,0,0,0,0,0,0,0,0,0,0,0.0706298682965399,0.0264944014863711,0,0,0,0,0,0.16218803158284,0,-0.084879951525502,0,0,0,0,0.0762902714051401,0,0,0,0.0772501940911505,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110960844510023,0,0,0,0.0013044402949525,-0.153343410553274,0,0.0898143716489741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220085139302881,0,0,0,0,0,-0.24187642002669,0,0.438368376167718,0.0364142667233035,0.120239732349907,0,0,0,0,0,0.177310170922124,0,0
X601939.CH.EQUITY,0.202590124817008,-0.0177045440451844,0,0.351037885953824,0,0.0569057405311645,0,-0.0700942954924636,0,0,0,0,0,0,0.129388112039721,0,0,0,0,0,-0.0249577940506366,0.023337670184958,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419502064691675,0,0,0,0.417484780015028,0,0,0,0.0402246647082516,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376239808607156,0,0.159641698001281,0,0,0.186927419278225,0,0,0.084980130567332,0,0,0,0,0,0,-0.0696371995274836,0.0571195173570687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.00057728793796356,0,0,0,0,0,0.125542913251564,0,0,0,0,0,0,0,0,0.217304922421594,0,0,0
X5.HK.EQUITY,0,-0.132458724547492,0,0.293050991932362,0,0,0,-0.216794079319316,0,0,0,0,0.156531514173878,0,0,0,0,0,0,0.551478019863313,0,0,0,0,0.283784103931071,0,0,-0.0347100126994432,0,0,0,0,0,0,0.0205216185301029,0,0,0,0,0.0299689088070934,0,0,0,0,0,0,0.206497174602727,0,-0.0966458107165999,0,0,0
X601988.CH.EQUITY,0.223797881167388,0,0.0206007257004948,0.070763352243987,0,0,0,0,0.0770553003944748,0,0.0426793164611918,0.182116314302958,0,-0.404622191151297,0,0,0,0,0,0,0,0,0.0149428325762757,0.414531148203848,0,0,0,0.0731089878611044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030838609459702,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00673982441173629,0,0,0,0,0,0.105596907583399,0,0,0,0,0,0,0.276546433277688,0.182367758978577,0,0,0,0.0767648800910815,0,0,0,0,0,0,0.00428482855710805,0,0,0,0,0,-0.00263149447998264,0.117918327551383,0,0,0,0,0,0,0,0,0.0740727670572907,0,0,0,0,0.128940049979482,0,0,0.0177402220508267,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0371260265650373,6.93889390390723e-18,0,0,0,0.208937629239304,0,0,0,-0.158632331313854,0,0,0.307745757076264,0,0.244236771498928,0,0,0.051083769189944,0,0,0,0,0.108452957888324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103483616661783,0,0,0,0,0
X601628.CH.EQUITY,0.208073020606882,0.261362735052992,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.053173315942496,0,0,0.032130215541788,0,0,0,0,0,0,0,0,0.083796899194039,0.0116506971645234,0,0,0,0.00903849109827973,0,0,-0.390368871474639,0,0,0,0,-3.46944695195361e-18,0,0.170173198990086,0,0,-0.00500279590926083,0.277897873519142,0,0,0,0,0
X601658.CH.Equity,0,-0.00423595066496218,0,0,-0.0209238666090799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00767038595420589,0,0,0,0,0,0,0,-0.0164418323725394,0,-0.0989210796620067,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198782047350581,0,0,0,0,0
