,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0511916289031812,0.205376348623522,0,0.041588972868751,0.028634924229295,0,0,0,0,0,0,0,0,0,0,0.201238282016742,0,0,0,0,0.0223787999874928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624956658340535,0.00258502424241641,0,0.0292557768199033,0,0,0.10209337545706,0,-0.0353172417881424,0
X601318.CH.EQUITY,0,0,0,0,0.0841224000922398,0,0,0,0.133997077323952,8.67361737988404e-19,0,0,0.0809586136269023,0,0.0750492212282859,0,0,0.0549427896992447,0,0.210101917287062,0,0.125828785073032,0,0,0,0,0,0,0,0,0.153738934412775,0,0,0,0,0,0,0.0615442613841678,0,0,0,0,0,0,0,0,0,0,0,0.0695611034259092,0,0
X601939.CH.EQUITY,0,0,0,0.0764881496565234,0,0,0,0,0,0,0.109033346588981,0,0,0,0,0,0,0,0,0,0,0,0.640810143570019,0,0.150097881679305,0,0,0,0.0821481734035766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.141699810607307,0,0,0.076139976582911,0,0.39680996387493,0,0,0,0,0,0,0.0643136273716208,0,0,0,0,0,0,0,0,0,0,0,0,0.152944141614702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025539046154204,0,0,0,-0.0733600521106624
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106759752456351,-0.0140923537798097,0,0,0,0,0.209309037626944,0,-0.0957689504279548,0,0,0,0,0,0.0141560763372612,-0.0191761857715048,6.93889390390723e-18,0,0,0.707950821358454,-0.0286623877869711,0,0,0,0,0,0,0.105567343580453,0,0,-0.0756709353567867,0,0.179961142552561,0,0,0,-0.0430002299910937
X1299.HK.EQUITY,0,0,-0.0956275969220772,0,0.114056739023398,0,0,0,0,0,0,0.192416575849942,0,0,0,0,0,0,0,0,0.138979584101494,0,0,0,0,0,0.164631510622183,0,0,0,0,0,0.0493322922492579,0,0,0,0,0,0,0.0330054373920396,0.132641080717236,0,0.0862546592202531,0,0.048969359972016,0.118239136708381,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663383544829742,0.158430781518365,0,0,0,0,0,-0.00366679496702737,0,0,0,0,0,0,0,0,0,0.0842156858063259,0,0,0.237407478673113,0,0,0.00778451811795106,0,-0.0238828263823555,0,0.100454721744712,0,0.132681957456123,-0.0108331755009648,0,0,0,0,0,0,0,0,-0.0188547126793825,0,-0.0324735514350919,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00959580474729989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131001188615799,0,0,0,0,0,0.085812523472669,0.180465125405233,0,0.01599526667471,0,0,0,0,0,0,0,0,0,0,0.342847331074204,0,0,0,0,0,0.152704030818514,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850497271209147,0,0.0419121199935406,0.0376634526709997,0,0,0,0,0.034850482270831,0,0.123162560985422,0,0,0.0439810149911312,0,0,0,0,0,0,0,0.158186407426175,0,0,0,0.391089323646284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X601658.CH.Equity,0,0.1086029010323,0,0.0891592410493034,0,0,0,0,0,0.324237641078678,0,-0.0330319458261201,0,0,0,0,0,0,0,0,-0.0650520983688846,0,0,0,0,0,0,0.28700347884414,0.280952298697842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134914174805433,0,0,-0.175164322131517,0,-8.67361737988404e-19,0.0375406630755429,0
X388.HK.EQUITY,0,0,-0.0350064745830377,0,-0.110974867372852,0,0.132715399630783,0,0,0,0,0,0,0,-0.128135300682119,0,0,0,0,0,-0.111813320229062,0.5443541419458,0,0,0,0,0.178849982939469,0,0,0,0,0,-0.0309224488858663,0,0,0,0,0,0.0961613858843756,0,0,0.135099280931045,0.0304453200293505,0,0,0,0,0,0,0,0.12355046526683,0
X000001.CH.EQUITY,0,0.0850482468394965,0,0,0.330242763981624,0,0,0,0,0,0,0.0257085032461971,0,0,0,0,0.0542255378949064,0,0,0.0147776793331088,0,0,0,0.512700053301343,0,0,0.312251961036635,0,0,0,-0.25917722883349,0,-0.104728031192831,0,0,0.0612729209781249,0,0,0,0,-0.036823580686324,0,0,0,0,0,0,0,0,-0.180889637776537,0.113692522756592,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0612225599821227,0,0,0,0,0,0,0.416533431387443,0,0,0.0335831308101195,0,0,0,0,0,0,0,0,0,0,0,0.0441663646449772,0,0.208201857319795,0.0463739120102771,0,0,0,0,0.234934632669297,0,0.0458852444885525,0.0327455685208043,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0480550476353893,0.261166953781642,0,0,0,0,0.0426877399147801,0,0.446898598457732,0,0,0,0,0,0.175682451550859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846446359905335,0,0,0,0,0,0.111271538777995,0,0,0,0,0
X000002.CH.EQUITY,0,-0.109442547851978,0,0,0.112439745982445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218325935190049,0,-0.0198473855013401,0.207287401668983,0,0,0,0,6.93889390390723e-18,0.586955116398619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349932800503809,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0190993682855936,0,0,0.00956086849620922,0,0,0,0,0,0.0149059883309741,0,0,0,0.0454862651595411,0,0,0.220546041858348,0,0,0,0,0,0,0.302795548523367,0,0,0,0.0594416973219453,0,0,0,0,0,0,0,0,0.0312296177505487,0,0,0,0,0,0,0,0,0,0,0.00260662456880412,0,0,0
X600000.CH.EQUITY,0,0.0244392593318223,0,0,0.0630438776283954,0,0,0,0,0,0.0908668528789166,0,0,0,0,0,0.483665798905758,0,0,0,0,0,0.0843666798145699,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0723508743146495,0.0515264475076788,0,0.0193235035479559,0,0,0.035190253620914,0.0467304715864397,0,0,0,0.0195050240141118,0,0,0
X601066.CH.EQUITY,0,0,0.0720399808059476,0,0,0.0774031694382147,0,0,0,0,0,0,0,0.629294723345,0,0,-0.14014232824747,0,0,0,0,0,0.145682939734846,0,0,0,-0.0571819097856099,0,0,0,0,0,0,0,0,0,0,0,0.168555183578984,0,0,0,-0.0275925956448302,0,0,0,0,-0.0165296373629203,0,0,0,0
X601319.CH.EQUITY,0,0.0171882878743114,0,0,0.0317396083298198,0,0,0,0,0,0,0,0.102738529609273,0,0,0,0,0,0,0,-0.026084089535784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362460291360647,0.129059110844033,0,0,0,0,0,0.0580510812241322,0,0.0354352064913894,0,0,0.402300811446426,0,0,0,0.0326770793570748,-0.0234419371758514
X16.HK.EQUITY,0,0,0,0,0,0.122394417693699,0,0.102576939923821,0,-0.0649160283906749,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298910161562751,0,0,0,0,0.259865398605033,0,0,0.0690842714812973,0,0,0,0,0,0,0.125013829939973,0.185817640012815,0,0,-0.092972651358096,-0.526235708923083,0.0905568094812964,0,0.0805028084694253,0,-0.0684691211678562,0.0162859465448777,0
X300059.CH.EQUITY,0,0.0787555475195071,0,0,0,0.0484990489831338,0,0,0,0,0,0.0988781624467044,0,0.294550152260746,0,0,-0.125159965128636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632738365509685,-0.0296690923060328,0.378876859258501,0.206453166170498,-0.00156337506295562,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.402770701480864,0,0,0.255786484804753,0.0688915058232779,0,0,0,0,0,0,0,0.152235774064108,0,0,0.0768152475203751,0,0,0,0,0,0,0,0,0.461775327857214,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272778282327014,0,0.051549011223091,0,0,0,0,0,0,1.73472347597681e-18,0,0
X002142.CH.EQUITY,0,-0.0584082319423031,0,0,0.290147973132882,0,0,0.105411557208926,0,0.0988696939391465,0,0,0.0225250910505237,0,0,0,0,0,0,0,0,0,0,0,-0.0772939768252022,0,0,0,0,-0.0463133596510806,0,0,0.0238708824068947,0,0.256931108893651,0,0,0,0,0,-0.0302527626374019,0,0,0,0,0,0.120174461455804,0.0438824195171743,0,0,0,0.0177801235122023
