,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.237812041774004,0,0,0.0875611466445275,0,0.239724656676565,0,0,0,0,0,0.128699740918097,0,0,0,0,0,0,0,0,0,0,0,0,0.0383049285835693,0,0,0,0,0,0.0939612058144076,0,0,0.0234641999196814,0,0,0,0,0,0,0,0,0,0.107456858498539,0,0,0,0,0
X601318.CH.EQUITY,0.168342997908793,0,0,0,0,0,0,0,0.275302529928051,0,0,0,0,0,0,0,0.250980955737593,0,0.057620669936589,0,0,0.0969851643502519,0,0,0,0,0,0.0377724857655856,0,0,-0.0870697417695352,0,0,0,0,0.0942086100419515,0,0,0,-0.0182610909664152,0,0.0535546666249268,0,0.0189545256171508,0,0,0,0.0566898156423325,0,0.0600377327496286,0,0
X601939.CH.EQUITY,0.0609413699603807,0,0,0.271795804992545,0,0.0510988270639116,0,0,0,0,0,0,0,0.429009034042711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445798304788963,0,0,0.066772770467809,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352284516133776,0,0.0262732241382461,0,0,0.488090705869795,0,0,0,0,0,0,0,0,0.0301467519683466,0,0,0,0,0,0,-0.0290185747464623,0.0174277399887785,3.46944695195361e-18,0,0,0,-0.000306874929462061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101450708353349,0,0.00344685152753809,0,0
X5.HK.EQUITY,0,0,-0.0936116974379407,0,0,0,0,0.0344274743499929,0,0,0,0,0.002682869727499,0,0,0,0,0,0,0,0,0,0.426402866753749,0,0,0,0,0.0767855476833808,0.41504023053534,0,0.00606157043064697,0.253600138381425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0441418187016918,0.188617787114513,0
X601988.CH.EQUITY,0.37242023057394,0,0.000229520915344616,0,0,0,0,0,0,0,0.0954336077590341,0,0,0,0,0,0,0,0.0246142945237146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158485385985375,0,0,0,0,0,0,0,0,0,0,0,0.30263326329379,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601621832736604,0,0,0,0.4704561566727,0,0,0,0.122787089746199,0,0.106549912789866,0,0,0,0,0,0,0,0.26941112708215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.304574248423058,0,0,0,0,0,0.205442003036758,0,0,-0.241384399018244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602050292709057,-0.0975554369043595,0,0,0,0,0,-0.0271262586876318,0,0,0.753571881297597,0,0,0,0,0,0.623838313074554,-0.0864286345606195,0,0,0,0
X601166.CH.EQUITY,0,0,0.168417033244027,0,0,0,0.473324465461237,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0149296726661355,0,0,0.0125674556998232,0,0,0,0,0.362331085389404,0,0,0,0,0,-0.0484788452045162,0,0,0,0,0.107124754411815,0,0,0,0,0,0.0911757902517679,-0.14406637114492,0,0,-0.0271441934593422,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665853021435743,0,0,0,0,0,0,0,0,0,0.154713295676851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941346344536649,0,0,0.0411732246674762,0,0,0,0,0.00839814705112931,0,0,0
X000002.CH.EQUITY,0,0.031456797680501,0,0.128644125784633,0,0,0,0,0,0.0106355869752671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547424860402952,0,0,0,0,0.0211113940208557,0,0,0.156729794182061,0,0,0,-0.135184348362512,0,0,0,0,0,0,0,0.0522438418273021,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.055932969998578,0.375003076211912,0,0,0,0,0.151011178470258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110903693715232,0.178322510207798,0,0,0.0481119909756173,0,0
X388.HK.EQUITY,0,0,0,0,0.0689524682162577,0,0,0.0952178176896814,0,0,0,0,0,0,0,0.12794799800136,0,0,0,0,0,0.0585239177068895,0.298799898144333,0,0,0,0.020478677205144,0.0150254567507334,0,0,0.0232922747289405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699503872018496,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0694455809205418,0,-0.132597435281946,0,0,0,0,0.0668628015929316,0,0,0,0.225991285331596,0,0,0,0.131410999602549,0,0,0,0,0,0,0,0,0.0788634541355138,0,0.147964170497594,0,-0.0334431854962664,0,0.0866445951042915,0,0,0,0,0,0.0905727450066714,0,0,0,0,0,0.238391681075133,0,0
X000001.CH.EQUITY,0,0.05547637997231,0.0142506135679181,0,0,0,0.104307907538178,0,0,0,0.213112446700469,0,0,0,0.0754756564619084,0,0,0,0,0.0891937691394838,0,0,0,0,0.207849452792225,0,0,0,0,0,0,0,0,0,0,0.176323315744081,0,0,0.0263814383904152,0,0,0,0,0,0,0,0,0,0.0888715247365776,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.153921011435944,0.268066473957319,0,0.309297048039848,0,0,0,0.0564070027650615,0,0,0,0,0.0701542704756285,0,0,0,0,0,0,0.0209952767712678,0,0,0,0,0,0,0,0,0,0,0,0.219022196603338,0,0,0.0977962343003424,-0.0544770122541576,1.73472347597681e-18,0,0,8.67361737988404e-19,0,-0.0492611542279516,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0990002496628018,0,0,0,0,0,0,0.0333000892661347,0.072162048199808,0,0,0,0,0,0,0.592802782671396,0,0,0,0,0.0279467424013097,0,0,0,0,0,0,0,-0.122281646986341,0,0,0,0,0,0,0,0.165091892053703,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210926272128684,0,0,0,-0.077217382567111,0,0,0,0,0,0,0.179297186752594,0,0,0,0,-1.73472347597681e-18,0,0,-0.102379925524066,0,0,0.0840657941160585,0,0,0.610553541809984,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.0629902740766889,0,0,0,0,0.181447957939772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682034550497458,0,0,0.0541823802880848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219734931733526,0.137872824450795,0,0.57625733960294,0,6.93889390390723e-18,0,0,0,0,0,0,0.000946801760306936,0,0.145252197649736,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557304965475345,0.0270427147914077,0.0879664629769063,0,0,0.364092073259566,0,0,0,0,0,0,0.111953166467943,0,0,0.0307671839156789,0,0,0.123165616367517,0,0.00158704643706671,0,0,0,0,0.0617264634356913,0,0,0,0,0.0173753540835935,0,0,0.0207591395060912,0,0,0.0956345444564576,0,0
X600016.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0424315146872272,0.65179909236334,0,0,0,0,0,0,0,0,0.0145049229063033,0,0,0,0,0,0,0,0.0620129215101249,0,0,0,0,0,0.213801294613501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.104462663191334,-0.0268022932919602,0,0,-6.93889390390723e-18,0,0.243171090500206,0,0,0,0,0,0,0,0,-0.0923229994824799,0,0,0.0836792497405904,0,0,0,0.0668069110884833,0,0.0785113542304334,0,0,0,0,0,0,0.00405093780871104,0,0.111533749840066,0,0,0.108174743646822,0,-0.104841938890971,0,0,0.412509769293242,0,0,0,0,0.0101980648689716
X267.HK.EQUITY,0,0,0,0,0,0,0.0526698189158199,0,0.0218244146144838,0,0,0,0,0.0530975769725652,0,0,0,0,0,0,0.177687123413173,0,0.136666304202868,0,0,0,0,0,0.181522585750957,0,0,0.0137569003099111,0,0,0,0,0,0.248841906411231,0,0.0151598404039405,0,0,0,0,0,0,0,0.0787474147071216,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.257554815528129,0,0,0,0,-1.0842021724855e-19,0,0,0.319116176080503,-0.19529417055738,0,0.0256404726216458,0,0,0,0,0,0,0.15811105069663,0.778549438273186,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226833606428107,0,0,0,0,0,0,0.0892081445287673,0,0
X601066.CH.EQUITY,0,0,0,0,0.151624813796531,0,0,0,0.0293974186807153,-0.0804444567402651,0,0,0.0743641437842811,0,0,0,0,0,0,0,0,0.426779425256135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208850258101677,0,0,0.262181962959446,0,0,0,0,-0.256497746186113,0
X2007.HK.EQUITY,0,0,0,0,0.129447983339936,0.0777153398657282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934302212145215,0,0.0317689936568376,2.16840434497101e-19,0,0.0679590686934922,0.241697043058083,0,0,0.0375715726222851,0,0,0,0,0,0,0,0,0.068580480469136,0,0.0829494405684559,0,0,0.0929411482232591,0,0,0.0772281486130798,0,0,0,0,-0.0376644338686341
X601818.CH.EQUITY,0,0,0.22194829321395,0.0367955908872469,0,0,0,0,0,0,0.0336613784647431,0,0,0,0,0,0.156963690674286,0,0,0,0,-0.0208525398488508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036263065461321,0,0,0,0,0,0,0,0,0,0,0.305574548084737,0,0,0.117736232355788,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.344821069295616,0,0,0.0395200640885983,0,0,0,0,0.154849011843331,0,0,0,0,-0.0697050580927823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543573406194994,0.239061765345688,0,0,0,0,0,0,0.0510812611124966,0,0.0832895757730869,0,0
