,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0886549772816287,0,0.415668268870117,0,0,0.046319849661276,0,0.24022375274148,0,0,0.147197177488652,0,0,0,0,0,0.0264760479148189,0,0.00821999709596992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599561430902068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.369711137890079,0,0,0.155616024888658,0,0,0,-0.0620631239164577,0,0.0276683530675877,1.38777878078145e-17,0,0.366831794366757,-0.0548279738315022,0,0,0,0,0,0,0,0,0,-0.0186999969164536,1.73472347597681e-18,-0.115225771908046,0,0,0,0,0,0,0.149189348744956,0,0,0,0,0.040141466020909,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0100182989874701,-0.0158444700482385,0
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.428860221473476,0,0,0,0.384089132167486,0,0,0,0,-0.0100115467003071,0.0713083082652793,0,0,0,0.0244188528917478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670033753618692,0,-0.0660876675754806,0,0,0,0,0,-0.0342600964402068,0,0.070635181464166,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.27922145549642,0,0,0,0,0,0.00144612760270065,0,0,0,0,0,0,0,0.136290965882898,0.135541591190715,0,0,0,0,0,0,0,0,0,0.00148017686302477,0.0668011856283099,0,0,0,0.0119044975098683,0,0,0.047233987208216,0,0,0,0,0,0,0.165928314603545,0,0,0.147639957611048,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.120232140592042,0,0,0,0.068465669235199,0.121999857684759,0,0,0,0,0,0.496897801729576,0,0,0,0,0,0.441090468918742,-0.325171267556902,0,0,0,0,0,0,0,0,0,0,0,0,0.333679829325469,0,0,0,0,0,0,0,0,-0.157740861728257,0,-0.0975537355233882
X600036.CH.EQUITY,0,0,0.0104301279906963,0,0,0.0242983535114889,0,0,0,0,0,0.45050164215601,0,0,0,0,0,0,0,0,0,0,0,0.0334948841439327,0,0.108965769345674,0,0,0,0,0,0,0,0,0.0698606146158,0.0257966129503405,0,0,0.0191305839140633,0,0,0.0498767044808358,0,0,0,0,0,0,0,0.239935250769546,-0.0224310845556312,0
X1299.HK.EQUITY,0.000851981951747276,0,0,0,0,0,0.104348871329793,0,0,0,0,0,0,0,0.107459316834716,0,0,0,0,0,0.228731045445078,0,0,0.0996068852574497,0,0,0,0.103662004460371,0,0,0,0,0,0,0,0,0.178945304784741,0,0,0,0.185086483314242,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0
X601658.CH.Equity,0,0,0,0,0.238175423053335,0,0,0,0,0,0,0,0,0,-0.19499759157351,0,-0.218549458996916,0,0,0,0,0,0,0.104593377458768,0,0,0,0,0,0.490206858322452,0,0,0,0.241154774054368,0.107087305072177,0,0,0,0,0.0469060966891346,-0.314107187925423,0,0,0,0,0,0.869150183586382,0,-0.150311459357863,0,-0.0401318690560322,0
X601328.CH.EQUITY,0,0,0,0.26412324382562,0,0,0,0,0,-0.0189055290953701,0,0,0.257994859322441,0,0,0,0,0,0.305503211049245,0,0,0,0,0,0,0,0,0,0,0,0.0139519787458432,0,0,0,0,0.0916655785656826,0,0.0716795251603507,0,0,0.0603911781768674,0,0,0,0,0,0,0,0,0.0108004958091921,0,0.0231149980862045
X601166.CH.EQUITY,0,0.00528805626019622,0,0.0651925435646774,0,0,0.161232719761479,0,0,0,0,0,0.0708962922327054,0,0,-0.0151561948818284,0,0.00245574091706395,0,0,0,0,0,0,0,0,0,0,0,0,0.31913472851416,0,0,0,0,0,0,0,0.0751946230824937,0,0,0,0,0,0,0.245790746793918,0,0,0,0.0945244181553813,0,0
X600000.CH.EQUITY,0,0,0,0.0185098676365903,0,0,0,0,6.93889390390723e-18,0,0.385238204204782,0,0,0,0,0,0,0,0.197674226975359,0,0,0,0.152198364740353,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.118389355934531,0,0,0,0,0.118836364322799,6.93889390390723e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.108975867887871,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.127627309595157,0,0,0,0,0.521946861260805,0,0,0,0.160956055170694,0,0,0.126813778036741,0.185904983798481,0,0,0,0,0,0,-0.0518205157654546,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.21052056434756,0,0,0,0,0.325848613012633,0,0,0.0212352190742722,0,0,0.0226920513760218,0,0,0.0999234117181753,0.13309530687649,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100009666828909,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385353239836727,0,0,0,0,0,0,0,0,0.207034072870983,0,0.119147477413853,0,0,0,0,0,0,0,0.0314748066324742,0.0263512008590548,0.0469995295805275,0.230690490134439,0,0,0.216005251038717,0.0177800807275879,0,0,0
