,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.0146644929160333,0,0.151888651057677,0,0.0111842638137814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675463312685199,0,0.259329889572557,0,0,0.0584179597594151,-0.124468121951025,0,0,0,0,0,0.269335513510536,-0.193661164607637,0,0,0,0,0,0,0,0,0,0,-0.139057740483727,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.150293271420596,0,0,0,0,0.0850281771025536,0,0.00165126733766193,0,0,0,0,0,0,0.261555869123979,0,0,0,0,0,0,0,0,0.0987213472553526,0.0449944244848337,0,0,0,0,0,0,0,0.240380264497064,0,0,0,0,0,0,0,0,0.016896021590065,0.00970586564308595,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.847972459049607,0,0,0,0,0,0,0,0,0,0.049913949485646,0,0,0,0,0,0.0354578619568126,0,0.0205585505725083,0,0.0447271972963547,0,0,0,0,0.08471279954362,0,-0.121887505005886,0,0,0,0,0,-0.00938572556341583,0,0,0,0,0.0763512469947728,0,-0.0648150452507124,0,0,0,3.46944695195361e-18,0.0212745918442029,0.0393230823332188,0,0
X601288.CH.EQUITY,0.0103030140041869,0,0.895143967020922,0,0,0,-0.0633878531066206,0,0,0,0,0,0.00412701419391005,0,0,0.0426692166076388,0,0.106428120078101,0,0,0,0,0,0,0,0.0516223322241288,-0.0617817069272789,0,0,0,0,0,0,0,0,0,0,0,-0.0958225636776974,0,0,0,0,0,0,0,0,0,0,0,-0.0464225691525989,-0.0100359237133019
X601988.CH.EQUITY,0,0,0,0,0,0,-0.0170154627731956,0,0,0.000608486745308262,0,0,0,1.18310665441429,0,0,0,0,0,-0.242575253470478,-0.205274576594307,0,0,0,0,0.0443132522693315,0,0,0,-0.132850611937587,0,0,0,-0.0424600082923252,0,0,0,0,0,0,0,0,0,0.0143364988022079,0.0519285719145026,0,0,0,0,0.0459342097122785,0,0
X600036.CH.EQUITY,0,0,0.280327591995909,0.0981279615477422,0,0,0,0.0167657030819749,0.0194294600367325,0,0,0,0,0,0,0,0,0,0,0.0265164703154687,0,0,0,0,0,0.0662505678292025,0,0,0,0.103887857144294,0,0,0,0.363460788842799,0,0,0,0,0,0,0,-0.0559614410148207,0,0,0.0629685596501809,0,0.0708254146336983,0,0,0,0.064188055661515,0
X601628.CH.EQUITY,-0.00675961595822418,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0161012420862526,0.681363917153915,0,0,0,0,0,0,0,0,0,0,0.0830623219371623,0,0,0,0,0,0,0.0793917930770198,-0.084927444968147,0,0,0,0,0,0,0.300453904162277,0,0,0,0.299602390774591,0,0,-0.213430837035499,0,0,0,0,0,0.0768631683150389,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.185888236282879,0,0,0,0,0,0,0,0,0,0,0,0.157152666403527,0.0637984458872857,0,-0.139602728883723,0,0,0,0,0,0.0200009129159983,0.152486197705064,0,0.185257790077284,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.440392677329445,0,0,0,0.0847154232007904,-0.0116644726922493
X5.HK.EQUITY,0,0,0,0,0,0,-0.246247799472271,0,0,0,0.073767175890393,0,0,0,0,0.275043926270506,0,0,0,0,0,0.0692518890856998,0,0,0.270342391723419,0.123945190239838,0.120451874004133,0,0.187202050988058,0,0.134248326166487,0.05057285701856,0,0,0,0,0.210023113072082,0,0,-0.171860174842581,0,-0.0530414829129804,0,0.156576417443546,0,0,-0.280643948997935,0,0,0,0.252289564252195,0
X601658.CH.Equity,0,0,0,0.232061751098965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225418347593205,0.0572880708906226,0,-0.113656034576587,0,0,0,0,0,-0.131886049583499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387821737259702,0,0,0.0642872962923846,0,0,0,0,0,0
