,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.521309114259801,0,0,0,0.122277301284497,0,0,0.0509829693745841,0.0496826614839837,0,0,0.169702968381553,0,0,0,0.0361611034543056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253417822993362,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.138634403060837,0.271478163761634,0,0,0,0.0338878158062956,0,0,0,0,0.315411264194568,0.0930382603908345,0,0.0647108559674942,0,0,0,0,0.0462316376191538,0,0,0,-0.0474802338647295,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0677964509404708,0,0.000619680106312668,0,0,0,0,0.00177655256374375,0,0,0,0
X601939.CH.EQUITY,0.447408993854883,0,0,0.26189904191676,0.150680997588754,0.0226242991428045,0,0,0,0,0,0,0,-0.00268138348657485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197747299326595,0.109787878508752,-0.161666165208355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164306984162812,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217177629109067,0.103830225219599,0,0.853526455975475,0,0,3.46944695195361e-18,0.0685489790983528,0,0,0,0,-0.139262748754627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581077705699608,0.0238101413595629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.286596335041469,0,0.0870636434052556,0,0,0,0.0761152036316879,0,0,0,0,0,0,0.166460146227592,-0.199463683980341,0,0,0,0,0,0.0397928421765354,0,0,-0.0248050358393181,0,0,0.019370261945084,0,0,0.201132258483073,0,0,0,0,0.38725273313542,0,0,0,0,0,0,0.195670580153342,-0.141034186547529,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.297620652947552,0,0,0,0.15254538969251,0,0,0,0,0,0,0.0360716699828165,0.0940968580317832,0,0,0,0,0,0,0,0.0589779830708108,0,0,0,0,-0.187031610318168,0,0.102523415718851,0,0,0,0,0,0,0,0,0,0.0495625380746825,0,0,0,0,0,0,0,0.0807961846339729,-0.0704433616972502
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234145252558708,0,0,0,0,0,0,0,0,0,0,0,0.141184430294992,0,0,0,0.0331036695523204,0,0,0,0,0,0.0353100376218929,0,0.0335153069847078,0,0.0234592912029471,0.28514728129223,0,0,0.176978446145413,0,0,0,0,0,0,0,-0.0556602997245807,-0.225474240933748,0,0.0773250393053969,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318333316907911,0,0,0,0,0,0,0,0,0.132101718354566,0,0,0,0,0.409290853389188,0,0,0,0,0,0,0.00352832728356497,0,0,0,0,0,0,0,0,0,0,0.0655563145800313,0.182438358443815,0,0,0,0.19026759643339,0,0.0782367550928953,0.0490252575216704,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00558300291210809,0,0.414410862891221,0,0,0,-6.93889390390723e-18,0,0,0,0,0.412339657816916,0,0,0,0,0,0,0,0,0,0.0544740759540639,0.0493526722422695,0,0,0,0,0,0,0,0,0,0,0.0136695898330616,0,0,0,0,0,0.0924946487911734,0,0,0,0.22980533296581,0,0,0.0626702384597718,0,0,0,0
X601166.CH.EQUITY,0.0738045283920138,0,0.000662381937744265,0.194309020525592,0,0,0,0,0,0,0,0.368704290762546,-0.021118832690481,0,0,0,0,0,0.00534890737222348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427658142819328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126469413803812,0
X600000.CH.EQUITY,0,0,0.448296114105343,0,0.152243747481484,0,0,0,0,0,0.0453218922520438,0,0,0,0,0,0,0,0,0,0.166186173783133,0,0,0,0,0,0.118876143800224,0,0,0,0,0,0,-0.170186642268302,0,0,0,-0.0622120556352027,0,0.231983461151904,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.127595948810019,0,0,0,0,0,0,0,0,0,0,0.0274985142812455,0,0,0,0.171561712355368,0.0401571395019196,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.051888510729022,0,0,0,0.179943401067262,0.18689531189984,-0.257245024280758,0,0,0,0,0,0.325996107441632,0,0.112769751790742,0.200125834570828,0,0,0
X11.HK.EQUITY,0,0,0,0,1.38777878078145e-17,0.166147406502556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625421487950397,0,0,0,0,0.245564579201017,0.0254705781703183,0,0,0,0.575192157753229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175615295904736,0.108042511406366,0,0,0,0,0
X16.HK.EQUITY,0,-0.0537427617321306,0,0,0,0,0,0,0,0,0,0,-0.0475083293341903,0,0,0,0,-0.228672129328794,0,0,0,0,0,0,0,-0.107389370122362,0,0,0,0.178583562510967,0.200920164599298,0,0.229203731399629,0,0.650831030807355,0,0,0,0,0,0,0,0,0,0,0.060286487288149,-0.078682648797723,0,-0.0190909231986161,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552367526307071,0,0,0,0,0.0433625740232027,0,0,0,0.707447538418729,0,0.0849818069201979,0.0611122791335413,0,0.0206508090119575,0,-0.0576384485159937,0,0,0.0526286525696689,0,0,0,0,0,6.93889390390723e-18,0,-0.0642656486952276
X388.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0,0,0.0262834815928657,0.114869487285588,0,0,0.169851312208258,0,0.281302008177269,0,0,0,0,0.226742074814482,0,0,0,0,0,0,0,0.0951615152871742,0,0,0.0124763405396869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0879952532209147,0.108552178838059,0,0,0,0,0.0444787395027277,0,0.0867702534648828,0,0,0,0,0.0846732849093196,0,0,0,0,0,0,0.0277978803513483,0.0606723013471182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396922765546348,0,0,0,0,0,0,0,0,0,0,0,0,0.0267399635505391,0
X2388.HK.EQUITY,0,0.419123561571018,0,-0.0714618098288415,0.319828037806385,-0.47904052537337,0,0,0,0,0,-0.0445054348294732,-0.0633527681480275,0,0,0,0.613379748111823,0,0,0,0,0,0,0,0,0.183332561222597,0,0,-0.204897241646649,-0.146128970105834,0,0,0,0,-0.104421541611443,0,0,0,0,0,0,0,-0.123235717545064,0,0,0,-0.0344120946502304,0,0,0,0
X267.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,-0.113035628194761,0,0,0,0,0,0,0,0,0.258999731335379,-0.465319129815981,0,0,0,0,0,0,0,0,-0.155876230037217,0.157653164381407,0,0.283577343256007,0,0,0,0,0,0,0,0.159961112735978,0,0.368088863960206,0.112582810657866,0,-0.0134585177089406,0,0,0.358873656415148,-0.265277790179228,-0.0492592715979544,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195458245667055,0,0,0,0,0,0.147869573683554,0,0,0,0,0,0,0.371565910194584,0,0.0941027683910699,0,-0.181747400697825,0,0.187055448516187,0,0,0,0,0,0,0,0,0.164096037400422,-0.203870630137198,0,0,0.0638570528572863,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0628054216112877,0,0.28679915029148,0,0,0,0,0,0.0874843092642406,0,0,0,0,0,0,0.130573175591141,0,0,0.0476175281650192,0,0,0,0,0,0.0564808636163518,0,0,0,0,0,0.110738699344728,0,0.0494692242135496,0,0.172106331843496,0,0,0,0,0,0,0.00741174241128389
X601998.CH.EQUITY,0,0,0.128700107864772,0.0966532318125146,0.0609908470318371,0,0,0,0,2.71050543121376e-20,0,0.0192294169563662,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.300600525429348,0,0,0,0,0,0,0,0.0491020312919188,0,0,0,0,0,0,0.0349905940322066,0,0,0,0,0,0,0,0,0,0,0
