,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0057232384136653,0.170690997465331,0,0,0,0,0,0,0,0,0,-0.269688538106687,0,0,0,0,0,0,0,-0.0622282029010887,0,0,0,-0.288951173402803,0,0,0,0,0.770007561113841,-0.122693241693139,0,0.351254705993392,0,-0.0823716844084573,-0.0117984967694123,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152457639607503,0,-3.46944695195361e-18,0.0289108460395307,0,0,0,0,0,0.027385538679924,0,0,-0.0264036962483877,0,0,0,0,0.0226071137158759,0.143402572150849,0,0,0,0,0.0843570904696958,0,0,0,0,0,0,0,0.476732498486365,0.0386410026818321,0,-0.0606601855389508,0.0299184342986126,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.409542397107585,0,0,0,0.00782567513271761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114138619867613,0,0,0,0,0,0.15112423169309,0,0.0724846018411121,0,0,-0.160483655747294,-0.106885088949786,0,0,0,0.461197534170814,0,0,0,0,0.0871078368200454,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-0.00265429265126964,0,0,0,-0.0372496652810207,-0.170337584764308,0.200784566448402,0,0.422793666394525,0,2.77555756156289e-17,0,0,0,0.0406974964100336,-0.0451010951255054,0,0,0,0,0,0,0,0,0,0.0499151660152784,0,0,0,0,0,-0.729650638547452,0,0,0,0,0,0,0,0,0.137823597408949,0,0,0,0,0.286070764786712,0,0,-0.112771263004387
X5.HK.EQUITY,-0.180215916217606,0,0,0,0,0,0,0,0,0,0.0128653251490418,0,0,0,0.0404348475717301,0.246331121661899,0,0,0.0942737802664677,0,0.208841011271109,0,0.485278952782033,0,0,0,0,0,0,-0.242498946050079,0,0,0,0,-0.00719349549438198,0,0,0,0,0,-0.0966124352737965,0.192410600465034,0,0,0,-0.138199744486094,0,-0.0886078725448754,0,0.021938852862114,0
X601988.CH.EQUITY,0.173662913734917,0,0.0330889683617097,0.62387757706898,0,0,0,0,0,0,0.103977505446182,0,0,0,0.11399464930637,0,0,0,0,0,0,0.0206877632816054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179313151228365,0,0,0,0,0,0,0.079401438891377,0,0,0,0,0
X600036.CH.EQUITY,0,0.413503149899049,-0.0631507665654142,0,0,0,0,0,-0.124449966723076,0.545578418814134,0,0,0,0,0,0,0,0.00387674254526578,0.109681601127852,0,0,0,0,0,0,0.110648762793537,0,0.044826578515076,0,0.339768052194122,0,0,0,0,-0.333817442161483,0,0,0,0,0,0,0.114114451937989,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X1299.HK.EQUITY,0,0,0.00647443367175631,0,0.0888842986428226,0,0,0,0,0,0,-0.0399193599764303,0,0.0539237670170359,0,0,0.149241591633597,0,0,0,0,0,0,0.0439940002910655,0,0.204508445812239,0,0,0,0,0.125102251567262,0.16229300955354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0583794577519418,8.67361737988404e-19,0.0539385162052216,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.32884849001531,0,0,0,-8.67361737988404e-19,-0.0237766962419152,0,0,0,0,0.118545928642939,0,0,0,0,0,-0.0584465129791457,0,0,0,0,0,0,0.044787817009134,0.214994929085417,0.0118092303154184,0,0,0,0,0,0,0,0,0,0.13851466778417,0,0
X601328.CH.EQUITY,0,0.136660265809517,0.327674402023412,0.0354194288315057,0,0,0.344418233445273,0,0,0,0,0,0,0,0,0,0,0.284848539794244,0,0,0,0.00494575565836326,0,0.0235188591168156,0,0,0,0,0,0,0,0,-0.131060523651265,0,0,0,0,0,0,0,0,0,0,0,0.037744194444871,0,0,0,0,0,0
