,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.357105702695198,0,0,0.0843836005285899,0,0,0,0,0,0,0,0,0.0392835814765531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333915468691364,0,0,0.201012526882272,0,0,0,0.0287071722488366,0,0,0,0,0,0,0,0,0.207357552304161,0,0,-0.00157990249855451,0
X601318.CH.EQUITY,0,0,0,0,0.113214297482309,0,0,0.0525876631696387,0.116687655215585,0,0.0120000496674356,0,0.105139691697867,0,0,0,0,0.0291127256867701,0.233469276657188,0,0.244693374962982,0,0,0,0,0,0,-0.0443281479104492,0,0.153621011722621,0,0,0,0,0,0,0,0.0597964365309165,0,0,0,0,0,0.00299243349483433,0,0,0,0,0.0523559964597988,0,0,0
X601939.CH.EQUITY,0,0,0,0.257991159682169,0,-0.0155327656379636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701900043174688,0,0.753786717028604,0.0234071502592093,-0.266759119433546,-0.177036417330061,0,0,0.0195103440553414,0,0.133534051153992,0,0,0,0,0,0,0,0,0,0,-0.0975287283462869,0,0,0,0,0,0,0,0,0,0,-0.0581273347974137
X601288.CH.EQUITY,0.17109197330719,0,0.0105515764481404,0,0.0562511432464096,0,0.387035501117024,-0.0713946761352033,0,0,0,0,0,0,0,0.047334582366999,0,0,0,0,0,0.0518136834073142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197065522095273,0,0,0,0,0,0,0,-0.101792715610129
X601628.CH.EQUITY,0.0244682613777883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250159944416394,0,0,0,0,0.00987054199670853,0.19503217323961,-0.128305663923507,0,0,0,0,0.00638303161062073,0.0852658323586228,0,0.48868926842099,0,0.110939667279229,0,-0.0456414771432436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.173306352872948,0,0,0.100824656002552,0,0.0680499423000864,0.0816229181522708,0,0,0,0,0.267422729692106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258284403942414,0,0,0,0.0362570892397858,0.0885643677869095,0,0,0,0,0,0,0.105387028726176,0,0,0,0,0,0,0,0.0273826763654562,0,-0.0484653959654544,0,0,0
X601988.CH.EQUITY,0.323764512960213,0,0.00564477130982072,0,0,0.414588748719001,0,0,0,0,0,0,0.0200357665623024,0,0,0,0,0,0,0.0161434111703929,0,0,0,0,0,0,0,-0.0311379353593859,0,0.10022301706648,0,0,-0.0317410399780672,0,0,0,0,0,0,0,0,-0.092040035353677,0,0,0,-0.146851825191373,0,0,0,0.398095175163229,0,0.0607470639023188
X1299.HK.EQUITY,0,0,0,-0.0149048903293301,0,0.0240593440957539,0,0,0,0.301468213632522,0,0,0,0,0,0,0.0955394613349152,0,0,-0.0296792699297788,0,0,0,0,0,0.114598365730091,0,0.057008925289801,0,0,0.0106375898148513,0,0,0,0,0,0,0,0,0,0.136119937925566,0,0.119451078678889,0,-0.0720806211311868,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837708344248282,0,0,0,0,0.153255976226174,0,0,0,0,0.641851144626343,0.0638324733419267,0,0,0,0,0.0133877809548693,0.0704080443375713,0,0,0,0,0,4.33680868994202e-19,0,0,0.141779001547974,0.0646148699830898,-0.156498886743121,0,0.119927588992059,0,0.0895140692973942,0,0.211209358952512,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0755498423906171,0,0,0,0,0,0,0,0,0,0,0,-0.0927481744099082,0,0,0,0.477825922931479,0.270200501736379,0,0,0,0,0,0,0.159900065178951,0.250973534160899,0,0,0,0,0.208162397515412,0,0,0,0,0,-0.0350885619603843,-0.332855278163955,0,0.00581471053157198,0,0,0,0,0
