,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.245136819795133,0,0.253460069041371,0,0,0,0,0,0,0,0.0467486876318216,0.247383995472523,0,0,0,0,0.0614429247858652,0,0,-0.1397378759427,0,0,0,0,0,-0.0993999135148295,0,0,0,0,0,0,0,0.0180068512010783,0,0,0,0,0.0596352763687694,0,0,0,0,0,0,0,0.0885534321050244,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0572614186420843,0,0,0.0645134046231656,0,0,0.220664382609205,0,0,0,0.132814800645743,0,0,0,0.215607029503597,0,0,0,0,0,-0.0158839849743072,0,0,0,-0.11548348665408,0,0,0,-0.148491693361093,0,0,0,0,0.222511978797307,0,0,0,0.13630878163253,0.288422631683739,0,-0.245142459636447,0.250081373926999,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.611469274702709,0,0,0,0.024388259430288,0,0,0,0,0,0.136954087994214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035020039593203,0.00594751952585531,0,0,0,0,0.0435081851614985,0,0,0.258562502025042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.341200393762198,0,6.93889390390723e-18,0,0,0.392421675295572,0,0,0,0,0.0296349814149984,0,0,0,0,0,0.0499545197654516,0.125769536621648,0,0,0,-0.0694092556333337,0,0,0,0,-0.0125331340396777,0,0,0,0,0,0,0,0,-0.0645335267552991,0,0,0,0,0,0,0.166842697828744,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.191629563575304,0.0529336083400789,0.167097463738862,0,0.0860037231954314,0,-0.0542105140557828,0,0,0,0,0.176924266049997,0,0,0,0,0,0.480724918193876,0,0,0,0,0,0,0,0,0,0,0,0.337450510860884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197328897186874,-0.0143420570395072,0,0,-0.100591405447793
X601988.CH.EQUITY,0.105847432653566,0.147283936394251,0.299437047955452,0,0,0,0,0,0.103980658463435,0,0,0,0,-0.0549415376945017,0,0,0,0,0.12050024289129,0,-0.0416452088208806,0,0,0,0,0,0,0,0,0,0,0,0,0.164866166309332,0.118139543229451,0,0,0,0,0,0,0,0,0.0354584719169344,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.1597832235308,0,0,0.0290421741315076,0,0.135598397673854,0,0.356033478844901,0,0.0420155068270859,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0737079023515565,0,0,0.11388891289979,0,0,-0.0205514841836203,0.0741290458894098,0,0.0271292360156665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0940901374048133,0,0.179386600287145,0,0.0331184594061744,0,0,0,0,0.0581912230989758,0,0.369734333077268,0.0252179704173003,0,0.0575257215018231,0,0,0.0168008576489025,0,0.162628769790404,0,0.0645716520640882,0,0,0,0.00363412850195518,0,0,0,0.0211141631344135,0,0,0,0,0.00485579150619409,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.340468173260443,0.153603253896167,0,0,0,0,0,0.113248778094794,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.199779405466761,0,0.115886074952247,0,0,0,0,0.0289010693722536,0,0.00758670388711263,0,0,-0.0247986004358859,0,0.116553638770636,0,-0.130699552756846,0,0,0,0,0,0.0971997831347412,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0853072348090048,-0.532391484826239,0,0,0,0,0,-0.0654812154808191,0,0,0,0,0,0.804080803314633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.544471249673835,0,-1.73472347597681e-18,0.203650631431941,0,0,0.0650283708640773,0.273105400614445,-0.0939934448476577,0,-0.0191068218698507,0,0
X601166.CH.EQUITY,0,0,0,0.00898642003421932,0,0,0.457126831608835,0.0405729892072302,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0369407419679613,0.0885804016720283,0,0,0,0.364038305450602,0,0,0,0,0,0,0,-0.00458736305932854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0847669184379271,0,0,0,0,0,0,0,0,0,0.548227029014577,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0339816156178175,0,0,0,0,0,0,0.0555476779002012,0.140733806693151,0,0,0,0,0,0,0,0,0.054013874115949,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-6.93889390390723e-18,0,0.145400710065772,0.0639973344555596,0.0977752527970169,0,0,0,0,0.091363798726446,0,-0.00175970743458189,0.435013008213089,0,-0.081777688550585,0,0,0,0,0,0,0,0,-0.0267623828579632,0,0,0,0,0,0,0,-0.0228659199807579,0,0,0,0,0,0,0,0,-0.102477899470031,0.353631748826341,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0.0960363468561239,0.0639783258233998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295474640691769,0,-0.115938068504079,0,0,0,0,0.0124351429646611,0,0,0,0,0,0,0.473937445136262,0.104549808459,0,0,0,0,0,0,0.27403681481,0,0.0211927918302863,0,0,0,0,-0.137105851790905,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.306326227434395,0,-0.136449129315331,0,0,0,0,0,0,0,0,0,0,0.139381729651307,0,0,0,0,0.138625833919791,0,0.181835441710213,0,0,0.296883585458935,0,0,0,0,-0.132422662138878,0.296315862602778,0,0,0.000786128088513756,0,0,0,0,0,0,0.147829838649877,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.173424841161376,0,0,0,0,0,-0.136293215146339,-0.0561615044479302,0,0,0,0,0,0,0.0331674430669285,0,0,0.025499357609339,0,0.375368449577775,0,0,0,0,0,0,0,0,0.293556940942935,0,0,0,-0.0150266366072471,0,0,0,0,0.0402410726059654,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.131121242906579,0.348149281473259,0,0.169073757345549,0,0,0,0,0,0,0.0259082463498541,0,0,0,0,0,0,0,0.0123029673507412,0.0764863152676577,0,0,0,0,0,0,0.00265859789430933,0,0,0.13735588785346,0,0.20599485480524,0,0,0.0815360103635625,0,0.147129533304647,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0505483585500589,0,0,1.73472347597681e-18,0.0276507531173916,0.0909836520536428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488388258164167,0,0,0,0,0.062610198572985,0,0,0,0.0584704299311887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074487916485056,0,0,0
X11.HK.EQUITY,0,0.0243707342245955,0,0.00350652738893985,0.15334045835969,0,0,0,0,0,0,-0.120131144189818,0,0,0,0,0,0.0936838355236852,0,0,-0.0211580322555654,0,0.613991828372604,0,0,0.0200304921515291,0,0,0,-0.00393112455390537,0,0,0.0274879267973931,0,0.0282228356533652,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571435828867767,0.11294363455128,0,0,0,0.0872999913704713,0.0466307417378353,0,0,0,0,0.382240626526808,0,0
X688.HK.EQUITY,0,0,0,0.232430969010449,0,-0.314307703556156,0,0,0.129174041751797,0,0,0,0,0.0678393694901285,-0.0330535802224591,0.140291857764325,0,0,0,0,0,0,0,0,0,0,0,0.545032245370305,0.113429146171649,0,0,0,0.060095823014796,0,-0.132256556916669,0,0,0,0,0,0,0.336844224031863,0,-0.135772262794934,0,0,0,-0.0442335111647147,0,0.0526052584336317,0,0
