,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.671022774676061,0,0,0,0.00881465351072792,0,0,0.0494961100530388,0,0,0.0995855997352551,0,0,0,0,0,0,0.027292725380158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266960072572239,0,0,0,0,0.056410684546096,0,0,0,0,0,0,0,0,0,-0.0082469817649049
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.153267493357188,0,0,0.303068595737592,0,0.251309045202953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996505874683867,0,0,0,0.0805738833566188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498363966312892,0,0,0,0
X601288.CH.EQUITY,0.164835032070415,0,0.0903002983216412,0,0,0,0,0,0,0.155244283723823,0,0,0,0,0,0,0,0.128160371578212,0,0,0,0.0277459150156973,0,0,0.011817417589346,0.291783463289985,0,0.0427335113402582,0,0.0569794644099919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.20258467801884,0,0,0,0.0413330773390863,0,0.366515682304132,0,0,0,0,0,0,0,0,0.245898116460733,0,0.115693035534108,-0.134658303536236,0,0,0,0,0.362442549056925,0,0,0,0,0.0571393093697448,0,-0.0114257280861136,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63776014048437,-0.223416694879165,-1.73472347597681e-18,0,0,-0.183614775557282
X601988.CH.EQUITY,0,0,0.0601293674251238,0,0.0721199190852341,0,0,0,0.0239453878711212,0,0,0,0.027064585916919,0,0,0,0,0,0,0,0,0,0.624042402031004,0,0,0,0,0,0,0.0867092918778093,0,0,0,0,0,0,0,0,0,0,0.0460437685801626,0,0,0,0,0,0,0,0.0662875767181188,0.10402226893183,0
X600036.CH.EQUITY,0,0.0098157283475608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784532559157282,0,0,0.00547506730612234,0.0704150644207145,0,0,0,0,0,0,0,0,0,0,0,0,0.0148276019797293,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0228652640496716,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.231641234663422,0,0,0,0.221715252263079,0,0,0,0.156362182973591,0,0,0.0215179597568142,0,0,0,0,0,0,0,0.0401788714096464,0,0,0,0,0,-0.0186554554084743,0,0,-0.00877989019701662,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0,0
X601328.CH.EQUITY,0,0,0.00357611192579313,0,0,0,0.180004288598181,0,0,0,0.0299496279668177,0,0,0.145982778164836,0,0,0,0,0,0,0,0.268032912250435,0,0,0,0,0,0,0.0329375555997284,0,0,0,0.0349103011310287,-0.00706872489350247,0,0,0,0,0,0.070959519219386,0.251657475627215,0.0430878476295794,0,0,0,0,0,0,0,0,-0.00397056434946992
