,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,-0.212599266287453,0,0,-0.00604383581198439,0,0,0,0,0.565262217679422,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.126152925781342,0,0,0,0,0,0,0,0,0,0,-0.286304658482116,0,0,0,0,0.683686146145576,0,-0.139787858490946,0,0,0,0,-0.0538374374734347,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.00207467859912149,0,0,0.19269328569672,0,0.0201765446286088,0.0333987373124993,0,0,0,0,0,-8.67361737988404e-19,0.0114652203966034,0,0.111376995643442,0,0,0,0,0,0.045262536043192,0,0,0,0,0.0750285407896061,0,0,0,0,0,0,0,0.0548876655090293,0.536553036400874,0,0,-0.0930862421823339,1.73472347597681e-18,0,0,0,0,-0.0230095081189841,0,0,0
X601939.CH.EQUITY,0.315263901436288,0,0,0,0,0,0,0,0.00924215018043554,0,0,0,0,0,0,0,0,0,0,0,0.048713068379951,0,0,0.132700569905129,0,0,0,0,0.109056094216448,0,0,0.0237929728776069,0,0,-0.0822028753034244,0,0,0.291465950236891,0,0,-6.7762635780344e-21,0,0.0821201644333972,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.265903352270912,3.46944695195361e-18,0,0.174146920301837,0.0414251231534402,0,0,0,0,0,0,0,0.046810806475992,0,0,0,0,0,0,-0.0405161134230362,0,0,0.113497141397658,0,0,0,0,0,0,-0.066792890137918,0,0,0,0.191815396322304,0,0,0,0.0983897671990719,0,0.0847318576804763,0,0,0.0821079954651007,0,0,0
X5.HK.EQUITY,-0.0963674342353152,0,0,0,0,0,0,0,0,0,0.0820150263354589,0,0,0,0,0,0.274756334545112,0,0.000796671739345332,0,0.351911985631466,0,0,0.346294359675661,0,0,0,0,0,-0.263476614828192,0,0,0,0,0,0,-0.125697922009576,0,0,0,0.250911310646143,-0.0946720669766946,0,0,0,0,-0.114406053717824,-0.11972459305574,0,0,0
X601988.CH.EQUITY,0.254785978907153,0,0,0.571811799364693,0,0,0,0,0,0,0.101470862505718,0.099989409407003,0,0,0,0,-0.0473399480160924,0,0,0,0,0,0.00623938269959622,0.0584660397153162,0,0,0.0411720930741416,0,0,0,0,0,0,0,0,0,0,0.0266121445284452,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19
X600036.CH.EQUITY,0,0.630371522048006,0,0.148654023236313,0,0,0,0,-0.176552747192285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342221157539961,0,0,0,0,0.0704308155369524,0.0644092569035252,0,0.0754096165967653,0,0,0,0,0,0,0.137710954766933,0,0,0,0,0.0375592885430936,0,0,0,0,0
X1299.HK.EQUITY,0,0.0363642601111229,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.368925936804545,0,0,0.0529867399622326,-0.109411614273935,0.104895067598671,0.0457843321772688,0,0,0,0.159144569150365,0.187131112853554,-0.179911537171415,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684980020104434,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0463396291933732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317671573192732,0,0.0731123648751036,0.126467001689562,0,0,0,0,0,0.0357123207809666,0,0,0,0,-0.0695087795186374,0,0,0,0,0,0,0.0461425632088058,0,0.224409799468626,0,0,0,0,0,0,0,0,0,0.116443844814983,0,0
X601328.CH.EQUITY,0,0,0.0351330893208578,0.331888405037093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170758517276738,0,0,0.16208598352701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
