,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.534373178686802,-4.33680868994202e-19,0.0436933661776653,0.0373972504763213,0,0.0437955287034393,0,0,0,0,0,0,0,0.038601747513428,0,0,0.0203387733716473,0.0690293142317387,0,0,0,0,0,0.114223754341349,0,0,0,0,0,0,0.00902731055732334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.33981857566053,0,0,0.144266233317855,0,0.191116170606168,0.000590310458105379,0,0,0.0488852507568503,0.0952037038488477,0,0,0,0,0,0,0,0,0,0,0.00145459017045741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618949919135887,0,0,0,0.0116504216213403,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,1.38777878078145e-17,0,0,0,0,0.0792567398794577,0,0,0.0386845026513128,0,0,0,0,0,0,0,0.202450364208862,0.0288185367654904,0,0,0,0,0,0,0.057547831849947,0.0992626311507618,0,0,0,0,0,0,0,0,0,0.129089712661208,0,0,0.315120707869314,0,0,0,0.0328740022966978,0,0.0210267370195107,0,0,0,0,0
X601288.CH.EQUITY,0.439557378113442,0,0,0,0,0,0,0,0,0.175060590788048,0,0,0,0,0,0,0,0.127404066095268,0,0,0,0,0,0,0.0563524441336643,0.0425282352174535,0,0,0.0866337447648093,0.117695355014381,0,0,0,0,0,0,0,0,-0.0461304567581718,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.307230618362452,0,0,0,0,0,0,0,0,0,0,0.115786999374991,-0.225090672134777,0,0,0,0,0,0,0,0.349913597907758,0,0,-0.0519454936147888,0.0805995717600563,-0.541089136210827,0,0,0,0,0,0.397393506533543,0,0,0,0,0,0,0,0,-0.264552674384444,0,0,0,0,-0.313660786969659
X601988.CH.EQUITY,0,0.289798288567212,0,0,0,0,0,0,0.0256665676107689,0,0,0,0,0,0.0734424377262459,0,0,0.0485439613774563,0,0,0,0,0.460863903603031,0,0,0,0,0,0,0,0,0,0,0,0.100812074267501,0,0,0,0,0.028259150989269,0,2.77555756156289e-17,0.0376367030338262,0,0,0,0,0,0,0.0463657889153854,0
X600036.CH.EQUITY,0,0,0.100415421917069,0,0,0,0,0,0,0,0.10068170494865,0,0.290792154790866,0,0,0,-0.0546057476812408,0.00587347015339842,0.0966641846173867,0,0,0,0,0,0.35249438440575,0,0,0,0,0.0365141605361123,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347244287366002,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.165027541675513,0,0,-0.209691469201417,0,0,0,0,0.0185004987492739,0,0.0946686506262532,0,-0.0861338123938339,0,0,0.217816557918401,0,0,0.135002215233672,0.0932985967344675,0,0,0,0,0.0986931389231107,0,0,0,0.0252582626639678,0,0,0,0,0,0,0,0,0,0,0.0869474557859135,0.171547067166023,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.00611197862811858,0,0,0,0,0,0,0.0250020214856872,0.014367444312969,0.176644592752352,0,0,0.0257116132716203,0.00454560163329753,0,0,0,0,0,0,0,0,0,0.21619248928847,0,0,0,0,0,0,0,0.242290550555574,0,0,0,0,0,-3.46944695195361e-18,0.15350621254791,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0457750325679749,0,0,0,0.0982760702244672,0,0,0,0,0,0.111542625954989,0,0.00519386019533261,0,0,0,0,0,0.179335953819402,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0555623228494633,0,0,0,0,0.0260237419807412,0,0,0.192552401895555,0.251783777597432,0,0,0,0,0,0,0,0,0,0
