,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.13427245161117,0,0.1109918980227,0,0.0703074388703587,0,0,0.335510655869266,0.0501894679967136,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.123138530123994,0,-0.0723839128469878,0,0,0,0,0,0,0,0,0.196605881049355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.399180365221885,0,0,0,0.136788553873276,0,-0.123940297866131,0,0,0.048423202010242,0,0,0.393638350357859,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510660172688246,-0.00326984851835576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234089532460114,0,0,0,0,0,0,0,0.0817001067469728,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.235072127083548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200776981335754,0,0,0,0,0,0.153601411919959,0,0,0.0799683024346344,0,0,0.175380426918362,0.18552591483332,0,0,0,0,0
X601288.CH.EQUITY,0.343498224974217,0.0715912452103244,0,0,0.380797090413959,0,0,-0.0185678518993427,0,0,0.0803931500963749,0,0,0,0,0.107118375802548,0,0,0,0,0,0,0.00011893080486688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0405605318619141,0,0.322927089781348,0,0,0,0.014960492617653,0,0,0.223847040414974,0.0719587505105681,-5.55111512312578e-17,0.100460297705058,0,0,0,0,0,0.163523847209444,0,0,0,0,0,0,0.049211587961299,-0.0287962126457652,0,0,0,0,0.00626020730815824,0,0,0,0,0,0,0,0.0719703853232686,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0395474082878935,0,0,0,0.0227313467163249,0,0,0,0,0.42723831117412,0,0,0,0,0,0,0,0,0,0.0210276903810257,0,0,0,0,0.116207663366464,0,0,0,0,0,0,0,0,0,0.0571355440116682,0,0,0,0.0479176984869497,0,0,0,0,0,0,0,0,0.248278649042403,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0214357085974069,0,0,0,0,0,0,0,0,0.0256106853375168,0.234714358742461,0,0.159700833458029,0,0,0,0.132297339800391,0,0,0,0.170650609683815,0,0,0.0914493568057465,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0.0804396044040465,0,0,0,0,0,0,0,0.19653082251987,0,0,0
X5.HK.EQUITY,0,-0.161993039780369,0,-0.108772541598446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289941678984377,0,1.24040992692938,0,-0.801466673963119,0,0,0,0.502682040960213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387028303219167,0,0,0,0,0,0,0,0,0,-0.107704796231168
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.342118677383003,0,0,0,0,0,0,0,0.00761997314778512,0.0541499296742117,0,0.0130821958137316,0,0.202248874210548,0,0,0,0.0659203115213062,0,0,0,0,0,0,0,0,0,-0.0507102813312452,0,0,0,0.155356004202354,0,0,0,0,0,0,0.0218705119581638,0.06297603331015,0
X601658.CH.Equity,0,0,0,0.354101190749622,0,0,0,0.0840478500902659,0,0,0,0,0,0,0,-0.200798597958887,0,0,0,0,0,0,0,0,0,0,0.0278167271238288,0,0.859507931337435,0,0,0,0,0,0,0,0,0,0,0,0,-0.295703584069887,0,0,0,0,0.136739139525257,0,0,-6.93889390390723e-18,0,0
X601328.CH.EQUITY,0,0,0,0.321097235808811,0,0,0,0,0,-0.0433007646554898,0,0,0.366101706788778,0.0502778584868724,0,0,0,0,0.161630593842272,0,0,0,0,0,0,0,0,0,0,0,0.0292889767969368,0,0,0,0,0.0206419954921409,0,0.0734106363695503,0,0,0,0.0530565869642002,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00357405429227644,0,0.064137309285327,0,0.161874126068605,0,0,0,0,0,0,0.0707130628535518,0,0,0,-0.0114996676583709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318713356011143,0,0,0,0,0,0,0,0.0732562512140745,0,0,0,0,0,0,0.240564827320452,0.00384257436616983,0,0,0.0943182331002842,0.000553724308218242,0
X600000.CH.EQUITY,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.330027958126301,0,0,0,0,0,0,0,0.198741530920716,0,0,0,0,0,0.172706556803928,0,0,0,0,0,0.0421968023565948,0,0.00618335786371881,0,0,0,0,0,0,0.12412898784977,0,0,0,0,0.120722980001667,0,0,0,0,0,0,0
