,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0343418600831019,0,0,0,0,0,0,0,0,0,0,-0.00192589759969797,0,0.539332821788981,0.787907218500535,-0.106974888969951,0.0109532185613555,0,0,0,0.201062253110876,0,-0.230935829591467,0,0,-0.324046006881482,0,0,0,0,-0.0446902440060486,-0.0800312092123748,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.200318305262589,0,0,0,-0.0617240562996745,0,0,0,-3.46944695195361e-18,0,0,0.0206619481447109,0.0370619660647549,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.127927003841442,0,0.0857261156222958,0,0,0,0,0,0,0.284809725909202,0,0,0,0,0,0,0,0.191713323307671,0,0,0,0.061140515861639,0,0
X601939.CH.EQUITY,0,0,0,0.848225240857954,0,0,0,0,0,0.0139931451815959,0,0,-0.1154333797696,0,0,0.0249838696425139,0,0.0654627090783029,0,0,0,0,0,0,0,0,0.0477558669382328,0,0,0.0584728263175749,0,0,0,0,0.0158418607771722,0,0,0,0,0,0,0,0,0.0696674238897639,0,0.0168799589265652,0,0,0.00887336443823579,0.0417076168746996,0,0
X601288.CH.EQUITY,0.0242962025932095,0,0.897738278026665,0,-0.0653734290675534,0,0,0,0,0,0,0,0,0,0,0,0.0103202806099923,0.136192141041344,0,0,0,0,0,0,0,0,0.0507591676141614,0,0,0,0,0,0.00196358955193235,0,0,0,0,0,0,-0.095652366668428,0,0,0,0,0,-0.0313179380591064,0,0,0,0,-0.0526884688070221,0
X601628.CH.EQUITY,0,0.219370193395461,0,0,0,0,0,0,0,0.0376773783615045,0,0.515546015018399,0,0,0,0,0,0,0,0,0,0.00240391240906345,-0.0862522630743152,0,0,0,0,0,0.034892876288153,0,0,0,0,0,0,0.0245787304294679,0,0,0,0,0,0,0,0.283393961469105,0,0,0.17910964734681,0,0,0,0.146302740491036,0.131523423205267
X600036.CH.EQUITY,0,0,0.394227724812543,0,0,0,0,0,0.0216195137323371,-0.0110854640580736,0,0,0,0,2.16840434497101e-19,0.116489695009791,0,0,0,0.0092906497734872,0,0,0,0,0,0,0.184100939964646,0,0.0278496538099124,0.141503587961941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186809364014659,0
X601988.CH.EQUITY,0,0,0,0.00349263285014651,-0.1443698531726,0.0829355036000223,0,0.0303085284559168,0,0,0,0,0,0.0232762988738805,0,0,0,0,0,0,-0.0806603438257485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104124466399837,0,0,0.00979722101039518,0,0,0,0,0,0,1.02519802130169,0,0.0275735685035662
X1299.HK.EQUITY,0,0.106624828436655,0,0,0.158070057740981,0,0,0,0,0.246630931402286,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216041615681531,0,0,0.351653016027378,1.73472347597681e-18,0.225541736726373,0,0.12486981243674,0.120414396993354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.115534775945853,0,0,-0.104039088418681,0,0,0,0,0,0.110498046758227,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28297928465642,0,-0.248682836616499,0,0,0,0.149824050236159,0,0,0.105341127604389,0.180901314454527,0.398448146596747,0,0,0,0,0,0,0,-0.195874802095056,0,0,0,0,0,0,0.0965958552529063,-0.0935174370007309,0,0,0,0,0,0,0.175415130277582,0
X388.HK.EQUITY,0,0,0,0,0.330588965270879,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215900455786591,0,0,0,0,0,0,0.466423498973497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852792526262197,0,-0.115420311351832,0.262980440598491,-0.0692537869015339,0,0.0272859809213742,0,0,0,-0.140148186780608,0
