,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182874889251105,0.23995412248334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430055414540454,0,0.0740917240205898,-0.416531223801247,0,0,0,0,0.685899203710456,0.133336468857112,0,-0.210521975262881,-0.0233458523218755,0,0.168811435064323,-0.0353070429810026,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.141722438518176,0,0.0028222857874295,0.0253064059606567,0,0,0,0.0755441311166148,0.0394652397063287,0,0,0.169196976236332,0,0,0,0,0.0223364135502776,0,0,0,0,0,0.0940350108353243,0,0,0,0,0,0,0,0,0,0,0.489722748812884,0,-0.0720911756080709,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.230520600385641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125030267045458,0,0,0,0,0,0,0,0,0.0470443283498849,0,0,-0.00548790122168999,0,0.374474848766892,0,0,0,0,-0.018207473105064,0,0.0732316093664161,0,0,0,0,0.0438393477010004,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.235927093664255,0,0,0,0.00751386654798499,0,0,0.0759659030163165,0,0,0,0,0,0,0.114327742084977,0,0,-0.0175749669554593,0,0,0,0,0.118554895426942,0,0,0,0,0,-0.0736560656961659,0,0,0,0,0,0.291229365857854,0,0,0,0.129361374982622,0,0,0,0,0.0819478790589408,0,0
X5.HK.EQUITY,-0.119864739981947,-0.157751013099495,0,0.133112513197087,0,0,0,0,0,0,0,0,0,0,0.249109645083561,0,0.251079592167807,0,0,0,0,0.0844472484176746,0,0,0.358104539214737,-0.0694512807854155,0,0,-0.0976515983763597,0,0,0,0,-0.223501157035278,0,0,0,0,0,0,0.253946535048686,-0.12860016392501,0,0,0,-0.017223195832884,0,0,-0.0707341037644481,0,-0.0375443117118656
X601988.CH.EQUITY,0.196639829739757,0,0.0138014009424676,0.61906298419183,0,0,0,0,0,0,0.112533104673712,0,0.12950366013879,0,-0.140374669980483,0.01684466123874,0.117618340763373,0,0,0,0.0298304142163653,0.0353643272885414,0,0,0,-0.0401117227146281,0,0,0.016571423342123,0.016502467292029,0,0,0,0,0,0,0,0.0280109754385023,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.696078962622336,0.0392896837941694,0,0,0,0,0,-0.188036519229691,0,0,0,-0.0164107652705077,0,0,0,0,0,0.152758488589078,0,0,0,0,0,0,0.0417135510833562,0,0,0.0327192453610428,0,0,0,0,0,0,0,0,0,0,0,0.264897884314614,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0506809945023853,0,0,0,0,0,0.162386204632896,-0.0479059645864517,0.085729795530624,0.189440297558862,0,0,0.125670564413996,0,0,0.224487798316288,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300743213781385,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.110879789746836,0,0.115216382604668,0,0,0,0,0,0,0.063947341025911,0,0,0.27511387388824,0,0,0,0,0,0,0,0,0.095134557108851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190803929718674,0,0.0475731193855057,0,0,0,0,0,0,0,0,0,-0.00841919187787048,0
X601328.CH.EQUITY,0,0,0.0356202858795438,0.341878119493142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162094001929842,0.17172048850312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
