,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0210409360271152,0,0,0.178656406339995,0,0,0,0,0,0,0,0,-0.0106064390522049,0,0,0,0,0,0,0,0.0418691746111345,0,0,0.113407409489837,0,0,0,0,0,0,0,-0.165168287761531,0,0.0639811957664138,0,0,0.224542562293735,0,0.0389018100216381,0,0,0.0877161385401165,0,-0.120839755956869,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0,0
X601939.CH.EQUITY,0.241312997756976,0,0,0,0.0172172461506272,0,0,0,0,0,0,0,0,0.179861110432579,0,0,0,0,0,0.184841916445462,0.069869073809576,0,0,0,0,0,0,0,0,0,0,0,0,0.0676668443695731,0,0,0,0,0.0645632734896005,0,0,0.124406427869799,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350257689561987,0.00151986439858331,0.0947252797342793,0,0,0,0,0,0.131128254308647,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.13004572640046,-0.0511538831178063,0,0,0,0.117153885868637,0,0,0.232227339841189,0,0,0,0,0,0.127864855135932,0,0,0
X5.HK.EQUITY,0,-0.200696915779873,0,0.412232199075113,0,0,0,-0.101868870567684,0,0,0,0,0,0,0,0.00556653864029409,0,0.0619283758481393,0,0.117392669119494,0,0.484541442021311,0,-0.236942097853039,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0330778384804363,0,0,0,0.0369650082228316,0,0,0,0.13172792366134,0,0,0,0,-0.221614017120291,0,0,-0.16294453599116
X601988.CH.EQUITY,0.0286991564304169,0,0.0259138359375489,0,0,0,-0.00254842247433383,0,0.141715532875692,0.148623026710034,0.215681776240162,0,0,0,0.0821383158385496,0,0,0,0,0,0,0,0.463163366250199,-0.15052422837128,0,-0.0288307065144455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11317616830088,0
X600036.CH.EQUITY,-0.0382688077745399,0.20245046763636,0,0,0,0,0,0,0,0,0,0.0969261671657856,0,0.28051768075614,0,0,0,0,0.143664230140146,0,-1.73472347597681e-18,0.0861877421577673,0,0,0,0,-0.0441484585482044,0,0,0,0,0,0.131077137183713,0,0,0,0.0660378344395692,0,0,0.0419843875250836,0.178746546224511,0,0,0,0,0,0.0643983345573346,0,0,0.0974607093629492,0
X1299.HK.EQUITY,0,0.150243098948858,0,0,0,0,0,0,0,-0.0356582033503188,0,0,0,-0.0799203666387593,0.205751240442516,0,0,0.12537036627029,0.234313905332027,0,0.188179900040564,0,-0.07013539409398,0.171039135206175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17076099704485,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0.0413241352951175,0,0,0,0,0,0,0,0,0,0,0,0.129406795366334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052426165245244,0,0,0,0,0,0.300781772614196,0,0,0,0,0,0,0,0,0,0.153786804974357,0
X601166.CH.EQUITY,0,0,0.0448890971537547,0,0,0.103091343911993,0,0,0,0,0,0,0,0,0,0,0.244932705153979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475833296075358,0.225566993584342,0,0,0,0,0,0.17110608803356,0,-0.106911288040314,-0.0319125672388554,0,0,0,0,0,-0.071745300170502,0,0
