,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.301081501290669,0,0,0,0,0.407601508908525,0,0,0,0.00241933571248995,0,0,0,0,0,0,0,0,0,0,0,0,0.12017449104569,0.0651019045905352,0,0.0535595124857668,0,6.93889390390723e-18,3.46944695195361e-18,0,0,0,0,0,0,0.0834834791201936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.329710601358213,0,0,0.167850651145077,0,0,0.0159101024741333,0,0,0,0,0,0,0.139182450825774,0,0,0,0.0177236715027453,0,0,0,0,0,0,0,0,0,0.161115660494535,0,2.71050543121376e-20,0,0,0,0.0924434297204134,0,0,0,0,0,0,0,0,0.00682371489881956,0,0.0322077561317451,0,0,0,0,0
X601939.CH.EQUITY,0.458520966721248,0.117707096196112,0,0,0,0,0,0.178919196645073,0,0,0,0,0,0,0,0,0.00982026567398171,0,0,0,0,-0.137407281887764,0,0,0,0,0,0,0,0.138038736672315,-0.0113148292308236,0,0.138615659703903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197779699717659,0.144385855437738,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.53980333515321,0,-0.0790059421820821,0,0.0400932940204179,0,0,0,0,0,0.0427311815921611,0,0.0290149731731482,0,0,0.0695626471123111,0,0.110661913811161,0,0,0,0,0.106048453467337,0,0,0.0585186367060529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346812751501984,0,0,0,0.0242989624647047,0
X600036.CH.EQUITY,0,0.137528589863921,0,0,0,0.0513249997877211,0,0.0282749689905293,0,0,0,0,0.136467571543664,0,0.03385228028146,0,0,0,0,0,0,0,0,0,0.0973120030965166,0.0381398146700425,0,0,1.73472347597681e-18,0.0052408374601878,0.0137646475699335,0,0,0,0,0,0,0.0569764874955318,0,0,0,0,0.057441811687793,0,0,0,0,0,0,0.360693007303814,-0.268215031492458,0
X1299.HK.EQUITY,0,0,-0.0700241584548637,0,0,0,0,0,0,0.134354271121595,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.155776061878779,0,0.202578537687157,0,0.0383777693835626,0,0,0,0,0,0,0,0,0,0,0,0,0.142133682094684,0,0.00274202217253427,0.0131639785695491,0,0.163571760183316,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.1751201517888,0,0,0,8.67361737988404e-19,0.00163387775654942,0,0,0,0,0,0,-0.0135037543637349,0,-0.241030779218759,0,0,0,0,-0.0645524078015446,0,0.190994099845112,0,0,0,-0.147230476276137,0,0,0,0,0,0,0,0,0.604756962663158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.236361238935238,0,0.0668659813563358,0.497376913285246,0,0,0,0,0,0.119012470311294,0,0,0.145942701782076,0,0,0,0,0,0.0109829429191109,0,0,0,0.125569214511288,0,0,0,0,0,0.0621149891447758,0,0.0390939521760022,0,0,0,0,0,0.0700813499409143,0,0.0121545738800082,0,0,0,0,0,0,0,0,0,0,0,-0.0313685662272873,0.0317102289576764
X5.HK.EQUITY,0,0.170493526199748,0.144741607738514,0,0,0,0,0,0,-0.013036212861883,0,0,-0.0523399719749386,0,0,0,0,0,0,0,0,-0.39180355640244,0.186127391133347,0,0,0.12836045812997,0.149074696551573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940981143089889,0.099600249066129,0,0,0,0,0,0,0,0.135687630189048,0
X388.HK.EQUITY,0,0,0,0,-0.169483384374307,0.2545985379494,0,0,0,0,0,0,0.0558038493885714,0,0,-0.0848200370300231,0,0,0,0,-0.127325350182103,0.436492003622051,0,0,0,0,0,0.113013760772823,0,0,0,0,-0.0296091687862496,0,0,0,0,0,0.136160777936895,0.074053386270454,-0.0198342850027048,0,0,0.180215799725596,0,-0.216732181532741,0,0,-0.0585941561893609,0,0.145105681212957,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0546039982691921,0.158786516466502,0,0.123361413812173,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.185323068741176,0.0272244877500013,0,0,0.394354519487445,0,0,0,0,0.0100940160407781,0,0.0015029325265779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.422473754997356,-0.0190218660039351,-0.0130117479509681,0,0,0,0,0.210672816878572,0,0.116215020212756,0,0,0,0.433044546160144,0,0,0,0,0.318906941991997,0,0,0,0,0,0,0,0,0,-0.301265670898714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399810810579841,0,0,-0.0303498186301208,-0.344435999829363,0,0
X000001.CH.EQUITY,0,0.146560080704817,0,0,0.094082462781363,0,0,0.239413744475357,0,0.0435461904286333,0.238499874068192,0,0,0,-0.0500529286470167,0.0250358136767961,0,0,0,0,0,0,0.172090055096077,0,0,0.237636837554681,0,0,-0.0311752118768103,0,-0.0611202934190331,0,-0.257623376805593,0,0,0,0,-0.0380942087370644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0584255203241688,0,0,0,0,0.0052704237628861,0,0,0.17022216526819,0,0,0.181859268350432,0,0,0,0,0,0,0,0,0,0.0896995392546139,0,0.288316143856189,0.0870608158074139,0,0,0.0682230728572632,0,-0.0309245507142438,0,0,0,0.284321706653979,0,0.0158287896096428,0,0,0,0,0,0
X000002.CH.EQUITY,0,-2.71050543121376e-20,0,0,0.028966473976912,0,-0.0837889633033754,0,0,-0.070631522900896,0,0.149054852808801,0,0,0,0,0,0,0,0,0,0,0,-0.0189208514101758,0.286566107001556,0,0,0.329055352375622,0.0537047096240141,0,0,-0.132653546180413,0.0432131022108404,0,0,0,0,0,0,0,0,0,0,0.220187316996807,0,0,0.0497776892154188,0,0,0,0,0
X601601.CH.EQUITY,0,0.542337550466962,0.051256478510023,0,0,0,0,0.120648091168451,0,0,0,0,0.20142314357432,0,0,0,0,0,0,0.193511364779218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495968215327877,0,-0.0827630438587095,0,0,0,0,0,0,0,0,0,0,0,-0.0219785389335111,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.00749197484742288,0.0470367736932027,0,0,0,0.167081587037964,0,0,0,0,0,0.321696550253613,0,0,0,0,0,0.0959582329996029,0.0278052784185757,0,0,0,0,0,0,0,0,0,0,0.107137411014143,0,0.144582791611835,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0418637282839728,-0.00753943718940427
X600000.CH.EQUITY,0,0,0,0,0.115226152560525,0,0,0,0,0,0,0,0,0,0,0,0.518167200659542,0,0,0,0,0,0,0,0.0819952446822099,0,0,0.00912125138380562,0,0,0,0,0,0,0,0,0,0,0.00961596322705429,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.104938724901788,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0345695806303319,0.555651198609413,0,-0.0898578296653792,0,0,0,0,0,0,-0.0941810335021592,0,0.0666750406399417,0,-0.163840077223898,0,0,0,0,0,0,0,0,0,0,0,0.200560709075795,0,0,0,0,0,0,0.110600613221584,0,0,-0.0679522788323187,0,0,-0.17555984131058
X601319.CH.EQUITY,0,0.0775189098517829,0.209572699352675,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.256630863897036,0,0,0,0.0557136093841986,0,0,0,0,0,0,0.0158484526801391,0,0,0.0151514976927837,0,0,0,0,0,0,0.141249245908255,0.0150335604331112,0,0,0,0,0,0,0,0.0227590452794536,0,0,0,0,-6.93889390390723e-18,0.00812771623750843,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0523915011235979,0,0,0,0,0,0,0,0,-0.00931957571853326,0,0,0,0,0,0,0,0.0182636936038477,0,0,0,0,0,2.71050543121376e-20,0.0269633857060442,0,0,0.0277011632072736,0,0,0,0,0,0.0304349361088683,0.172602840530316,0.355337984249938,0.493711625434649,0,-0.0639497532353204,0,-0.166992303224893,-0.455995851937069,0.0268465615847859,0,0,0
X300059.CH.EQUITY,0,0,0,0,-0.0617147926138675,0,0,0,0,0.0760447263072466,0,0.0591362087343326,0,0.00898162090555998,0,0.101861083659778,0,0,0.250541196280751,0,0,0,-0.0798230440017901,0,0,0,0,0,-0.0354777439017442,0,0.0490648444074726,0,0,0,0,0,0,0,0,0,0,0,0,0.418315065328412,0.0611662802290081,0,-0.0352238342995733,0.219886282972405,0,0,0,0
X11.HK.EQUITY,0,-3.46944695195361e-18,-0.118220601153388,0,0,0,0,0.0643105370846951,0.688911710977903,0.148243561841402,0,0,0.0491361827789861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173328628328056,-0.0145529034073308,0.0289940762371014,0,0,0,0.0778646139500979,0,0,0,0,0.194589709802684,0,0,0,0,0,0,0,0,0.0190836994071633,0,0,0,-0.0308281385608489,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.106279803900077,0,0,0,0,0,0,0,0,0,0.0127825968641874,0.111996102513191,0,0,0,0,0,0,0,0,0,0,0.0573807444681086,0,0,0,0,0.456156198686262,0,0,0,0,0,0,0,0,0,-0.193440977111529,0,0,-0.0121982003866801,0,0.270945077256491,0.197365840227963,0,-0.115928457771809
X601998.CH.EQUITY,0,0,0,0.337084812751404,0,0.273672710940492,0,0.150300554406024,0,0,-0.159702086548497,0,0,0,0.091574002666985,0,0,0.139205665104924,0.0105546514248192,0,0,0,0,0,0,0,0,0,0,0.387121991648428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157130492377752,0,-0.0796290417247056,0
X002142.CH.EQUITY,0,0,0,0,0.150743784604104,0,0.0225017989855197,0,0,0,0.156235108348603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344284141189673,0.0701105418654591,0,0,0.157956675252872,0,0,0,0,0,-0.0279867080951856,-0.0147994737435342,0,0.0846346163907756,0,0.0461848816638187,0,0,0,0,0,0.0582547980097263
X2388.HK.EQUITY,0,0,0,0,0.0182306945107888,0,0,0,0.0170708838975936,0,0,0,0,0,0,0,0,0,0,0,0.105985619489664,0,0.424712141274346,0,0,0,0,0.114751308867107,0,0,0.0133515617927923,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027184050098041,0,-0.0168812248194911,0,0.261441624300736,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,-0.135690714452572,0,0,0.084350179706776,0.0553845813559001,0,0,0,0,0.596493449877977,0,0,0.209939191844431,-0.177346943514473,0,0,0,0,0.00018908946035075,0,0,0,0,0,-0.188760820833993,0,-0.0683845834207408,0,0,0.204112509386569,0,0,0.0901711538187473,0,0,0,0,0,0,0,0,-0.0275258854229752,0,0.437879907131642,0,0.0142991349752518,0
X2007.HK.EQUITY,0,-0.0210993714723573,0,0,0,0,0,0.0928179340273111,0,0,0,0,0,0,0.084781445591381,0,0,0,0,0,0,0,0,0,0.0548325579334115,0,0,0.18018393401689,0,0,0.263110934373186,0,0.143862334050056,0,0,0,-0.0594927362960757,0.0571295248972334,-0.0424466268381868,0,0,0,0,-0.106495583768032,-0.000613127667879926,0,-0.0170195903524129,0,0,0,0,-0.212752261790385
