,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.166990209869839,0,0,0,0,0,-0.19222358711137,0,0,0,0,0,0,0,0,0,0,-0.0220976744369331,0,0,0.384563889014016,-0.031356116597348,0,0,0,0.430699902928875,0,0,0,0,-0.0693852578642042,0,0,0,-0.0344511163920239,0,0,0,0,0,0.023353312363968,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0363556879137925,0,0,0,0,0,0.170665595729439,0,0,0,0.217654657328524,0,0,0,0,0.0380605214050711,0,0,0,0,0,0.115482907072182,0,0,0.0587031364036459,0.309582660960915,0,0,0.15538137577727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.764707675141553,0,0,0,0,0,0,0.116850775310775,0,0,0,0,0.101694614863464,0,0,0,0,0,0.00591998403669034,0,0,0.0111598262401455,0,0,0.0681691862664401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.905175486330478,0,0,0.0748083824210894,0,-0.0638536745797797,0,0.00936780488642853,0,0,0,-0.0119243714507018,0,0,0.0370205076812208,0,0,0,0.025797197601792,0,0,0,0,0,0,0,0,0,0,0.0633221312444285,0,0,0,0,0,0,-0.0567391825595983,0.00235065397922175,0,-0.130963427063259,0,0,0,0.0220852764478506,0,0,0,0,-0.0920920689103974,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.347454325595878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175623666365445,0,0,0,0,0,0,0,0.199537795229714,0,0.0323583676057458,0,0,0,0,0,0,0,0,0,0.0611602309483124,0,0,0,0,0,0,0.0833028311098796,0,0,0,0,0.0118123125756982,0,0
X601988.CH.EQUITY,0,0,0,0.0587833810128375,0,0.0230611710329535,0,0,-0.0624632751416134,-0.00898322415397842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706551749002384,0,0,0,0,0,-0.027248780053874,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.128484813152316,0,1.00102359229202,0,0,0
X1299.HK.EQUITY,0,0.0325817873680483,0,0,0,0,0,0,0,0.201606220790357,0,0,0,0.182956234201737,0,0,0,0,0,0,0,0,0.313377038394414,0,0,0,0,0,-0.0562948377127501,0,0.0459303396468608,0,0,0,0,0,0.0649471436457429,0.0717711275166756,0,0,0,0,0.163142327186249,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.14264458223665,0,-0.0250766510450816,0,0,0,0,0,0,-0.272465317881704,0,0,0,0,0,0,0,0,0.0311294237103374,0,0.447180331102111,-0.140403468668486,0,0,0,0,0,0,1.38777878078145e-17,0,0.335832415755057,0,0,0,0.17638607983384,0.377670171031862,0.0553045051448565,0,0,0,0.363840315662148,0,0.025841219240962
X388.HK.EQUITY,0,0.261781630057493,0,0,0.303586782130312,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582368341466413,0,0,0.0207834995537389,0,0,0,0.110534712733564,0,0,0,0,0,0,0,0,0,0,0,0,0.274402336403735,0,0,-0.0814961065509022,0,0,0,-0.189095707530067,0.250260259177566,0,0,0,-0.0746729981479181,0,0
