,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.409904004557398,0.0322962152859875,0.0634005729008578,0,0,0,0,0,0,0.188095674185766,0,0,0,0,0,0,0,0,0,0,0.0593690373878201,-0.0266235786880702,0.0590498229573894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926431054294805,0,0,0.00280797984900957,0,0,0.0628958404701584,0.0507756818516315,-0.100685413686675
X601939.CH.EQUITY,0.396344737180554,0,0,0.186437792919432,0,0,0,0,-0.0372860018414816,0,0.143200078491869,0,0,0,-0.0803392024315681,0,0,0,0,0,0,0,0,0.178533065631059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598673896425384,0,0,0,0.0969426991770014,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377056919234691,0,0,0,0.214160006957484,0,0,0,0,0,0,0,0,0.146974508354811,0,0,0,0,0,0.0914451292248675,0.0342875278016787,0,0,0,0,0,0,0,0,0,0,0,0.0843732199456124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0331875421968555,0.562134035304254,0,0,0,0,0,0.269317420367423,0,0,0,0,0,0.0954768983552903,0.0939906160205182,0,0,0,0.02760702257314,0,0,0,0,0,0.0922109788500336,0,0,0,0,0,0,0,0,-0.541380229743951,0,0,0,0,0,0,0,0.159413827645743,0,-0.0817919265793844,-0.0972265101364332,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0
X1299.HK.EQUITY,0,0,0,0,0.0353274224333421,0,0,0,0,0,0.0348060556139628,0,0,0.187237558906918,0,0,0.0341614735310814,0.502059859314056,0,0,0,0,0.115531808770599,0,0,0,0,0,0,0.017368688667808,0,0,0,0,0,0,0,0,0,0.0849990645139965,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371591,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,6.93889390390723e-18,0,0,0,0,-0.263940869978742,0,0,0,0,0,0,-0.0155458088970745
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.166540885175015,0,0,0,0,0.0852417228418962,0,0,0,0.305140816010293,0,0,0,0,0,0,0,0,0,0.0082390299109143,0,0,0.0563247940737652,0,0,0,0,0,0,0.263789234847414,0.0333099469127175,0,0,0,0,0.152277826175247,0,0,0.079936867373613,0
X601658.CH.Equity,0,0,0,0.135818176571494,0.154334854102019,0,0,0,0,0,0,0,0,0.125614461756936,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.175538702252047,0,0,0,0,0,0,0,0,0.2196123558098,0,0,0,0,0,0,0,0,0,0,0.352431743291932,0,0,0.0285843131993048
