,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.13350200322696,0,0.0869321744677461,0,0,0,0,0,0,0,0.318959185484946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740307946619998,-1.73472347597681e-18,0,0,0,0.174702152150607,0,0,0,0,0,0,0,0,0.0218078917866071,0,0.0202676172788081,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0774527464598732,0,0,0.178669827631689,0,0,0,0.23868965375641,-0.0291178098664797,0,0.215483965046008,0,0,0,0,0,0,-0.0238941285554158,0,0,0,0,0,0,0,-0.138225348492671,0,0,0.245021734939333,0,0,0,0,0.0376646156436233,0.2303538929254,-0.268410976926064,0,0.157709247420975,0.16816612304138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.48105169908594,0,0,0,0,0,0,-0.0465027699255771,0,0,0,0.119839985147973,0,0,0.143979202467569,-0.0668054512699431,0,0,0,0,0,0,0.0122651827953663,0,0.116530475826231,0,0,0,0,0,0,0,0,0,0,0,0,0.116346165645653,0,0,0.328080458634696,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.277025175774291,0,0.0612993675354934,0,0,0.355150160682964,0,0,0,0,0.126545627027874,0,0,0,0,0,0.0894657277451489,0,0,0,-0.051356273331283,0.0398867448609016,0,0,-0.0611957256599768,0,0,0,0,0,0,0,0,-0.122148783077979,0,0,0,0,0,0,0.211435438730075,0,0,0,0,0,0,0.0810636933694243,-0.000360070210459062,0,0,0
X5.HK.EQUITY,0,-0.0295380876238022,0,0.188052550556557,0,0.0441546941735334,0,0,0,0,0,0,0.0488549132429942,0,0,0,0,0,0,0,0,0.41213346246236,0,0,0,0,0,0,0,0,0.369334134960577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123136879515086,-0.133405653953271,0,0,-0.0671227594564828
X601988.CH.EQUITY,0.175262608093207,0.0805543630061256,0.103862326008015,0.0528578241614492,0,0,0,0,0.226404360336091,0,0.0220570406056734,0.2537214240229,0,0,0,0,0,0,0,0,0,0.0216354706337443,0,0,0.0449501626321487,0,0,0,0,0,0,0,0,0,0.172012872565418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176939344086604,0,-0.0316313503333161,0.0310268831452662,0,0.315220731534872,0,0.260466438030607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042225042387514,0,0.0513086206333958,0.031231519145744,0.0959556026726245,0,0,0,0.0438589690381268,0,0,0,0.0517249375208987,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0483920557973329,0,0,-0.131869919620034,0,0.17555486774117,0.256208729988094,0,0,0,0,0,0,0,0,0,0,0.205055505226437,0,0,0,0,0,0.0833989568801845,0.0890995257362664,0.000814413871834029,0,0,0.061945020398002,0,0,0.0942988913450918,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0604887826951799,0.305153747000802,0,0,0.08446207691032,0,0,0,0,0.0153396449186536,0,0,0,0,0,0,0,0,0,0.0269583919072176,0,-0.0765403261449629,0,0,0,0,0,0.203895177590508,0,0.0527805299945692,-0.205840713177154,0,0,0,0,0,0,0,-0.181135817180527,0,0,0.00822216277444101,0.0604124600065953,0,0,0,0,0.160927888601955,0,0,0,0.00793581453504123
X601658.CH.Equity,0,0.245226098142254,0,0,0,0,0,0,0,0,0.176423202018184,-0.541573832367453,0,0,0,0,-0.0745734712075878,0,0,0,0.120436699481902,0,0,0.910866034068909,0,0,0,0,-0.365687815795229,0,0.101367374875798,0,0,0,0,0,0,0,0,-0.286654447714831,0,0.0792216407579574,0,0,0,0.678493701654805,0,-0.397534285978497,0,-0.207645789330627,0,0
X601166.CH.EQUITY,0,0,0.0785518340325674,0,0,0,0.448073855436889,0,0,0,0,0,0,0,0.0476777085745477,0,0,0,0,0,-0.0299111203012363,0,0,0,0,0,0,0.125426163137923,0.287612419486043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241837437483674,0,0,0,0,0,0,0,0
