,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.308346485346128,0,0,0,0,0.368200563205782,0,0,0,0,0,0,0,0.0349641448267753,0,0,0,0,0,0,0,0.131254343140397,0,0,0.029262034113056,0,0,0,0,0,0,0,0,0,0,0.105984952199604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.225195701045664,0,0,0,0,0,0.223264926366097,0,0,0,0,0,0.144418791615172,0,4.33680868994202e-19,0.0602889450631202,0,0,0.0556389227412445,0,0,0,0,0,0,0,0,0,0.0720726140945285,0,0.00307199171667613,0,0,0.121854946166484,0,0.0493517955674414,0,0,0,0,0,0,0.0162947418777868,0,0,0,0,0,0,-0.0379331237446528
X601939.CH.EQUITY,0.476092106280013,0.142379615926435,0,0,0,0,0,0.244812990023914,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179575817331464,0,0,0,0,0,-0.0101900861319854,0,0,-1.38777878078145e-17,0,0.12098164258071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146992822929558,0.200911775001523,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.558521750608698,0,-0.0795204688431963,0,0.0411318571509553,0,0,0,0,0,0.018295716323906,0,0,0,0,0.0608062475813106,0.135306105178701,0,0,0,0,0,0,0.112858373050795,0,0.05593161054304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340137143936867,0,0,0,0.0190784340131136,0
X600036.CH.EQUITY,0,0.115794480788197,0,0,0,0.0795175438908323,0,0.0884128743655789,0,0,0,0,0.107293983272469,0,0,0,0,0.00205669512627194,0,0,0,0,0.0134133596922197,0.0939988394537568,0,0,0,0,0,0,0.0791143290051292,0,0,0,0,0,0,0.040336994687414,0,0,0,0,0,0,0,0,0,0,0,0.345422615597759,-0.216503497871911,0
X1299.HK.EQUITY,0,0,-0.271377169134959,0,0,0,0,0,0,0.173250651967255,0,0,0,0,0.10485404641035,0,0,0,0,0,0,0,0.0710371496751872,0.0127994752518248,0,0,0,0,0,0,0,0,0.228625461483482,0,0,0,0,0,0.188275432866694,0,0.0347179960657456,0.0931512526032718,0.30834084134925,0,0,0,0,0.218307048024405,0,0,0,0
X601628.CH.EQUITY,0.173030706848946,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0162470889245373,0,0,-0.238464181336477,0,0,0,0,-0.0629044225566705,0.189889549353179,0,0,0.00215877384929019,0,-0.14282682094483,0,0,0,0,1.73472347597681e-18,0,0,0.613242900353473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0458058471032355,0,0.0888290629242894,0.365554936834148,0,0,0,0,0,0,0,0,0.194100818677461,0,0,0,0.153832911648995,0,0.0105963028130418,0,0,0,0,0.0289196395362762,0,0,0.00757779168123688,0,0,0.107461192862695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.355129245442297,0,0,0,0,0,0,0,0,-0.0251451474798747,0,0,-0.31342888216348,-0.0517598987645052,0,0,0,0,0,0,0,0.217594549222301,0,0,0.157642612350348,0,-0.0263203700305653,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.30553938121003,0,0.102368615132751,0,0,0,0.106165161640803,0,0,0,0.0641555700265542,0
X388.HK.EQUITY,0,0,0,0,-0.0870196167620398,0.240545611693508,0,0,0,0,0,0,0.0102687411201799,0,-0.0220192113272372,0,0,0,0,-0.12968996419407,0,0.412453223295328,0,0,0,0,0,0,0.0361287781420199,0,0,0,0,0,0,0,0,0,0.0795025275634079,0.116477229547684,0,-0.0682276919170494,0,0.175756042343477,0,-0.332777432544288,0,0,0,0,0.178126827709669,0
