,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.365987047040013,0,0.0364222148788419,0,0,-0.00883984566846113,0,0,0.0611228270378593,0,0,0,0.109188692461632,0,0.159257517970159,0,0,0,0,0,0,0,0.116380030872496,0,0,0,0,0,0,0.0592606954195159,0,0,0,0,0,0,0,0,0,0,0,0,0.000415528764079077,0,0,0,-0.145989969425478,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0202101624792128,-0.0618533173510464,0,0,0,0,0,0.133066984739662,0,0,0,0.264450388265059,0,0,0.0791809168751565,0,0,0,0,0,0,0,0.117074171317909,0,0,0,0,0.252820270065664,0,0.0831365889288863,0,0,0,0,0,0,0,0,0,0,0,0.0767514645929902,0,0
X601939.CH.EQUITY,0,0,0,0,0.737111252530383,0,0,0,0,0.0392530733330057,0,0.145187790397445,0,-0.0460541102374749,0.0279752569149894,0,0,0,0.0280432274136594,0.0519184908182178,0,0,0,0.0212125449047624,0,0,0.010293167366249,0,1.73472347597681e-18,0,0,0,0,0,0,0.0899652548026448,0,0,0,0,0,0.0466886909034368,0,0,0,0,0.0412151579597948,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.170883402565928,0,0.834327896086744,0,0,0,0,-0.0795544897447055,0,0,0,0,0,0,0,0,0.0206491475634288,0,0,0,0.0238786864525266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706832340583984,0,0,0,-0.011927584921715,0.00950684302727303,-0.172987870223836,0,0,0,0,0,0,0,0,0,-0.00525121203806722,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.38777878078145e-17,0,-1.38777878078145e-17,0.14248158220556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105197810974954,0.00189920498310272,0,0,0,0,0,0,-0.00833408920408906,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311223126231463,-0.059415028881922,0,0,0,-0.0932405170035803,0.908897593915283,0,-0.0903169053793805,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.177347696367577,0,0,0,0.0546537098335926,0,0,0,0,0,0,0,0.270456572107067,0,0,0,0.116773023464846,0,0,0,-0.0702803827314777,0.0986948017804193,0,0,0,0,0,0.0778791440878692,0,0,0,0,0,0,0.121273163863556,0,0,0,0,0,0,0,-0.0320483974198291
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251890343098134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637624952594371,0.365406232089633,0.0234422523383249,0.112884442936046,0,0,0,0,-0.0650852664077016,0,0,0.0846774895718018,0,0,0,0,0.147042283243478,0.323226477251254,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.117038889608258,0,0.163529325627689,0,0,0,0.0310713629865174,0,0,0,0,0,0,0,0,0,0,0,0,0.125401659542932,0.233637898567197,0.0283975100846117,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.11853967591146,0.287593191409512,0,-0.309195631014691,0,0,0.0212333569699607,0,0,0.156077414820141,0,0,0,0,0
