,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.0594185602494336,0,0.131879119278383,0.170363097190499,0,0.34805193317442,0,0,0,0.00235421359201449,0,0.133310604681128,0,0,0,0,0,0,0,0,0,0.011041842958749,0,0.0047365603625151,0,0,0.112228879013853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.13964337698636,0,0,0,0,0,0,0,0.314895214546125,0,0,0,0,0,0.0152248338005113,0.358824639204735,0,0,0,0.00995168094233586,0,0,0,0,8.67361737988404e-19,0.124808649317283,0.0239799312770207,0,0,0,-0.127729013071245,0,0,0.122128393953739,0,0,0.0661836988055844,0,0,0.011640015391222,-0.0457386403773683,0,0,0,0,0.004522347926684,0,0,0,0,0,0
X601939.CH.EQUITY,0.26798700537489,0,0,0,0,0,0,0,0,0,0,0,0,0.414930062840309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194538264208145,0,0.108783364194604,0,0,0.00680026662322507,0,0,0,0,0,0,0.00387838883684448,0,0,0
X601288.CH.EQUITY,0.343764425762721,0,0.0424240634880364,0,0,0.468777931702057,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0357193000070471,0,0,0,0,-0.0109447391111499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11285358761775,0,0,0
X5.HK.EQUITY,0,0,0,-0.03016175068073,0,0,0,0.164595334927375,0,0.155921166419354,0,0,0.370437745107516,0,0,0,-2.77555756156289e-17,0,0,0,0,0.0485920777185043,0.689623447760158,-6.93889390390723e-18,0,0,0.0201871109087792,0,0,0,0,0,0,0.0965709969686278,0,0,0,0,0,0,-0.294772431282476,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.134468131200483,0.0556764700925526,0,0,0,0,0,0,0.113671102859719,0,0.0704750145912449,0,0,0.115515196791748,0,0,0,0,0.0684123244461684,0,0.158375340355981,0,0,0.115125568239234,0,0,0,0,0,0.0231044233672693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111004755415207,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.197053032225869,0,0,0.229187169618895,1.38777878078145e-17,0,0,0,0.17708507180078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149006549287833,0,0.00530075179158916,0.152876065621842,0,0,0.0961322658963247,0,0,0,0,-3.46944695195361e-18,0,0,0.0374014412283254,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.146686249941941,0,0,0,0,0,0,0,0.358929562400106,0.0238525132495669,0,0,0,0,0.180199764285033,0.266878650151974,0,0,0,0,0,0,0.268731037133301,0,0,0,0,0,0,0,0.00965655273755486,0,0,0,0,0,0,0,0,0,0,0,0.0744861482088405,0,0,0
X601628.CH.EQUITY,0.306115250744378,0,0,0,0,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,-0.0171384961375717,0,0,0,0,0.0823781517715766,0,0,0,0.0730168954014885,0,0.267095191930024,0,0,0,0,0.177793416373598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.144909779821118,0,0,0,0,0,0.20276425226216,0,-0.0846196902226755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.204718052910851,0,0,0,0,0,0,0,0,0.677134224214263,0,0,0,0,0,0.520810624745195,-0.138397291932169,0,0,0
