,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.673202679997514,0,0,0,0,0,0.008684917547617,0,0.0497322265827198,0,0.100143425938207,0,0,0,0,0,0,2.16840434497101e-19,0.0272897089574633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266459658510216,0,0.0564818580738678,0,0,0,0,0,0,0,0,0,0,-0.00870931526094212
X601939.CH.EQUITY,0.275848812849157,0,0,0.356680897226443,0,0.0626810147607221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420082865556391,0,0,0,0,0,0.0313439638648259,0.21059656577846,0,0,-0.0611654037803953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0465011969785317,0
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0,0
X601288.CH.EQUITY,0.289362204559928,0,0,0,-0.0271009193110266,0,0,0,0,0.115196399708781,0,0,0,0,0,0,0,0,0.0633087916604672,0,0,0.0566719451492709,0,0,0.0304867038679572,0.25978989423493,0,0,0.0354624610571445,0.0700074918613705,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0733489160454439,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.159064678850664,0.0654940140224642,0,0,0,0.453761311310745,0,0,0,0,0,0.255128631021632,0.0143225182196727,0,-0.352763199064921,0,0,0,0,0.351433885953514,0,0,0,0,0.183288540975899,0,-0.00309521275397155,0,0,0,0,0,-0.251235341953841,0,0,0,0,0,0,-0.185712434097772,0,0,-0.0576660931895688,0,0,-0.313593884195548
X601988.CH.EQUITY,0,0.106218719038264,0,0,0.0990206698640546,0,0,0,0.106850200744864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507001356905782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436285921367821,0,0,0,0,0,0,0,0,0.103515178575133,0.0874410555007584,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0967577019232221,0,-0.0544363904252834,0,0.0459548759467443,0,0,0,0,0.239328172080268,0,0,-0.0467563314236049,0.205915140981709,0,0,0,0.0921933024648152,0,0,0,0.0425682516375775,0,0,0,0,0,0,0,0,0.0491775713530706,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052284,0,0.0709540482925763,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.124952492924274,0.0917867746727627,0,0,0,0,0,0,0,0,0,0,0,0.0241721392791469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355017595563311,0,0,0.0424506410088348,0,0,0,0.0862595212393521,0,0,0.115921332995516,0,0,0.0327843100731326,0,0
X601328.CH.EQUITY,0,0.00244993276790087,0,0,0,0,0,0.189043016341974,0,0,0,0,0,0.113133371511218,0,0,0,0,0,0,0,0.322227778742113,0,0,0,0,0,0.0403268342755146,0,0,0,0.00478608988158818,-0.00123480457957,0.0164209733247472,0,0,0,0,0.0724763077147904,0.236265527260314,0,0.0566890453240865,0,0,0,0,0,0,0,0,-0.0186698485595735
