,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.166610359970191,0,0.0783628079120319,0,0,0,-0.0883220559124583,0,0,0,0.495204442223306,0,0,0,-0.0704059918547391,0,0,0,0,0,0,0,0,0,0,0,0,0.0721900289194288,0.00512387666178212,0,0,0,0,0,0,-0.0488781290193099,0,0.119235999551622,0,0,0,0,0.168367596867589,0,0,0,0.0222392447973916,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.135906882812954,0,0,0.11049434309816,0,0.17912115679454,0,0,-0.0751814077910977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125517181999792,0,0,0,0,-0.218526956701082,0.261600456257564,0,0.0739126394152303,0.129051527236037,0,0,0,0,0,0.208454998081984,0,0
X601939.CH.EQUITY,0.168892568900187,-0.00123673245825924,0,0.29657370962791,0,0.113147643129244,0,-0.0730758864849335,0,0,0,0,0,0,0.0717352969354341,0,0,-0.0188206993096479,0,0,0,0.103162554852371,0,0,0,-0.0686741475090975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486977036813101,0,-0.0311407341793324,-3.46944695195361e-18,0,0,0,0,0,0,0.0205233134997535,-0.0342427540680956,0
X601288.CH.EQUITY,0.382038881023718,0,0.159978121330631,0,0,0.188507011379597,0,0,0.0857859066439751,0,0,0,0,0,0,-0.0689351786454209,0.0560583812451293,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.00058398364982971,0,0,0,0,0.127033360784472,0,0,0,0,0,0,0,0,0.213574365428296,0,0,0
X5.HK.EQUITY,0,-0.124778570447386,0.0277096045013616,0.285661074738305,0,0,0,-0.248051418627405,0,0,0,0,0.146131290893259,0,0,0,0,0,0,0,0.539826320121242,0,0,0,0,0.302207215510972,-0.0109678508643194,0,0,0,0,0,0,0.0223803716504717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200681264276175,-0.0718006566267787,0,0,0
X601988.CH.EQUITY,0.144727293872439,0,0.125050834750634,0.152605384701273,0,0,0,0,0.109451939237533,0,0.103384761716154,0,0,-0.260236022507838,0,0,0,0,0,0,0,0,0.0692589576839081,0,0.248703068353263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116504399009425,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0874781853828904,0,0,0,0,0.0156263243632675,0,0.289922792811306,0.212420845872985,0,0,0,0.0351834791827581,0.0799485099785021,0,0.00333479976884983,0,0,0,0,0,0,0,0,0.0711663036676728,0,0,0.0421980506283643,0,0,0.0176525983799431,0,0,0,0,0,0,0,0,0.108326993905326,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0341768660611686,0.0696043685844895,0,0,0,0.140519356144559,0,0,0,-0.14656097931705,0,0,0,0.376510386127936,0,0.254056825583871,0,0.0430212142447152,0,0,0,0.104998676106424,0,0,0,-0.0040712590874652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.212075191283246,0.258021736995775,0,0,0.0292174599586553,0,0,0,0,0,0,0,0,0,0,0.0649338857355376,0,0,0,0.0134983067441091,0,0,0,0,0,0,0.115569067319065,0,0,-0.0162027670590017,0.0530291794668882,0,0,0,0,0,0,0,-0.404841121336059,0,0,0,0,0.133517227355851,0,0,0,0.273544416249968,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504642717826326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
