,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109359053102742,0,0,0,0,0,0,0,0,0,0,0,0.606561172930883,0.46237496394683,-0.0834614851130932,0,0.0976610908196794,0,0,-0.00144383337257641,0,-0.113850602861535,0,0,-0.246664854353345,0,0,0,-0.434918829338958,0,0,0,0,0,0.059055123875168,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.042982225127516,0,0,0.223000822528768,0.0642241587154789,0,0,0,0,0,0,0,0,0.294614593643085,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465986318526676,0,0,0,0,0,0,0,0,0,0,0,0.417280197667345,0,0
X601288.CH.EQUITY,0,0,0.255911155574213,0,0.353355569491992,0.11098948223232,0,0.0368939446402202,-8.67361737988404e-19,0,0.0083843941484388,-0.0190143403713462,0,0.163858031100813,0,0,-0.0188401826811928,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.069669231965091,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.239075810891801,0,0,0,0,0,0.455945269527788,0,0,0,0,0.172298125967801,0,0,0,0,0,0,0,0.224669244256055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.438863405239407,0,0,0.0644713193579778,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.350403055233152,0,0,0,0,-0.0770297403677875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14617578615068,0,0,0.0941303839672674,0.0558940921874136,0.0890299297472405,0.0401460791436518,0,-0.0306992469404959,0.0814795302462975,0,0.131883418332743,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0778269970938886,0,0,0,0,0,0,0,0,0,0.0334209457889637,0,0,0,0,0.185361635702369,-0.0589915124589964,0,0,0,0,0,0,0.161084236463308,0,0,0,0,0,0,0.0219218739864036,0.0386168078103268,0,0,0,0.17302662374266,0.117237240990113,0,0,0,0,0.444533506272463,0,0,0.0890978432126094,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619922100530081,0,0,0,0,-0.163646820804852,0,0,-0.324543782719197,0.776429823293882,0,0,0,0,0.680856045334471,0,0,0,0,0,0,-0.156076077798115,0,0,0,0,0,0.218206622876244,0.177177883847905,0,0,0,0,0,0.10622018357338,0
X601658.CH.Equity,0,0,0,0,0.00989496490092854,0,0,0,0,0,0,0,0,0,0,0,0,0.212196833114711,0.03858383324534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250016739128287,0,0,0,0,-0.0132545242759642,0,0,0,0
