,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.149652672089939,0,0,0,0,0,0,0,0,0,0,-0.115498119152932,0,0.486170579569531,0.712269708390215,0.041750781854546,0,0,-0.122887979320066,0,0,-0.0921392914968313,0,0.0844100769776573,0,0,0,0,-0.124080260414236,0,0,-0.341847696027995,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819847002343157,0.0238792793044265,0.0159139041839858,0,0,0,0,0,0,0,0,0,0.000654591039302616,0,0,0,0.0593630508182971,0,0,0,0,0,0,0,0,0,0,0,0.0164195536661113,0.045673058780629,0,0,0,0.00527935370051629,0,0,0,0,0,0,0,0.0671290143993796,0,0,0,0.0229561798881066,0,0,0
X601288.CH.EQUITY,0,0,0.922611953799607,0,0,0,-0.0678451844392332,0,0,0,0,0,0,0,0,0,0,0.116163187413867,0,0,0,0,0,0,-0.0148034058465058,0,0.0589728580912383,0,0,0,0,0,0,0,0,0,0,-0.104347350753997,0,0,0,0,0,0,0,0,0,0,0,0,-0.047696109725044,0
X601988.CH.EQUITY,0.0693865677582062,0,0,0,0,0,0,0,0,0,0,0,0,1.25804361371212,0,0,0,0,-0.21395680988088,0,0,0,0,0,0,0,0.0672591052114017,0,0,-0.120725728326764,0,0,-0.149190715349014,0,0,-0.202863496105602,0,0,0,0,0,0.0112164728415264,0,0.0228360044806155,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.37690110361714,0,0,0,0,0,0.0159844007009816,-0.0202072146175348,0,0,0,0,0,0.137569862268634,0,0,0.0128963961493813,0,0,0,0,0,0,0,0.14596767870738,0,0,0.0813116231153207,0,0,0.203209996288908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172985468873418,0.0708218638892762,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531508,0,0.0582538123107161,5.42101086242752e-20
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.268622928712564,0,0,0,0,0,0,0,0,0,0,0,0.0637498925786329,0,0,-0.217585156454746,0,0,0,0,0,0.0488391750020846,0.259515880238686,0,0,0.140431472761192,0,0,0,0,0,0,0,0,0,0,0,0.499558830823765,0,0,0.0201584710871062,0.033962477419812,0,-0.0692700763288657
X5.HK.EQUITY,0,0,0,0,0,0,-0.017626794733313,0,0,0,0,0,0,-0.0533507129020961,0,0,0.361970140747978,0,0,0,0,0,0.105577331269993,0,0.0111438386777141,0.515845317297362,0,0,0.203200034479528,0,0,0.0451904311035247,0,0,0,0,0,0,0,-0.377557849355153,0,0.110298741715696,0,0,-0.0823436531915105,0,0,0,0,0,0.149916629555323,0
X388.HK.EQUITY,0,0,0,0,0,0,0.231576086783082,0,0,0,0,0,0,0,0,0,0,0,0,-0.243711480248933,0,0,0,0,0.387788001532012,0,0,0.0320083047207695,0.0973127974701596,0,0.0138078563934242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206660686043754,0.0216647615519355,0,0,0.0676899637011038,-0.234622523839277,-0.037134985893479,0
X601658.CH.Equity,0,0,0.0873061301308019,0.13039004736258,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.31268168107651,0.0154719957969199,0,0,0,0,0,0,0,0,0,0,0,0.0125778775808449,0,0,0,0,0,0,0,0,0,0,0,0.201427813428579,0,0,0,0,0,0,0,0,4.33680868994202e-19
X600030.CH.EQUITY,0,0,0,0,0,0,0.159315801354706,0,0,0.0141648126191292,0,0,0.0296277807494634,0,0.0764934322772865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107870250196444,0,0,0,0.661867937469092,0,0,0,0,0,0,-0.0298916316690387,0,0,0.0128841217516439,0.0118413609477541,-0.0210899121003331,0.00471858780869799,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.212818696407457,0.0105516640435363,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.327671209689,0,0,0,0,0.00468205765636985,0,0,0,0,0,0,0,0,0,0,0.0260247481313006,0,0,0,0,0,0.248315061649279,0,0,0.04737998016922,0,0,0,0,0
X601166.CH.EQUITY,0,0.0616727274055823,0,0,0.540156879476363,0,0,0,0,0.0134639677569348,0.0628891786832044,0,0,0,0,0.0736369910905406,0.045631635635202,0,0,0.0605193974380454,0,0.0592551448027773,0,0.061064562524871,0.0713075034647197,0,0,0,0,0,0,6.93889390390723e-18,0.00800117375206559,0,0,0,0,0,0,0,0.0183731549080518,0,0,0,-0.0376088407671326,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.352508528325729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111669390899394,0.167727755382538,0,0,0,0,0,0.083339854601915,0,0,0,-0.0186957072324646,0.0951819165342238,0.238268830794862,0.0184993996639512,0.0663514922736411,0,0,0.0386461892373336,0,0,0.0153603670460111,0,0,0,0
X600000.CH.EQUITY,0,0,0.140784497595654,0.200946011983075,0.00687865013649988,0.145576167042565,0,0,0,-0.0268538737253292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0856719440090936,0,0,0,0,-0.0547835854026987,0,0,0,0,0,0,0,0.698846240045137,0,0,0.264367178289002,6.93889390390723e-18,0,0,0,0,0,0,0,0.0940542945789518,0,0
X000002.CH.EQUITY,0,0,0.0768894341374937,0.119022310550908,0,0,0.0286269871174127,0,0,0,0,0,0,0.0137239488401085,0,0,0,0.140424011818941,0,0,0,0,0.0489861329011264,0,0,-0.0175628677886783,0,0,0,0,0.0215793324715228,0,0,0,0.0382127317750875,0,0,0,0,0,0,0,0,0,0,0,0.124388863663121,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.241656611700227,0,0,0,0,0,-0.0519346404486421,0,0,0.0293429020146255,0,0,0.0279977713466804,0.113259720417379,0,0.0724340570627459,0,0,0,0,0,0,-0.00402904616608235,0,0,0,0,0,0,-0.0368649423010941,0.0337303766596953,0,0,0,0,0.281508418236515,0,0,0,0,0,0,0,0,0.148480887386995,0,0,-0.0858203934931485,-0.040467443413332
X601601.CH.EQUITY,0,0.780191978196518,3.46944695195361e-18,0.00463617268685328,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101188867025462,0,0,0.149632976474685,0,0,0,0,0,0,0,0,0,0,0.0332439625711666,0,0,0,0,0.10790965839795,0,0,-0.0894246643559329,0,0,0,0,0,0,0.0525502978788173
X000001.CH.EQUITY,0,0.0667934802641272,0,0,0,0.132095718492333,0,0,0,0,0,0,0,0.130053678265807,0,0.113051328856061,0,0,0.09483866104939,0,0,0,0,0,0,0.0964616723135086,0,0,0,0,0,0,0.114849727803365,0,0,0,0.0694770919420962,0.0325680818290545,0,0,0,0.00386555346737732,0,0,0,0,0,0,0,0.0157430061133221,0,0
