,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0.462632776808172,0.0884313335971563,0.0923464256685904,0,0,0,0,0,0,0,0,0,0,0,0.0764543278465901,0,0,0,-0.0544027343969069,0.0565072957129569,0,0.106746387587897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699029360944924,0,0.0157250149123742,0,0,0.00831077166320873,0.0309520137606015,0.22096038188235,0.0175293284945633,-0.110306136997713,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00573846745441453,0.137678770314352,0,0,0.0350533641419609,0.0631578233386035,0,0,0,0,0,0.252178049032191,0,0.0865761805232671,0.179171319712777,0,0,0,0,0,0.0201712231411981,0,0,0.134701800658462,0,0,0,0,0.0400736502187569,0,0,0,0,0,0,0,0,0.194072622985655,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.23319564593609,0,0,0,0.176583122571245,0,0,0,0,0,-0.0186154057550012,0.119883773057334,0,0.0621797587160042,0,0,0,0.0662185571541327,0,0.07638790467322,0,0,0,0,0.252550158089641,0,0.21446052229189,0,0,0,0,0,0,0,0,0,0,0,0,-0.051977469487606,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.116354579973365,0,0,0,0.0628503803219977,0.164726896038703,0.111536255071707,0,0,0,0,0.17398347094084,0.117214226487143,0,0,0,0,0,0,0,0,0,0,0,0.290600916503387,0,0,0,0.00870095036559775,0,0,0,0,0,0,0,0,0,0,0.130523654365408,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.174108826366851,0,0.0433322731059933,0,0,0.0783949555422845,-0.0828802977415398,0.318806776715107,0.0106878191581098,0,0,0.0457250279797406,0,0,0,0.073799082081261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169876030752475,0,0,0,0,0,0,-0.120836209767285
X601628.CH.EQUITY,0.0869680903910478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136445289717788,-0.0306279177411466,0,0,0,0.207399637187129,0,0,0,-0.0894350329884696,0,-0.0168880326474271,0,-3.46944695195361e-18,0,0.221161027759005,0,0,0.564274306495077,0,0,0,0,0,-0.0343854353122303,0.0664388660873823,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0315179526582877,0,0,0,0,-0.0781060341366319,0,0,0.0931987826537237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246796062955834,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0729137550544213,0,0.29314676580655,0.260279240646841,0.174345437468007,0,0,0,0,0,0,0.288195956977121,0,0.0873967618341617
X601988.CH.EQUITY,0,0.1180558297001,0.0494912411525446,0.289659537297959,0.182446525666786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286475599102401,0,0,0,0,0,0,0,0,0.138487050416392,0,0,0.128404719028569,-0.0441960055555961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0561843883140378,0,0.0280492976296663,0,-0.0165676926439355,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0573972971942251,0.0112574855721907,0.111415181954859,0,0,0,0.0528646275086947,0.245583662020378,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.34558593420873,0,0,-1.73472347597681e-18,0,0.150827895343032,0,0,0,0.0183432583451202,0,0,0,0
X601166.CH.EQUITY,0,0,0.0761371793902087,0.169973999296677,0,0,0,0,0,0,0,0.0960571878735399,0,0.00244288205559156,0,0,0.0600215147157931,0,0,0,0,0,0,0,0,0.18362715146883,0,0,0.367255993614141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229477040547033,0,0,0,-0.0553912201101711,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.2204183436448,0,0,0.0997568338383731,0,0,0,0,0,0,0,0.279837335354542,0,0,0,0,-0.161576415797301,0,0.202781239041668,0,0,0,0,0,0.172444259362594,0,0.02945213783936,0,0.132556360638893,-0.0260414214337312,0,0,0,0,0,0,0.255289588745549,0,0,0,0,0,3.46944695195361e-18,-0.181727183939961,0,0,0.146758963238,0.146765259583884,0
X601658.CH.Equity,0.170710838433193,0,0,0.143419633084587,0.0668321420015231,0,0,0,0,0.393424855731918,-0.0677931791369658,0,3.46944695195361e-18,0.0847949695304567,0,0,0,0,0,-0.0161151267028954,0,0,0,0,0,0,0,0,0.0939969731895786,0.086537992053442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109761821311295,0,0,0.0765412727102119,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.656459256273571,0,0.0829522314978005,0,0,0,0,0.0898477994266157,0,0,0,0.0517768480176909,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.150169795741662,0,0.0658163538675547,0,0,-0.277848134745526,0,-0.115125887899498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389144039165575,0.0429932578636059,0,0.00512510515021681,0
X000002.CH.EQUITY,0,-0.0223520427468521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79492609934795,0,0,0,0,0.0690945017173284,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,-0.000603759306567853,0,0.0159823335774167,0,0,0,0,0,0,0,0,0.437833544477772,0,0,0.234963200172759,0.0697786612792805,0,0,0,0,0,0,0,0.000879092758056864,0,0,0,0.016580230810351,-1.73472347597681e-18,0,0,0,0,0,0,0,0.203567099609853,0,1.73472347597681e-18,0.0709709195170973,0,0,0,0,0,0
