,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.395965458841059,0,0,0.352746096715816,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436621712740092,0,0,0.103210247040306,0,0,-0.246767412624462,0,0,0,1.0842021724855e-19,0,0,0,-3.46944695195361e-18,0,0,0.220581537229665,0,0,0,0,0.0659088818142071,0,0,0,0,-0.131765850319491,0,0,0,-0.0131353312157508,0
X601318.CH.EQUITY,-0.0192819598168756,0,0,0,0,0,0,0,0,0,0.260396817418109,0.222395273710956,0,0,-0.0423927638647175,0,0.142580444175244,0,-0.00393718606670081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123437468277271,0.375644934201512,0,0.0262216621073342,0,0.0760675944800123,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.276424113122272,0,0,0,0.0976390787749651,0,0,0,0,0,0,0,0,0.10663869645616,0,0,0,0,0,0,0.0355803330954079,0,0,0,0,0.331487000894295,0,0,0,0,0,0,0.0306221284600448,0,0.133061921258352,0,0,0,0.00310152915416148,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.366864807115196,0,0,0,0.0878749300138595,4.33680868994202e-19,0,0,0.178450136023953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559633120587663,0.0836321562157877,0,0,0,0.163777566047701,0,0,0,0,0.176743198715802,0,0,0,0.0362406154369971,0.0953646076804181,0,0
X5.HK.EQUITY,0,-0.195610272659871,0,0.406958068068136,0,0,0,-0.134121527805586,0,0,0,0,-0.0207692309685213,0,0,0,0,0.025598788651633,0,0.149703781337954,0,0,0.5081612264378,-0.227163066118778,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.00907066928548345,0,0,0,0,0,0,0,0.104656904974482,0,0,0,0,0,-0.016351932750555,-0.172063544851068,0,-0.14416833625582
X601988.CH.EQUITY,0.126226240812648,0,0,0,0,0,0,0,0,0.0992757808067406,0.18483234863122,0,0,0,0,0,0,0,0,0,0,0.341794240852795,0,0,0,0,0.0834274308413449,0,0,-0.0278391885407997,0,0,0,0,0,0,0,0,0,0.0379922523186605,0,0,0,0.0844047606218275,0,0,0,0,0,0.0817764036203486,0
X600036.CH.EQUITY,0,0.300899150733385,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.125116701624187,0,0.0590308664883909,0,0,0.0103310009249363,0,0.0402510564145449,0,0,0,0,0,0,0,-0.0406725802276066,0,0,-0.0218048929879552,0,0.219097426404679,0.101605597084714,0,-0.18798515851434,0.041301851589529,0,0,0,0.200804681975842,0,0.0186123572553779,0,0,0,0,0,0,0,0.198534098949254,0
X1299.HK.EQUITY,0,0.123258290010066,0,0,0,0,0,0,0,0,-0.0809088924404275,0,0,0,0,0,0,0.275197620537909,0.258054029699622,0,0.195413152573168,-0.0398720460849819,0.0836373362507655,0.0321527302374601,0,0,0,0.0934413991248889,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.187255962495524,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0184597693850567,0,0,0,0,0,0,0.0168720286101954,0,0.0201451161833768,0,0,0,0.167195176834686,0,0,0,0.00379787665368765,0,0.0370657241497163,0,0,0,0,0,0,0,0,0,0,0,0.0332048933003504,0,0,0,0,0.347411202664381,0,0,0,0,0,0,0,0,0,0.154561536910017,0
X601328.CH.EQUITY,0.123161801765915,0.00140067351846732,0.017068426764096,0,0.0874460990800625,0.41986437317971,0,0,0,0,0,0.125537463020949,0.103710489422847,0,0,0,0,0,0,0,0,0.0157188004677166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171767722700657,0,0.0611723509887486,0.017775163121353,0,0.121130103725858,0,0,0,0
X601166.CH.EQUITY,0,0,0.0173268023505599,1.38777878078145e-17,0,0.094782675210823,0,0,0.100045730845323,0,0,0,0,0,0,0,0.106170210201591,0,0,0,0,0,0,0,0,0,0.0306100907976199,0,0,0.0587647056084638,0,0,0.518740162054554,0,0.252797498818282,0,0,0,0,0,0,0,0,0,0,-0.0760012455593513,0,0,0,0,0
X600000.CH.EQUITY,0,0.178467385883405,0,0,0,0.089710174858706,0.180518812905448,0,0,0.0673171008590457,0.011907385284001,0,0,0.0179794627576282,0,0,0,0,0,0.0637743447806648,0,0.395133493097119,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0720377701136285,0,0.0109837943336564,0,0.00342431325241012,0,0,-0.196906126744124,0,0.0562961578857146
