,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.531503619917114,0,0,0,0.144713380106466,0,0,0.0643504783073701,0.0216151564854849,0,0,0,0.181626214657953,0,0.0318282481086686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234509597380126,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0775648798972191,0.314336261944024,0,0,0,0,0,0,0.0244694583896037,0.251463897844838,0,0,0.0855399609391017,0,0.0654886830623538,0,0,0,0.0984066866292679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445471018010313,0.00404222618269887,0,0,0,0,0,0,0.00280233446603725,0,0,0
X601939.CH.EQUITY,0,0,0,0.629836864715133,0,0.0652128512408614,0.0161771151462434,0,0,0.230591491387532,0,0,0,0,0,0,0,0,0,0,0,0.0524633735652635,0,0,0,0,0,0.0497839455071893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.127339516523708,0.131214519926646,0,0.293499170045668,0,0,0.0384434053225158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237714758048887,0,0,0,0,0,0.136107438089024,0,0.0202678870148791,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.157770843510316,0,0.228787835199266,0,0,0.239195757086751,0,0.0153176316885628,0,0,0,0,0,0,0.0173752598856304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210686523267758,0,0,0,0,0,0,0,0,0,0,0.128818769229498,0,0
X601988.CH.EQUITY,0,0,0,0,0.286220100039563,0,0,0,0.152160595858937,0,0,0,0,0,0,0,0,0.0325661628119502,0,0,0,0,0,0,0.107185673099174,0,0,0,0,0,0,-0.180848496325822,0,0.0291728391989147,0,0,0,0,0,0,0.134123995453885,0,0,0,0,0,0,0,0,0.145754257482012,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111323853171545,0,-0.136383735694291,0,0,0,0,0.586301490073548,-0.0228826839335671,0,0.0717066431576051,0,0,0.181961749814734,0.0048736001921755,-0.0175540283340679,0,0,0,0,-0.000405357506235961,0,0,0.092551686107992,0,0,0.190878836265535,0,0,-0.0264475326962185,0,0.117850391140826,0,0
X1299.HK.EQUITY,-0.00857431964275294,0,0,0,0.191140364648019,0,0,0,0,0,0,0,0,0,0,0,0,0.14510342677564,0,0,0,0.0805717625268168,0,0,0,0.0372904563304975,0,0,0.0509414940666407,0,0.0961074732079685,0,0,0,0,0,0,0.448546431810799,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0305551702601538,0,0,0,0,0,0,0,0.134099875764904,0,0,0,0,0.403097447270092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668026565175619,0.179524784814197,0,0,0,0,0.186544786123322,0,0.048927843909752,0.0730500676547964,0,0,0,0,0,0
X601328.CH.EQUITY,0.374583363461732,0,0.144536704407812,0,0,0,0,0,0,0,0,0,0.435542833153325,0,0,0,0,0.0408717292161997,0,0,0.119222421006387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531935216296868,0,0,0,0,0,0.111561215775698,0,0,0,0,0.0156752152457213,0,0
