,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.130606254556912,0,0,0,0,0,0,0,0,0,0,-0.121325430115534,0.586983747761852,0,0.843901171473305,0,0.055011009712307,-0.113665746802276,0,0,-0.129929844339745,0,0,0.00432628999925945,0,0,-0.0865024303986123,0,0,0,-0.345139390469086,-0.0628316166361581,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0430921118792294,0,0,-0.0172395192669449,0,0,0,0,0.0635341507126967,0,0,0,0,0.295088908948698,0.024996829903981,0,0,0,0,0,0,0,0,0,0.106297998385671,0,0,0,0,0,0.655606168091799,0,0,0,0,0,0,0,-0.0209317002118542,0.0261942333954008,0,0,0,0,-0.0470490775899627,0
X601939.CH.EQUITY,0,0,0,0.787641279215975,0.0698058623334946,0,0.0588616328806006,-1.73472347597681e-18,0,0,0,0,0,0.029846549166432,0,0,8.67361737988404e-19,0,0,0,0,0,0.0038519588602457,0.00692357372772811,0,0,0,-1.0842021724855e-19,0,0,0,0.0753566268964099,0,0,0,0,0.00355070257963913,0,0,0,0,0,0,0,0,0,0,0,0.0341053243080745,0,0,0
X601288.CH.EQUITY,0.0103269742257217,0,0.897341742823416,0,-0.0656113948586587,0,0,0,0,0,0,0,0,0,0.00413965021750869,0,0.0428493323034278,0.115175455713323,0,0,0,0,0,0,0,-0.0627161256464606,0,0.0506516911606087,0,0,0,0,0,0,0,-0.096702686615303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460217813704413,-0.0100013883201509
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.068372307936228,0.860524255981464,0,0,0,0,0,0,0,0,0,0,0.101393063845539,0,0,0,0,0,0,-0.0685939283352307,0,0,0,0,0,0,0.168906657129989,0,0,-0.075066630190006,0,0,0,0,0,0,0.0098084697792545,0,0,0,0.0404539238450753,0
X601988.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,1.16737612849975,0,0,0,0,0,-0.265619752392098,-0.234352506790538,0,0,0.0254704273393951,0,0,0,0,-0.0568117121214196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283942424013567,0,0,0,0,0.0246098646930378,0,0
X600036.CH.EQUITY,0,0,0.300551414843342,0.0739312412851572,0,0,0,0,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021362698156081,0.0661070644585642,0,0,0,0.43858460086398,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0.0590282572225404,0,0.0658707991935042,0,0,0,0.0344745047749546,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.361886446451985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20205187277333,0,0,0,0,0.0451332703298229,0.231069058572837,0,0,0,0.114979135089453,0,0,0,0,0.016403604686293,0,0,0,0,0,0,0,0.485570627367139,0,0.0225837831955397,0,0.0837850613660894,-0.0470896153783124
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270509909167685,0,0,0.339644764894044,0,0,0,0,0.0495368614016827,0,0,0.548010145468207,0.0048174914541405,0,0,0,0,0.278254483176348,0.0450588129600094,0,0,0,0,0,0,-0.369306048073581,0,0,0.121765024362366,0,-0.0966585714097058,0.0327973375499872,0,-0.0418733151450506,0,0,0,0.154488365172927,0
X388.HK.EQUITY,0,0,0,0,0.474388529737573,0,0,0,0,0,-0.182199070390572,0,0,0,0,0,0,0,-0.304541471276356,0,0,0.0945472201094818,0,0,0,0.289719321617981,0,0,0,0,0,0,0,0,0,0,0,0.226872256869952,0,-0.0633501377885901,0,-0.247012534942761,0,0,-0.0336761910136536,0,0,0,0,0,-0.0618984761529248,0
