,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.087427474293854,0.0366849958900209,0,0,0,0,0,-0.00932410611032621,0,0,0,0,0,0,0,0,0,0,-0.157393436663963,0,0.0284777655090337,0.634679817218107,0,0.496563940802302,0,-0.117505183829367,-0.288455711733954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095768140680609
X601318.CH.EQUITY,0,0,0,0,0,0.22819691407827,0,0,0,-0.0469477684519916,0,0,0,0,0,0,0.0589929069779082,0,0,0.0301064272864466,0.0517109972052435,0,0,0,0,0,0,0.143851228924751,0,0,0.145389979326872,0,0,0,0,0.184333362946007,0.0950149170452591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321877628008013
X601939.CH.EQUITY,0,0.0427075194883481,0,0.787113055033153,0.0106643067221856,0,0,0,0,0.0394864829813992,0.0594806222713917,0,0.00866401959467903,-0.0579597749837915,0,0,0.0796747055130274,0,0,0,0,0.00271967860617351,0,0,0.0392419964939538,0,0,0,0,0,0,0,0,0,0,0,0.0883702735521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.955535979581924,0,0,0,0,-0.075444675069389,0,0.00979232376525233,0,0,0,0,0,0,0,0,0.0615055075881237,0,0,0,0,0,0.0719929771638453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430307708041609,-0.0384649062285359,0,0,0,0,0.0542979310274478,0,0,0,0,-0.085246665854906,-0.00608551198661969
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0748140921527006,0.231461097956667,0,0.356215698663561,0,0,0,0,0,0,0,0.211405584179253,0,0,0,0,-0.117848577800359,0,0,0,0,0,0,0,0,0,0,0,0.390895465809009,0,0,0,0,0,0,0,0,0.0724685606941707,0,0,0,0,0,0.0679164494189929
X600036.CH.EQUITY,0,0,0.125252683302531,0.211412006611054,0,0,0,0,0.0649651320273856,-0.0176114390832877,0,0,0,0,0,0,0,0.166789118027003,0,0.0305453481595334,0,0,0,0,0.0237946533658719,0,0,0.0395451823852943,0,0.177909462602616,0.126193422172795,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0321651475159123,0,0,0.0312379579099143,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685132121562163,0,0,0,0,-0.0538975787402177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716503741815441,0,0,0,0,0.00241298686229674,0,0,0,0,-0.0224843725290049,0,0,0,0,0,0,0,0,0,0,0,-0.133095679418457,0,0.998248063390967,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.029272614858882,0,0,0,0,0.218710537400026,0,0,0,0,0,0.0022895743791428,0,0,0,0,0,0,0.320325872978459,0,0,0,0.109963701346948,0,0,0,0,0,0.168993250874482,0,0,0,0,0,0.113542474008693,0,0,0.0472899315792935,0,0.00884120565481692,0,-0.0320561561652342,0,0,0,0.145893545451,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591912127097772,0.0260607917664793,0,0,0,0,0.0181548698154808,0.341084867720055,0,0,0,0,0,0,0,0,-0.246793352970402,0,0,0,0,0,0,0,0,0.0653366181313141,0,0,0.134353790028052,0,-0.11153465412552,0.108619001136599,0
X388.HK.EQUITY,0,0,0,0,0.211231061581349,0,0,0.121678117088662,0,0,0,0,0,0,0,0,0,0,0,0,0.153808876321745,0,0.289141583402914,0,0,0,0,0,0.140399606526347,0,0,0,0,0,0,0,0,0,0,0,0,0.0333490988702397,0,0,0,0,0,-0.23403857677684,0,0,0,0.196452208996184
