,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.117387656779048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211850137525258,0,0.544440802226525,0.550976382669556,0.0552000414741692,0,0,0.0735473854360668,-0.23277298756799,-0.122540778871201,0,0,0,0,-0.0229785684433222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.112902660257683,0,0,0,0,0,0,0,0.190236971213462,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.107658483111517,0,0.0675059771360674,0,0,0.147461086506857,0.214319163468311,0,0,0,0,0,0,0,0,0,0,0,0.0752509800127508,0,0,0
X601939.CH.EQUITY,0,0,0,0.809292927382107,0,0,0,0,0,0,0,0,0,0,0,0,0.095376113871892,0.0367472561149576,0.0757166554885568,0,0,0,0,0,0,0.00896097547011178,0,0,0,0,0.0112464415819577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0486193167397726,0,0.928840972169361,0,-0.00719985169831243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315325650569332,0,0,0,0,0,0,0.0757951135641241,0,0,0,0,0,-0.0444302102456171,0,-0.0914152269392605,0,0,0,0,-0.00874647064691916,0,0,0,0,-0.105667113250119,-0.0396576501066789
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0739445344896791,-0.132230893883757,0.382538442077044,0,0,0,0,0,0,0,0.0377586630798228,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.0839567510830804,0.534220356637672,0,0,0,0,0,0,0,0,0.229712415726216,0.0121222117960309,0,0,0,0,0.0683251247554009
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.161152504913475,0.0824583816364373,0,0.0274922653359242,0,0,0,-0.000840755088140164,0,0.0385536577500572,0,0,0,0,0,0,-0.0725952326427782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105914382309881,0,0,0.011020669655597,0,0,0,0,1.02122261503577,0,0,0.0350460300605393
X1299.HK.EQUITY,0,0,0,0,0.113585669283678,0,0,0,0,0.147731721822029,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285547285718365,0,0.128021075409916,-8.67361737988404e-19,0,0,0.101256543532164,0.399267352762555,0.123637204499245,0,0,0,0,0,0,0,0,0,0,0.237651856724805,0,-0.20847274787115,0,0,0,0,0,0.0941267579107371,-0.0584557385637351
X5.HK.EQUITY,0,0,0,0,-0.0120320965564932,0,0,0,0,0,0,0,0,0,0,0,0,-0.15584056288132,0,0,0,0,0,0,0,0.266725797398125,0.48679648404182,0,-0.040292492788909,0,0,0,0,0,0,-0.0531105744876576,0,0,0,0.0205604440868077,0,0,0,0.0762301085737893,0.051369534503834,-0.0748309813818545,0,0,0,0,0.0864046094270763,0
X388.HK.EQUITY,0,0,0,0,0.26920029102483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147698148635765,0,0,0,0,0,0.457588245584844,0,0,0,0.0424404468378549,0,0,0,0,0,-0.109452328715449,0,0,0,0,0,0,0,0,-0.132708645982761,0,0.155546942963294,0.0710354582050311,0,0,0,-0.107994223063111,0.0736793967508709
X601658.CH.Equity,0,0,0.113411479679704,0.110501292848849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26340471159393,0.0464475110495853,0,-0.0633362839816607,0,0,0,0,0,0,0,0,0.0540464077406121,0,0,0,0,0,0,0,0,0.0279714763641383,0,0,0,0.233960539124525,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0150603802216062,0,0,0,-0.0487178964762583,0.0486183531347089,0,0,0.244310699669047,0,0,0,0,0,0,0,-0.0114171391442268,0,0,0,0,0,0,0,0.0894732067652302,0,0,0,0,0.108101819240759,0,0.181892939944225,0,0,0.219919764190649,0,0,0.0455740476219683,0,0.131940851581792,0,0.0509371240721605,0,0,0,0,0,0.0665515675551885
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0040479052518922,0.0210225355669081,0,0,0.734027910211916,0,0,0,0.0335972920136118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671450388873299,0,0,0,0,0.159926154231818,0,0,0,0,0,0,-0.0339582652945954,0
X601166.CH.EQUITY,0,0,0,0.0198298312945724,0,0.102244879489995,0.365438934732225,0,0,0,0.0554802131124897,0,0,0,0,0,0.0575455911534846,0,0,0,0,0.0732339592871268,0,0,0,0,0,0,0,0,0,0,0,0,0.0136233321694437,0,0,0,0,0.024298847915495,0,0,0,0,0,-0.0180323952237855,0,0,0.245874475031731,0.051075133388825,0,0
X601328.CH.EQUITY,0,0,0,0.0462867099729814,0,0.114060758590086,0.0205258468773751,0,0,0,0,0,0,0,0,0,0.0291452159566469,0,0,0,0,0.373426252111913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249021165205156,0,0,0,0,0,0,0
