,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0.236259791255011,0,0,0.0871166865098037,0,0.23898097375753,0,0,0,0,0,0.128011421735998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381536772302898,0,0,0,0.0939261571346403,0,0,0,0,0,0.0225441271557358,0,0,0,0,0,0,0,0.106414925242952,0,0,0,0,0
X601318.CH.EQUITY,0.166446872780453,0,0,0,0,0,0,0,0.282458611188976,0,0,0,0,0,0,0,0.233092443382422,0,0.0535051027117191,0,0,0,0.105190514924708,0,0,0,0,0,0.0320200629806614,0,-0.0925552913645381,0,0,0,0.102041510629589,0,0,0,0,0,0,0.0651822641449946,0.0194995786880649,0,0.0537047524139653,0,0,0,0.0430163898112266,0,0,0
X601939.CH.EQUITY,0,0,0,0.282512490574875,0,0.0747259927927754,0,0,0,0,0,0,0,0.416037973433791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558667098355737,0,0,0.0735822952162245,0,0,0.00941990226001828,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.354610070528439,0,0.0265265945998377,0,0,0.487129204265065,0,0,0,0,0,0,0,0,0.0301591905926464,0,0,0,0,0,0,0.0175798722426806,-0.0286172929613651,0,0,0,0,0,-0.000274774352835379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104889827251352,0,0,0,0.00350529004818037,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0668057776926741,0,0,0,0,0,0,-6.93889390390723e-18,0,4.33680868994202e-19,0,0,0,0.61286079407881,0,0,0,0,0,0.403616710603402,0.084783844809665,0,0,0.155503853070827,0,0,-0.0734611897314125,0,0,0,0,0.00385719493878029,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.375585834937573,0,0.000229796037534075,0,0,0,0,0,0,0,0,0.0950896293925289,0,0,0,0,0,0,0.0251831718641815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159781224264073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297329417089297,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.280080589078166,0,0,0,0.320085275463098,0.0712691597337634,0,0,0,0.152054344132088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115670433659575,0,0,0,-0.0532318090008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335809488382265,6.93889390390723e-18,-0.00574669077690634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378515108790826,0,0,0.0701660964618187,0.171050252400114,0.0133277358391137,0,0,0,0,0,0,0,0.273554346874154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.169291602457699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493239810113,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.194887223083239,0,0,0,0,0.067678364312694,0,0,0.16395907764548,0,0,0,0,0,0,0,0,0,0,0.10821030685468,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.25426697473948,0,0,0,0,0,0.274624631298701,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.166230753930055,0,0,0,-0.148732815929835,0,0,0,0,0.74689725687722,0,0,0,0,0,0.25179857586005,0,0,0,0,0
