,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265250827873594,0.160311038246681,0,0,0,0,0,0,0,0,0,0,0.188507909581642,0,0,0,0,0,0,0,0,0,-0.2970721588493,0,0,-0.190183528222964,0.853102992948527,0,0,-0.0384248798845228,0.051693782040953,0,-0.0300569542927496,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0532084443545038,0,0.15603437424376,0,0,0,0,0.0911158869977464,0,0.0366620596952556,0,0,0,0.145313182481697,0.100863197769363,0,0,0.0578412895031235,0,0,0,0.0382522915449721,0,0,0,0,0,0,0,0.0281964823333759,0,0.170172911077858,0.191082841512203,0.0223565035073588,0,0.0523195157307868,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.213530547695893,0,0,0,0.11961735759403,0,0,0,0,0.181053050059594,0,0,0,0,0,0,0,0.0544121767816577,0,0,0,0,0,0,0,0,0,0,0.0307699864257783,0.0491712022736059,0,0,0,-0.273736032589618,-0.200299796408933,0,0.072204955845712,0.128246140826419,0.497831670973222,0,0,0,0,0,0,0.108365435154735,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354959703993724,0.0939030603475041,0.047945839058418,0.394188611380632,0,0,0,0.270601820545687,0.0235031781886819,0,0,0,0,0,0,0,-0.182144577682985,0,0,0,0,0,0,0,0,-0.606654695702301,0,0,0,0,0,0,0,0,0,0,0,0.408392495657903,0,0,0.126247611738816,0,0,0
X5.HK.EQUITY,-0.0527440335493354,-0.152854913808222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622276278938324,0,0.225492521855935,-0.0426361084494444,0.223150451636929,0,0,0.103598662593281,0.187551861016765,0,0,0,0,0,0,0,-0.054028892964239,0,0,0,0,-0.0714000743019556,0,0,0,0,0.0363116440079627,0,0,0,0,0,0,-0.0984966333965947,0.155330794137287,0
X601988.CH.EQUITY,0,0,0,0,0.336656684130487,0,0,0,0,0,0,0,0,0,0.119710120315693,0,0,0,0.362672501904568,0,0,0,0,-0.120288304212574,0,0,0,0.0193526090724738,0,-0.302214568681103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247902203150969,0,0,0,0,0
X600036.CH.EQUITY,0,0.448153640916835,-0.0603557789087158,0,-0.048455750048119,0,0,0,0,0.492349398513207,0,0.0995002371139325,0,0,0,0,0.0358333110960413,0,0,0,-0.0970005971210258,0,0,0.283515874607793,0,0,0.121876545239814,0,0,0,0,0.0802290216175748,0,-0.31130311074049,0,0,0,0,0,0,0,0.0783345431433141,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.176896257161912,0,0,0,0,0,0,-0.0803023954875221,0,0,0.0310914222975925,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.155763770308114,0,0,0.107535491926999,1.73472347597681e-18,0.26431691820939,0,0,0.0559743318002248,0,0,0,-0.0382819170356269,0,0,0,-0.09186811953976,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.134838233647605,0.00299426366116213,0.0507918709683144,-0.00241070974954561,0,0,0,0,0,0.129718312765765,0,0,0.396973915828042,0,0,0,0,0.030284139457066,0,0,0,0,0,0,0,-0.0265651833513449,0,0,0,0,-0.0626785664816702,0,0,0,0,0,0,0,0.166049850014161,0,0,0,0,0,0.0969627520824496,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.129833335474302,0.0758285386837203,0,0,0.57631057410937,0,0,0,-0.0188800929923608,0,0,0,0,0,0,0.0265749731462225,0,0,0,0,0,0.320622000595111,0,0.314189743632961,0,0,0,-0.050417541756677,0,0,0,0,-0.0866450898844918,0,0,0,0,0,-0.0186955886995394,0,0,0,0,-0.560928203108045,0,0,0,0,0
