,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0,0.0358434230065146,0,0.0946487743973771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.095365059235221,0.453017085462743,0,0.684577936797935,-0.0684379459948203,0,0.15199604306886,0,0,0,0,0,0,0.0173470165638667,-0.250842766607674,0,0,0,0,0,0,0,0,0,0,-0.282922344368358,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.106317976872097,0.00899791201157825,0.098176788338724,0,0,0.047230500726304,0,0,0,0,0,0,0,0,0,0.267693146627556,0,0,0,0,0,0,0,0,0.140733449031376,0.037215145526778,0,0,0,0,0,0,0,0,0,0.197635306553529,0,0,0,0,0,0,0.0524293418339303,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.828668709174121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377342594870016,0,0,0,0,0,0.0468808766669455,0,0,0,0,0.0730896198118551,0,-0.067874331205696,0,0,0,0,0,0,0.0385083583553298,0,0,0,0,0,-0.0607224459552465,0,0,0,0,0,0.0917804169318098,0,0
X601288.CH.EQUITY,0.0163850335301036,0,0.897122738732285,0,-0.0742923129014755,0,0,0,0,0,0,0,0,0,0.0009543853323657,0,0.0176909605181878,0.128052405260736,0,0,0,0,0,0,0,0,-0.073697565695739,0.0265002672933498,0,0,0.0316452984096942,0,0,0,0,0,0,0,0,0,-0.100630918689498,0,0,0,0,0,0,0,0,0,-0.0366541565131307,-0.0149840845190866
X601628.CH.EQUITY,0,0.0437500013494387,1.73472347597681e-18,0,0,0,0.290315439320308,0,0,-0.0125667326361485,0,0,0,0,0,0,0,0,0,0,0,0,0.0213778817548092,0,0,0,0,0.0227836345616047,0,0,0,0,0,0,0,0,0,0.161641789781228,0,0.17094539332696,0,0,0,-0.0261002697159601,0,0.0796544340299994,0,0.118371712592071,0,0.0778871158550864,0.102358530661275,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1967731122763,0,0,0,0,0,-0.237458954553198,-0.20365590077825,0,0,0.0275553154941197,0,0,0,0,0,-0.0618637912191768,0,0,0,-0.0682597510869191,0,0,0,0,0,0,0,0,0,0,0.0347303147470062,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.306105924930245,0.159614629627965,0,0,0,0.101141847751859,0.0840547901740415,-0.068079177972151,0,0,0,0,2.16840434497101e-19,0.0470048094167425,0,0,0,0.0122010790566409,0,0,0,0,-0.0188572948872525,0,0,0.0184044058806516,0,0,0,0,0,0.254201015351211,0,0,0,-0.0620468216067121,0,0,0,0,0,0,0,0,0,0.0813554454083977,0,0,0.0191141167904025,0
X1299.HK.EQUITY,0,0,0,0,0.111521802072001,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.179909035116389,0,0,-0.0572788375383783,0,0,0,0,0,0.0287036398642692,0.177607694090786,0,0,0,0,0,0.0298787429897311,0.203096180399101,0,0,0,0,0.0763287411922215,0,0,0,0,0.460639769524272,0,0,0.0594550493341049,-0.0157568767826894
X5.HK.EQUITY,0,0,0,0,-0.190450002570926,0,0,0,0,0.0803166905024438,0,0,0.0470395880192074,0,0,0,0.326298274376147,0,0,0,0,0.173989754788976,0,0,0,0.300578221011011,0.102474509533007,0,0.100763374098736,0.0668502402493849,0.0920684169019533,0.0351546285753079,0,0,0,0,0.177941174432636,0,-0.234339880632917,0,0,0,0,0.145102404933115,0,0,0,-0.197881783385929,0,0,0.231118563302593,0.034694049633105
X388.HK.EQUITY,0,0.198153524965507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145826331875585,0,0,0,0,0.559327898504197,0.27904776792084,0,0,0,0,0,0.15864313202419,0,-0.231735536231492,0,0,0,0.0551272522707983,0,0,0.0407086283354111,0,0,0,0.0053458918173094,0,-0.484724187658687,-0.0127515480027106,-0.141554999027852,0,0,0,0,0,0,-0.127372719782333
