,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX
X601398.CH.EQUITY,0,0.331996610901415,0.0169690591019235,0.337601157215606,0,0.0281683946544377,0,0,0,0,0.0410430765448325,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639680679254463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304430647455499,0,0.11068464280152,0,0.0300509486983517,-0.0932374865826878
X601939.CH.EQUITY,0.411170306128133,0,0,0.197428716896126,0,0,-0.138734232402953,0,0,0.00621764825632842,0,0,0.1646656303155,0,-0.065260788117054,0,0,0,0,0,0,0,0,0,-0.00792164087448523,0,0,-0.0304170529958799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272860228145767,0.0131101469700312,0,-0.0863154217763324,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0,0
X601288.CH.EQUITY,0.500272986160073,0,0,0,0.198579659765575,0,0,0,0,0,0,0,0.0747133385182561,0,0,0,0,0,0.0129353491683916,0,0.117480499412429,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508037068368243,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381100195726831,0,0,0,0,0,0.264307919280437,0,0,0,0,0,0.355027321190994,0.0873595822660362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367505365109918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0,0
X1299.HK.EQUITY,0.0759523942254937,0,0,0,0,0,0,0,0.134433174292505,0,0,0,0.10129043187255,0,0,0,0,0,0,0,0,0,0.0102371590455643,0,0,0,0.225813840801256,0,0,0,0,0,0,0,0,0.178415571647384,0,0,0,0,0,0,0.0718950247735871,0,0,0,0.106830676800093,0,0,0,0,0
X5.HK.EQUITY,0,-0.053843606642027,0,-0.123704227565572,0,0,0,0,0,0,0,0,0,0,-0.00819481375545555,0,0,0,0,0,0,0,-0.592437281138039,1.04203527888139,0,0,0,0,0.499963300467236,0,0,0,0,0,0,0,0,0,0.420848880748182,0,0,0,0,-0.103840803097035,0,0,0,0,0,0,0,-0.0724941791449541
X601628.CH.EQUITY,0.0595340695147125,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.174837547545097,0,0,0,0,0.133065098199318,0,0,8.67361737988404e-19,0,0.162345364828877,0,0,0,0,0,0,0,0,0,0,0.0101343165049417,0,0,0,0.0781115207464567,0.123131178944188,0,0,0,0,0.0279720558692631,0.0132236427421367,0,0.0830776211253947,0
X601658.CH.Equity,0,0,0,0.0508858611295901,0.158793960261881,0,0,0,0,0,0,0,0.27131837646617,-0.0430570019489334,0,0,0,0,0,0,0,0,0,0,0,0,0.109622670019009,0.203042776789038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374066769938759,0,0,0,0
