,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.109084135648131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433962942342652,0.362354213796777,0.000158312048321171,0,0,-0.271886802879359,0,0.325375902858904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162338911724964,0,0,1.73472347597681e-18
X601318.CH.EQUITY,0,0,0,0,0,0.16795288025528,0,0,0,0,0,0,0,0,0,0,0,0.0743180358733594,0.0598285879491151,0.0618990585817334,0,0,0,0,0,0,0,0,0,0,0.0244717707861097,0.0592923589326122,0,0,0,0,0.229407535884845,0,0.0682144054644291,0,0,0,0,0,0,0,0,0,0,0.198448993639947,0.108073583870607,0
X601939.CH.EQUITY,0,0.068490648581832,0,0.804173444916295,0,0,0,0,0,0.00205446542050416,0,0,0,0,0,0,0.0829049259289707,0.0184514714621293,0.0584045853088082,0,0,0.00323252945383368,0,0,0,0.0104607202197269,0,0,0,0.00997804288970621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.873358672236589,0,-0.0596763400843267,0,0,0,0,-0.00312557716839375,0,0,0,0,0,0.0645728677374404,0.0576214471243021,0.138511283876082,0,0,0,0,0,0,-0.0963846016178077,0.0175465432013908,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112367754518874,0.0154782842035819,0,-0.116403078539739,0,0,0,0,0,0,-0.0288564763075976,0,0,-0.00177925739006192
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0158414711098009,0,0.419282530824604,0,0,0,0,0,0,0,0,0,0.0883652305572654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305131627187945,0,0,0,0,0,0,0,0,0,0.140090852203565,0.0436406095106429,0,0,0,0.0824445742340815,0
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0,-0.0408760051250458,0.140448216840273,0,0,0,0,-0.0695882768160202,-0.0929374673954955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574508302821092,0,-0.116848294564173,0,0,0.0193465648332687,0,0,0,-0.0484432425963047,1.08290617247292,0,0
X1299.HK.EQUITY,0,0,0,0,0.170625035814313,0,0,0,0,0.12857698325363,0,0,0,0,0,0,0,0,0,0,0,0,-0.230798138615008,0,0.00233036410361348,0.408893774254627,0,0.0918701339352503,0.180812896752934,0,0.354464033269829,0.0409828466895308,0,0,0,0,0,0,0,0,0,0,0,0.0310441175125018,-0.138909167106062,0,0.0630320976931795,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11836592994829,0,0,-0.0542753320406652,0,0,0,0,0,0,0.295112517729847,0.316444140340886,0,0,0,0,0,0,0,0,-0.27185505647801,0,0,0,0,0,0,0,0.0465240156268562,0.0113796711791502,0,0,0,0.31452484313797,0,-0.0264726274632588,0
X388.HK.EQUITY,0,0,0,0,0.23426556448381,0,0,0,0,0,0,0,0,0,0,0.0296035943106323,0,0,-0.245223229125322,0,0,0,0,0,0.40979573561338,0,0,0.115159408868532,0.0199393702820935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241040901128679,0,0.0652477854346332,0.181480485712344,0,0,0,0.0215522079286849,0
X601658.CH.Equity,0,0,0,0.223355147775217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271576257723039,0,0.0555951347654619,-0.0574964256350377,0,0,0,-0.0423498536127982,0,0,0,0.0545860140148775,0,0,0,0,0,0,0,0,0,0,-0.0439240729458,0,0,0.278507484392678,0,0,0,0,0,0,0,0,-8.67361737988404e-19
