,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.168517393701932,0,0.194446116034812,0,0.156810675885386,0,0,-0.0554602326990456,0,0,0,0,0,0,0,0,0.0753834260489888,0,0,0.138199966627135,0,0,0,0,0,0,0,0,0,0,0,0.069819900667254,0,0,0,0,0.0316648469797889,0,0,0,0,0,0,0,0,0.174748196642504,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0885124937889888,0,0,0.0457231389719721,0,0.0918231498043788,0,0.134121378534482,0,0,0,0,0,0,0.477640869788963,0,0,0,0,0,0,0,0,0.0527672991607863,0,0.0831889190348335,0,0,0,0,0,0,0.0643731415853666,0,0,0,0,0,0,0,0,0,0,0,0,0.0749698965521291,-0.0451696099631903
X601939.CH.EQUITY,0,0,0,0,0.190274805099755,0,0.245063537827838,0,0,0.0840196510231296,0.0264913620377541,0,0,-0.139130168938552,0.00895642804983785,0,0,0,0,0,0.0799772951789085,0,0.491686349931806,0,0,-0.0160770885499705,0,0,0,0,0,0,0,0,0,0,0,-0.0371822034994458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.091191092679885,0,0,0,0,0,0,0,0,0,0,0.219812172023337,0,0,0,0,0,0,0.0847384961779154,0,-0.195718389643209,0,0,0.137395314133921,0,0,0,0,0.230356236406301,0.382705691936389,0,0,0,0,0,0,0,0,0,0,0.0686642235182125,0,0,0,0,0.0164570245565401,-0.118416732167745
X601288.CH.EQUITY,0.0927123629438841,0,0.00173274297177801,0,0,0,0,0,0,0.0239629269430265,0,0,0.0246125859106975,0,0,0.495006103238575,0,0,0,0,0,0,0.282034172786958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00128713825955712,0,0,0,0,-0.0512008827754734,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0,0.184414850287986,0,0,0.294906328658346,0.278122045276793,0,0,0,0,0,0,0.0412640792636437,0,0,0.0990946266118006,0,0,0,0,0.153059439373271,0,0,0,0,0,0,-0.0398635351550231,0,0,0.0888642909574899,0,0,0,0,0,0,0,0,0,0,0,0,-0.149329509143293,0,0,0,0,0,0,0,-8.67361737988404e-19
X1299.HK.EQUITY,0,0,0,0,-0.14091729624035,0,0,0,0,0.360370401638747,0,0,0,0,0,0,0,0.119457789873762,0,-0.00192375259091599,-0.0554281307638644,0,0,0,0.0535196999234663,0,0.364246021727728,0.14490688732515,0.0601474927628099,0,0,0,0,0,0,0,0,0,0,0,0,0.0499897730059903,0.0243547501694475,0,0,0,0,0,6.93889390390723e-18,0,-0.021194077075918,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121739640481865,0,0,0,0,-0.0671272103678419,0,0,0,0,0,0,0,0,0.433514436171701,0.0842588298863503,0,0.036898483903495,0,0,0.135636426622374,0,0,0,-0.0021015675731552,0,0,0,0,0,0.306913080818667,0,0.183700562158286,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.129821901452078,0,0,0,2.16840434497101e-19,-0.00242534078667739,0,0,0,0.0801204372900209,0,0,0,0,-0.111879350955422,0,0,0,0,0,0.465569862830613,0,0,0.109896736111909,0.0352578404938913,0,0,0,0.346653466832063,0,-0.0306964396662857,0.399237354750751,0,0,0,0.129602906659708,0,-0.0783274497388748,0.155071850494228,0,0,-0.408568904717838,0.0688212090819002,0,0,0,0,0,-0.105792809100315
