,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.123274391560716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165842810584145,0,0,0.445103600563606,0.523208062145951,0,0,-0.227835285828758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727300241474404,0,0,0,0,0,0,-0.064441288103456,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0689203130991118,0,0,0.0656894582919049,0,0,0,0.183374956472643,0,0.161327380173771,0.256546552369811,0,0,0,0,0,0,0.00977910064911064,0,0,0,0.127719284040989,0,0,0,0,0.0583653817836724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723751435475241,0
X601939.CH.EQUITY,0,0,0,0.772421807345562,0,0,0,0,0,0.00162129240509398,0.0997856874981387,0,0,0,0,0,0.108952892580661,0,0,0,0,0,0,0,0,0,0,0.0126590473364031,0.0679408059393452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006065217792602
X601288.CH.EQUITY,0,0,0.891032517623908,0,-0.033858939833665,0,0,-0.0753379340590138,0,0,0,0,0,0,0,0.0189075140344023,0,0,0,0,0.0039650484382327,0,0,0.182052529838138,0,0,0,0,0.0619338421606817,0.0374829153687467,0,0,0,0,0,0,0,0,0,-0.0610177297893077,-0.134656120934512,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.083764971110865,0,0,0,0,0,0,-0.0693343265065213,0.252854670558144,-0.0616705948680405,0.302536392653813,0,0,0,0,0,0,0.337065814453724,0,0,0,0,0,0,0,0,0,-0.0830377695421984,0,0.0175531570389131,0,0,0,0,0,0.151336001847133,0,0,0,0,0,0,0,0,0.148527733130384,0,0,0,0,0.0179700138201055,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626983391685213,0,0.0132791201087888,0,0,-0.0572183116785517,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731030667603808,0,0,0,0,0,-0.0256569992397945,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.000464514185957856,-0.134222916646829,0,0.999768588770828,0,0,0
X1299.HK.EQUITY,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.148883191110119,0,0,0,0,0,0,0,0,0,0,0,0.301551409764033,0,0,0,0.0466070240409335,0,0,0,0,0,0,0,0.115848362706604,0,0,0,0.0706801572064042,0.1826233518973,0,0,0,0.0245350312405865,0.0524984438189868,0,-0.0229401299946816,0,0,0,0.141002341932949,0,-0.0532298094427844
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21226462480859,0.332290292267499,-0.0691692769638525,0,0.0409084918391906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42899474545462,0.0983522846555704,0,0,0.00630983594502892,0,-0.350019515379436,0,0.0766885572561535
X388.HK.EQUITY,0,0,0,0,0.216181302675936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123494942341863,0.254721979919773,0,0,0,8.67361737988404e-19,0,0.124142237014876,-0.0140196046687913,0,0,0,0,0.122201476395272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182016446030497,0,0,0.288315181750881,0.00106239681301991
